,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
24727,24728,203845,궁전사우나,궁전사우나,palace sauna,Shops and Service,Spa,126.68379764014388,37.46666405784188,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,석정로,433,18-28,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
26939,26940,364036,삼보대중사우나,삼보사우나,Sambo DaejungSauna,Shops and Service,Spa,126.74033289999996,37.537501499999806,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계산새로,110,1084-2,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
27731,27732,2606297,중앙사우나,,Central Sauna,Shops and Service,Spa,126.7148732555369,37.5066752721955,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,원길로,34,259-3,2019-11-14 23:05:38,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
27780,27781,153685,동인천스파랜드,스파랜드,DonginCheon Spa Land,Shops and Service,Spa,126.62967039999992,37.4763662999998,대한민국,KOR,KOR,인천광역시,중구,,인현동,,홍예문로,90,3-2,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
27960,27961,3114906,금별사우나,,GeumbyeolSauna,Shops and Service,Spa,126.64415799999992,37.474196999999776,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로,131,58-58,2021-12-23 15:49:18,"쇼핑,편의||목욕,찜질||찜질방",False
28553,28554,1256492,옥광사우나,옥광사우나,Okgwang Sauna,Shops and Service,Spa,126.6619322022658,37.46497974934932,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,수봉북로12번길,28,634-100,2019-12-09 11:13:40,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
28783,28784,1260272,조흥사우나대중탕,조흥대중탕,Joheung Sauna Public Bath,Shops and Service,Spa,126.66724016463688,37.45196122945726,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,한나루로,505,2-1,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
32023,32024,665819,자수정사우나,자수정사우나,Amethyst Sauna,Shops and Service,Spa,126.6781795645889,37.44781428152496,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로266번길,5,1315-3,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
32402,32403,36041,청산자수정황토찜질방,청산자수정찜질방,Cyanide amethyst loess jjimjilbang,Shops and Service,Spa,126.72057599999988,37.46484699999977,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,호구포로,921,225-24,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
35816,35817,2526770,소래해수사우나,소래사우나,Sorae Seawater Sauna,Shops and Service,Spa,126.73674842976595,37.39973948815816,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,장도로,64,678-4,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
36605,36606,1871815,정우사우나,,Jungwoo Sauna,Shops and Service,Spa,126.72808024283692,37.54082841386131,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,주부토로,525,948-2,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
37558,37559,237164,대우스파랜드불가마,대우스파랜드,Daewoo Spa Land Bulgama,Shops and Service,Spa,126.70585899999995,37.513188999999805,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,세월천로,34,180-4,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||찜질방",False
38381,38382,370128,천지연불가마사우나,천지연사우나,Cheonjiyeon Impossible Masa Sauna,Shops and Service,Spa,126.68277713240394,37.42498397753387,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,비류대로433번길,11,507-7,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
38797,38798,1871280,신한대중목욕탕,,Shinhan Public Bath,Shops and Service,Spa,126.6987392240409,37.4665961749546,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석정로,568,581-10,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
39348,39349,96799,현대사우나,,modern sauna,Shops and Service,Spa,126.73818661155497,37.48422926463929,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,마분로20번길,5,388-2,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
40010,40011,3142649,거북목욕탕,,turtle bath,Shops and Service,Spa,126.67267415258488,37.503479667993496,대한민국,KOR,KOR,인천광역시,서구,,석남동,,면개포로,3,540-25,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
40679,40680,303138,서일대중사우나,서일사우나,Seoil DaejungSauna,Shops and Service,Spa,126.7132100157639,37.44993207587908,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,용천로3번길,18,1219-1,2019-11-14 23:28:16,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
41764,41765,1269040,수랜드사우나,수랜드사우나,Suland Sauna,Shops and Service,Spa,126.71453085170788,37.5033813775262,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로,434,137-13,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
41931,41932,1262403,부림대중탕,,Burim Daejungtang,Shops and Service,Spa,126.73462638200007,37.45335588818598,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,하촌로70번길,18,959-1,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
48392,48393,27054382,누리자스파,,Nuriza Spa,Shops and Service,Spa,126.70877609957888,37.44151970127897,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,선수촌공원로23번길,10-11,1536-1,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||찜질방",False
48624,48625,5906053,스카이랜드24시찜질방,,Skyland 24 Hour Jjimjilbang,Shops and Service,Spa,126.55952415723188,37.48575897736871,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘달빛로,70,1875-12,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||찜질방",False
49284,49285,4456516,교동목욕탕,강화교동목욕탕,Gyodong Bath,Shops and Service,Spa,126.28366319999962,37.78247159999991,대한민국,KOR,KOR,인천광역시,강화군,,교동면,대룡리,대룡안길45번길,26,544-5,2018-10-22 22:22:21,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
50951,50952,111866,태영화산석사우나,화산석불가마,Taehwasan Seok Sauna,Shops and Service,Spa,126.65491899999996,37.428035999999786,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,비류대로,184,284-3,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
51887,51888,3652708,조선시대한증막,,Joseon Dynasty Korean steam room,Shops and Service,Spa,126.29242799960925,37.78314510016461,대한민국,KOR,KOR,인천광역시,강화군,,교동면,고구리,교동동로471번길,6-62,산233,2022-08-04 10:04:43,"쇼핑,편의||목욕,찜질||찜질방",False
52491,52492,1870606,삼성사우나,,Samsung Sauna,Shops and Service,Spa,126.69035659812992,37.448566134365294,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,740,1572-19,2022-09-06 15:18:26,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
52653,52654,27131909,백석참숯가마,,Baekseok charcoal kiln,Shops and Service,Spa,126.6699718735019,37.584571886449325,대한민국,KOR,KOR,인천광역시,서구,,백석동,,드림로209번길,69,85,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
52689,52690,1851791,문화불한증막사우나,,Culture Bulhan Steam Barak Sauna,Shops and Service,Spa,126.63780099999993,37.47336699999981,대한민국,KOR,KOR,인천광역시,동구,,금곡동,,송림로,24,33-2,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||찜질방",False
55743,55744,5762266,마당 황토 불가마,마당불가마,yard loess kiln,Shops and Service,Spa,126.76283600045896,37.44571810119746,대한민국,KOR,KOR,인천광역시,남동구,,운연동,,만의골로,3-10,11-8,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
56385,56386,1854618,아이플렉스한증막24시,아이플렉스24시한증막,iplex steam room 24 hours,Shops and Service,Spa,126.72320099999996,37.40149999999977,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로123번길,17,632-2,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
57569,57570,3931547,선수촌사우나,선수촌사우나,Athletes Village Sauna,Shops and Service,Spa,126.70704899999996,37.4432464999998,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,남동대로,684,1178-2,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||찜질방",False
58179,58180,1270509,대산사우나,대산불가마사우나,Daesan Sauna,Shops and Service,Spa,126.71688773181089,37.527624878504405,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,새벌로,120,196-6,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
59059,59060,5684987,청라스파렉스,스파렉스,Cheongna Sparex,Shops and Service,Spa,126.64643523803787,37.53210628362879,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라커낼로260번길,15,158-2,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
59339,59340,964344,휴랜24시사우나,휴랜사우나,Huran 24 hour sauna,Shops and Service,Spa,126.73548429999998,37.5046475999998,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,충선로,191,477-3,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
60073,60074,1870749,금강불가마사우나,금강24시사우나,Geumgang Bulgamasa Sauna,Shops and Service,Spa,126.73838999999997,37.5275809999998,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,효서로,380,594-7,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||찜질방",False
60883,60884,700487,무한보석사우나,무한사우나,infinite gem sauna,Shops and Service,Spa,126.67077799999996,37.51017069999981,대한민국,KOR,KOR,인천광역시,서구,,석남동,,신석로,79,477,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
63406,63407,2147364,경인목욕탕,경인대중탕,Gyeongin Bath,Shops and Service,Spa,126.7046217713179,37.46520160253127,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경인로,601,250-6,2019-11-14 0:00:00,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
64709,64710,1258979,한일사우나,,Hanil Sauna,Shops and Service,Spa,126.67528598578788,37.44564505320466,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,신기길58번길,26,1335-6,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
66458,66459,1256997,아주목욕탕,,Ajou Bath,Shops and Service,Spa,126.66941249999996,37.404607099999765,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,먼우금로63번길,13,942,2022-05-02 21:16:34,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
68915,68916,20379371,정운대중탕,,Jungwoon Daejungtang,Shops and Service,Spa,126.73701579087594,37.54433412488642,대한민국,KOR,KOR,인천광역시,계양구,,임학동,,장제로863번길,37,68-8,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
69412,69413,2154522,일신목욕탕,일신목욕탕,Ilshin Bath,Shops and Service,Spa,126.66803499087489,37.46795068283638,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,석정로,294,137-1,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
71150,71151,5456164,오남사우나,,onam Sauna,Shops and Service,Spa,126.7128959999999,37.502099599999774,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,부영로189번길,51,281-5,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||찜질방",False
73923,73924,4337354,웰빙사우나,웰빙사우나,well-being sauna,Shops and Service,Spa,126.72808399999998,37.4571748999998,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만경로28번길,24,878,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
74958,74959,1259428,관교목욕탕,,Gwangyo Bath,Shops and Service,Spa,126.69062881840988,37.445696616216274,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,경원대로712번길,6-15,472-9,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
75124,75125,415465,세경 스포츠 사우나,세경월드사우나,Sekyung Sports Sauna,Shops and Service,Spa,126.68411679999991,37.416675299999774,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,새말로,134,578-1,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
75672,75673,1266950,도두리사우나,,Doduri Sauna,Shops and Service,Spa,126.74149687805294,37.53422077751551,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,용종로,2,1086-2,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
76201,76202,201806,롯데힐24시불한증막,롯데힐이십사시불한증막,Lotte Hill 24 Hour Korean Steam Room,Shops and Service,Spa,126.71967419259695,37.45565152541239,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,818,1264,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
76347,76348,1263963,서광사우나,,Seogwang Sauna,Shops and Service,Spa,126.73956822179095,37.44331869311806,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승남로,66,1039-2,2019-11-14 23:28:26,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
76860,76861,4337938,미주여성전용사우나,미주사우나,American women-only sauna,Shops and Service,Spa,126.68343949999996,37.49676479999981,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,건지로,375,89-2,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
77164,77165,2615943,보석자수정해수탕,,Jewel Amethyst Sea Water Soup,Shops and Service,Spa,126.63539109999992,37.4498161999998,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬서로10번길,31,627-275,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
77475,77476,2597456,대왕목욕탕,,Daewang bath,Shops and Service,Spa,126.64966782998584,37.46884344248587,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,석정로,129,105-6,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
78458,78459,1254075,돌고래목욕탕,,Dolphin Bath,Shops and Service,Spa,126.69290889869988,37.40681716563656,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,은청로,4-19,631,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
78530,78531,331937,아쿠아녹주불가마사우나,아쿠아녹주사우나,Aqua Green Juice Bulga Masa Sauna,Shops and Service,Spa,126.67510309999996,37.54294039999982,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,심곡로49번길,7,252-6,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
79651,79652,1257476,부용목욕탕,,bouyong bath,Shops and Service,Spa,126.63703000472783,37.46484366190787,대한민국,KOR,KOR,인천광역시,중구,,신흥동3가,,도원로8번길,14,11-25,2020-01-14 23:43:26,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
80231,80232,1255670,하와이불한증막,하와이한증막,hawaii steam room,Shops and Service,Spa,126.64331569999995,37.423823999999776,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,능허대로79번길,30,626,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||찜질방",False
80292,80293,601719,훼밀리24시불한증막사우나,훼밀리사우나,Family 24-hour steam room sauna,Shops and Service,Spa,126.73703299999998,37.545316999999834,대한민국,KOR,KOR,인천광역시,계양구,,임학동,,임학동로,38,67,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||찜질방",False
80355,80356,1871285,선학스파24시불한증막사우나,선학24시사우나,Seonhak Spa 24 hours steam room sauna,Shops and Service,Spa,126.69939600000286,37.42579899999936,대한민국,KOR,KOR,인천광역시,연수구,,선학동,,선학로,101,352,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕,찜질-일반",False
80461,80462,1263525,만수대중사우나,만수사우나,Mansudae Middle Sauna,Shops and Service,Spa,126.73171678475596,37.45012458357669,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,하촌로,26,967-8,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
85691,85692,1274320,터미널대중사우나,터미널사우나,Terminal public sauna,Shops and Service,Spa,126.49067169999952,37.739787599999765,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,남산리,중앙로,43,222,2021-12-23 15:49:18,"쇼핑,편의||목욕,찜질||찜질방",False
87630,87631,1869791,유성목욕탕,,Yuseong Bath,Shops and Service,Spa,126.48360300000168,37.74719700000334,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,신문리,강화대로,431,238-2,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
89931,89932,3440564,에펠사우나,,Eiffel Sauna,Shops and Service,Spa,126.72235537043593,37.541161430504914,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,193,942-24,2022-08-12 13:15:03,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
90915,90916,1032318,로얄보석사우나,로얄보석사우나,Royal Jewel Sauna,Shops and Service,Spa,126.68336062666197,37.567973576353936,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,587,510-5,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
93461,93462,20072515,수봉목욕탕,,Subong Bath,Shops and Service,Spa,126.65780225850273,37.462135755452216,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,수봉로,49,22-1,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
94639,94640,306600,삼화목욕탕,,Samhwa Bath,Shops and Service,Spa,126.48069929999984,37.748404699999895,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,관청리,송악길,6,884-11,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
96107,96108,20481387,경동목욕탕,,Gyeongdong Bath,Shops and Service,Spa,126.62988277152093,37.4717327591223,대한민국,KOR,KOR,인천광역시,중구,,경동,,우현로50번길,21,240-27,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
96260,96261,1252449,대청목욕탕,,Daecheong Bath,Shops and Service,Spa,124.70721211965846,37.83961476414353,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,대청리,대청북로,55-1,469-16,2019-08-02 23:02:22,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
96645,96646,542024,진부령한증막,,Jinbu-ryeong Korean steam room,Shops and Service,Spa,126.65466969999989,37.41535829999977,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,청량로97번길,41,820-1,2022-08-18 12:00:50,"쇼핑,편의||목욕,찜질||찜질방",False
98422,98423,1264968,광천대중탕,광천사우나,Gwangcheon public bath,Shops and Service,Spa,126.7168483311589,37.43006815211957,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,호구포로535번길,24,279-11,2022-08-24 14:41:06,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
99184,99185,2606460,신동아황토여성전용사우나,,Shindong-Ahwangto Women's Sauna,Shops and Service,Spa,126.67561741818288,37.438535506432274,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,251,663-3,2019-11-14 23:29:27,"쇼핑,편의||목욕,찜질||목욕탕,사우나",False
100684,100685,1256953,제일사우나,,Cheil Sauna,Shops and Service,Spa,126.62304449999992,37.4726707999998,대한민국,KOR,KOR,인천광역시,중구,,관동2가,,신포로27번길,44,8-3,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
100811,100812,1253560,스파렉스,,sparex,Shops and Service,Spa,126.66757499999989,37.597932099999824,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,70,999-4,2022-05-01 12:37:48,"쇼핑,편의||목욕,찜질||찜질방",False
101010,101011,5707366,강산불한증막,강산한증막,strong acid fire,Shops and Service,Spa,126.49853739999983,37.72353679999989,대한민국,KOR,KOR,인천광역시,강화군,,선원면,신정리,선원사지로142번길,20,572-15,2022-08-16 16:52:33,"쇼핑,편의||목욕,찜질||찜질방",False
