,name,name_eng,problems,category,subcategory
62827,남동새마을금고 주원지점,Namdong Saemaul Geumgo Juwon Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
64337,신한은행 인천대학교출장소,Shinhan Bank Incheon University Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
66481,남인천새마을금고 중앙지점,Namincheon Saemaul Geumgo Jungang Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
66988,IBK기업은행 남동인더스파크,IBK Industrial Bank Namdong Indus Park,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
67333,새마을금고중앙회 인천지역본부,Saemaul Geumgo Federation Incheon Regional Headquarters,"('중앙', 'Jungang')",Shops and Service,Bank
68612,학익새마을금고 본점,Hakik Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
69094,서해새마을금고 본점,Seohae Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
69603,석바위새마을금고 본점,Seokbawi Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
69865,만수새마을금고 담방지점,Mansu Saemaul Geumgo Dambang Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
72691,미추홀새마을금고용오지점,Michuhol Saemaul Geumgoji Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
74364,신포중앙새마을금고 본점,Sinpo Jungang Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
74417,IBK기업은행 송도GCF,IBK Industrial Bank Songdo GCF,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
74448,연수새마을금고 본점,Yeonsu Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
75604,IBK기업은행 인천,IBK Industrial Bank Incheon,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
75781,구월남촌새마을금고구월지점,Guwol Namchon Saemaul Geumgo Guwol Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
77013,희망새마을금고 본점,Hope Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
77071,북인천새마을금고 두리지점,Bukincheon Saemaul Geumgo Dooji Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
77554,만수새마을금고 서창지점,Mansu Saemaul Geumgo Seochang Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
78292,인주새마을금고 석바위지점,Inju Saemaul Geumgo Seokbawi Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
78394,한마음새마을금고 본점,Hanmaeum Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
78995,인주새마을금고 만월점,Inju Saemaul Geumgo Manwol Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
80487,산곡십정새마을금고,Sangok Sipjeong Saemaul Geumgo,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
81870,IBK기업은행 인천서부산단,IBK Industrial Bank Incheon West Industrial Complex,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
82816,우리은행 송도POSCO 출장소,Woori Bank Songdo POSCO Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
83002,정서진새마을금고 석남지점,Incheon West Saemaul Geumgo  Seoknam Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
83189,IBK기업은행 검단,IBK Industrial Bank Geomdan,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
84829,신포중앙새마을금고 중앙지점,Sinpo Jungang Saemaul Geumgo Jungang Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
85309,IBK기업은행 계양,IBK Industrial Bank Gyeyang,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
85407,서일새마을금고 본점,Seoil Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
85714,용일새마을금고 본점,Yongil Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
85809,신성새마을금고동부지점,Shinsung Saemaul Geumgo East Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
87897,NH농협은행 송도금융센터,NH Nonghyup Bank Songdo Branch,"('센터', 'Center')",Shops and Service,Bank
88237,계양새마을금고 용종점,Gyeyang Saemaul Geumgo Yongjong Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
88661,IBK기업은행 가좌공단,IBK Industrial Bank Gajwa Industrial Complex,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
90685,부평남부새마을금고 본점,Bupyeong Nambu Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
91856,부평중앙새마을금고 본점,Bupyeong Central Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
91998,계산새마을금고 본점,Gyesan Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
92796,희망새마을금고서흥지점,Hope Saemaul Geumgo Seoheung Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
93534,IBK기업은행 인천항,IBK Industrial Bank of Incheon Port,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
93830,산곡십정새마을금고 십정지점,Sangok Sipjeong Saemaeul Geumgo Sipjeong Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
94042,IBK기업은행 송도테크노파크,IBK Industrial Bank Songdo Technopark,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
94954,도화2동새마을금고 도화역점,Dohwa 2-dong Saemaeul Geumgo Dohwa Station Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
95728,상인천MG새마을금고 본점,Sangincheon MG Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
97088,효성새마을금고 본점,Hyosung Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
97184,IBK기업은행 주안공단희망,IBK Industrial Bank Juan Industrial Complex Hope,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
98082,청천새마을금고 본점,Cheongcheon Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
98116,IBK기업은행 인천논현,IBK Industrial Bank Incheon Nonhyeon,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
99293,연수새마을금고연수지점,Yeonsu Saemaul Geumgo Training Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
99354,우리은행 인천국제공항운서동 출장소,Woori Bank Incheon International Airport Unseo-dong Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
100587,계양새마을금고중앙지점,Gyeyang Saemaul Geumgo Central Branch,"('중앙', 'Jungang')",Shops and Service,Bank
100756,부일새마을금고동아지점,Buil Saemaul Geumgo Donga Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
101384,IBK기업은행 구월동,IBK Industrial Bank Guwol-dong,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
101575,온누리새마을금고 본점,Onnuri Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
101823,송림새마을금고 본점,Songlim Saemaeul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
101927,신한은행 인천국제공항공사출장소,Shinhan Bank Incheon International Airport Corporation Branch Office,"('출장소', 'Convenience Branch')",Shops and Service,Bank
102633,부평새마을금고 갈산1동지점,Bupyeong Saemaul Geumgo Galsan 1-dong Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
105652,남인천새마을금고 본점,Namincheon Saemaeul Bank Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
105670,IBK기업은행 청천동,IBK Industrial Bank Cheongcheon-dong,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
106744,IBK기업은행 석암지점,IBK Industrial Bank Seokam,"('지점', 'Branch')",Shops and Service,Bank
107085,송화새마을금고 본점,Songhwa Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
107953,영종새마을금고 본점,Yeongjong Saemaul Geumgo Head Office,"('본점', 'Main Branch')",Shops and Service,Bank
108015,연수새마을금고 동춘점,Yeonsu Saemaul Geumgo Dongchun Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
109169,화도진새마을금고 만석동점,Hwadojin Saemaeul Geumgo Manseok-dong,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
109218,학익새마을금고 1지점,Hakik Saemaul Geumgo 1 Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
110801,모아저축은행본점,Moa Savings Bank Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
111377,주안동신기새마을금고 본점,Juan Dongshin Ki Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
111656,부평남부새마을금고 동수지점,Bupyeong Nambu Saemaul Geumgo Dongsu Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
111722,용일새마을금고 용남점,Yongil Saemaul Geumgo Yongnam Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
112153,북인천새마을금고 본점,Bukincheon Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
114246,KB국민은행 연수중앙,KB Kookmin Bank Yeonsu Central,"('중앙', 'Jungang')",Shops and Service,Bank
114356,KB국민은행 인천원당,"KB Kookmin Bank per 1,000 won","('인천', 'Incheon')",Shops and Service,Bank
114801,IBK기업은행 인천서구청역,IBK Industrial Bank Incheon Seo-gu Office Station,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
114872,IBK기업은행 주안,IBK Industrial Bank of Korea,"('주안', 'Juan')",Shops and Service,Bank
115134,산곡새마을금고 산곡4동지점,Sangok 2.4-dong Saemaul Geumgo 3rd Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
115210,부평새마을금고 갈산2동지점,Bupyeong Saemaul Geumgogalsan 2-dong Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
116329,화도진새마을금고 본점,Hwadojin Saemaul Geumgo Main Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
116867,산곡새마을금고 산곡2동지점,Sangok 2.4-dong Saemaul Geumgo 2,"('지점', 'Branch')",Shops and Service,Bank
116913,부평제일새마을금고 산곡지점,Bupyeong Jeil Saemaul Geumgo Sangok Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
118241,청천새마을금고 금호지점,Cheongcheon Saemaul Geumgo Geumho Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
120462,관교문학동새마을금고 본점,Gwangyo Munhak-dong Saemaeul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
120826,산곡새마을금고 본점,Sangok 2.4-dong Saemaul Geumgo  Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
121250,하나은행 인천공항신도시출장소,Hana Bank Incheon Airport New City Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
122327,우리은행 인천성모병원 출장소,Woori Bank Incheon St. Mary's Hospital Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
122824,구월남촌새마을금고 본점,Guwol Namchon Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
123638,IBK기업은행 송도,IBK Industrial Bank Songdo,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
124597,효성새마을금고샛별지점,Hyosung Saemaul Geumgo Saetbyeol Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
124951,신한은행 인천공항신도시출장소,Shinhan Bank Incheon Airport New City Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
125356,신선새마을금고 본점,Shinseon Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
126851,청천새마을금고대우지점,Cheongcheon Saemaul Geumgo Daewoo Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
127915,신성새마을금고 본점,Shinsung Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
128150,IBK기업은행 남동중앙,IBK Industrial Bank Southeast Central,"('남동', 'Namdong')",Shops and Service,Bank
128582,신한은행 인천중앙금융센터,Shinhan Bank  Incheon Central Financial Center Branch,"('중앙', 'Jungang')",Shops and Service,Bank
129309,새인천새마을금고 새인천점,Saeincheon Saemaul Geumgo Saeincheon Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
130801,IBK기업은행 주안공단사랑,IBK Industrial Bank Juan Industrial Complex Love,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
131883,서인천새마을금고 완정지점,Seoincheon Saemaul Geumgo Wanji Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
131898,전북은행 부평지점,Jeonbuk Bank Bupyeong Retail Finance Center,"('지점', 'Branch')",Shops and Service,Bank
132019,송북새마을금고 본점,Songbuk Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
133715,부평중앙새마을금고 신트리지점,Bupyeong Jungang Saemaul Geumgo Sintri Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
133749,만수새마을금고 하촌지점,Mansu Saemaul Geumgo Hachon Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
135268,정서진새마을금고 신현지점,Incheon West Saemaul Geumgo Shinhyeon Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
135736,효성새마을금고남지점,Hyosung Saemaul Geumgo Nam Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
136350,IBK기업은행 검단산업단지,IBK Industrial Bank Geomdan Industrial Complex,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
136589,NH농협은행 인천시교육청출장소,NH Nonghyup Bank Incheon City Office of Education Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
137680,서해새마을금고 제1지점,Seohae Saemaul Geumgo 1 Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
138525,남동새마을금고 본점,Namdong Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
138826,부일새마을금고 부개지점,Buil Saemaul Geumgo Bugae Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
138885,신성새마을금고 동암지점,Shinsung Saemaul Geumgo Dongam Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
139215,인천저축은행 본점,Incheon Savings Bank  Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
139265,IBK기업은행 남동공단WM센터,IBK Industrial Bank Namdong Industrial Complex WM Center,"('기업은행', 'Industrial Bank of Korea')",Shops and Service,Bank
140081,신한은행 미추홀타워출장소,Shinhan Bank Michuhol Tower Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
140466,부평중앙새마을금고 부평시장지점,Bupyeong Central Saemaul Geumgo Bupyeong Market Branch,"('중앙', 'Jungang')",Shops and Service,Bank
141977,서해새마을금고 제2점,Seohae Saemaeul Geumgo 2,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
142186,정서진새마을금고 가정지점,Jeongseojin Saemaul Geumgo Home Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
142317,계양새마을금고가현지점,Gyeyang Saemaul Geumgo Gahyeon Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
142769,인성저축은행본점,Inseong Savings Bank Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
142824,만수새마을금고 구월지점,Mansu Saemaul Geumgo Guwol Branch,"('새마을금고', 'MG Community Credit Cooperatives')",Shops and Service,Bank
143425,제물포새마을금고 본점,Jemulpo Saemaeul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
143660,숭의새마을금고 본점,Soongui Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
144318,하나은행 동춘동출장소,Hana Bank Dongchun-dong Branch,"('출장소', 'Convenience Branch')",Shops and Service,Bank
145304,우리은행 부평중앙지점,Woori Bank Bupyeong Central Branch,"('중앙', 'Jungang')",Shops and Service,Bank
147101,부일새마을금고 본점,Buil Saemaul Geumgo Headquarters,"('본점', 'Main Branch')",Shops and Service,Bank
