,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
105998,105999,4325798,마루메밀 용현점,,Maru Buckwheat Yonghyeon Branch,Shops and Service,Food and Beverage Shop,126.6548227734069,37.45600105582567,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인주대로,162,451-65,2022-08-16 16:52:33,음식||뷔페||종합뷔페||종합뷔페-일반,False
108058,108059,4347657,홍익고기부페,,Hongik Meat Buffet,Shops and Service,Food and Beverage Shop,126.65104653750556,37.41790305946776,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,인권로,2,550-3,2022-05-01 12:37:48,음식||뷔페||고기뷔페||고기뷔페-일반,False
113473,113474,20014173,오라카이 송도파크호텔 레벨 19 뷔페 레스토랑,,Orakai Songdo Park Hotel Level 19 Buffet Restaurant,Shops and Service,Food and Beverage Shop,126.6407909999999,37.388133999999766,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,테크노파크로,151,93-1,,음식||뷔페||종합뷔페||종합뷔페-일반,False
114404,114405,20020501,돌꼭지한식부페검단산업단지점,,Dolkop Korean Buffet Geomdan Industrial Complex Branch,Shops and Service,Food and Beverage Shop,126.61529052770784,37.59333557463452,대한민국,KOR,KOR,인천광역시,서구,,오류동,,원당대로,109,1657-12,2022-05-01 12:37:48,음식||뷔페||종합뷔페||종합뷔페-일반,False
116848,116849,27228033,토지한식부페,,Toji Korean Buffet,Shops and Service,Food and Beverage Shop,126.66693530626092,37.47790918580208,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,방축로,212,765-2,2022-05-01 12:37:48,음식||뷔페||종합뷔페||종합뷔페-일반,False
120227,120228,27100982,인푸드웨딩,,in-food wedding,Shops and Service,Food and Beverage Shop,126.72427518162092,37.460060510946896,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로,225,898-1,2022-05-01 12:37:48,음식||뷔페||종합뷔페||종합뷔페-일반,False
125259,125260,27184894,남광보리밥뷔페,,Namkwang Barley Rice Buffet,Shops and Service,Food and Beverage Shop,126.72070672338889,37.5192654412188,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,부평대로,301,440-4,2022-08-12 13:15:03,음식||뷔페||종합뷔페||종합뷔페-일반,False
129947,129948,5453334,고기탐험대 무한리필 주안점,,Meat Exploration Team All-you-can-eat Main Point,Shops and Service,Food and Beverage Shop,126.6837131887889,37.46634174287048,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,석정로,432,23-36,2022-08-12 13:15:03,음식||뷔페||고기뷔페||고기뷔페-일반,False
137167,137168,27184101,그랜드팰리스호텔 딕시,,Grand Palace Hotel Dixie,Shops and Service,Food and Beverage Shop,126.70921139985693,37.402062901153954,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,호구포로,211,647-5,2022-05-01 12:37:48,음식||뷔페||종합뷔페||종합뷔페-일반,False
140344,140345,27068196,무한리필숯불갈비 주안점,,All-you-can-eat charcoal grilled ribs,Shops and Service,Food and Beverage Shop,126.67816931313388,37.465727501312365,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,염창로,38,29-1,2022-05-01 12:37:48,음식||뷔페||고기뷔페||고기뷔페-일반,False
140832,140833,20080303,그랜드하얏트인천 그랜드카페,,Grand Hyatt Incheon Grand Cafe,Shops and Service,Food and Beverage Shop,126.4561609999998,37.4398524999998,대한민국,KOR,KOR,인천광역시,중구,,운서동,,영종해안남로321번길,190,2850-8,,음식||뷔페||종합뷔페||종합뷔페-일반,False
141060,141061,4346753,더플라워뷔페,,The Flower Buffet,Shops and Service,Food and Beverage Shop,126.73459200171696,37.533758138525606,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,장제로,738,899-1,2022-05-01 12:37:48,음식||뷔페||종합뷔페||종합뷔페-일반,False
147028,147029,27179177,파티프라임부페,,Party Prime Buffet,Shops and Service,Food and Beverage Shop,126.6890978792439,37.460045003571565,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,865,989-5,2022-08-18 12:00:50,음식||뷔페||종합뷔페||종합뷔페-일반,False
