,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
31312,31313,836303,숭의평화예술시장,숭의예술시장,Sungui Peace Art Market,Shops and Service,Market,126.64616249969593,37.46639289981138,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,,,124-38,2022-08-04 10:04:43,"쇼핑,편의||종합판매점||시장||시장-일반",False
31409,31410,586852,신흥시장,,Emerging Markets,Shops and Service,Market,126.63657269999992,37.46643979999939,대한민국,KOR,KOR,인천광역시,중구,,선화동,,,,30-5,2022-08-04 10:04:43,"쇼핑,편의||종합판매점||시장||전통시장",False
31897,31898,1253943,백령시장,,Baengnyeong Market,Shops and Service,Market,124.71771250039593,37.97155959993402,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,,,703-58,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
33043,33044,182156,정서진중앙시장,중앙시장,Jeongseojin Central Market,Shops and Service,Market,126.67495441944196,37.518722680046416,대한민국,KOR,KOR,인천광역시,서구,,가정동,,,,576,2022-05-23 11:08:19,"쇼핑,편의||종합판매점||시장||시장-일반",False
34770,34771,1850892,송현시장,송현자유시장,Songhyeon Market,Shops and Service,Market,126.63417581031791,37.47669887030939,대한민국,KOR,KOR,인천광역시,동구,,송현동,,,,108,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
35246,35247,3485742,삼산시장,,Samsan Market,Shops and Service,Market,126.73759899995996,37.519763999764606,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,,,310-65,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
35428,35429,20427515,제물포시장,,Jemulpo Market,Shops and Service,Market,126.65735784505192,37.463104732298966,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,,,27-58,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
36970,36971,506008,강화중앙시장,중앙시장,Ganghwa Central Market,Shops and Service,Market,126.4840418995607,37.747413100091435,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,관청리,강화대로,430,523-3,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
37737,37738,1274458,강화풍물시장,풍물시장,Ganghwa Folk Flea Market,Shops and Service,Market,126.49268844000484,37.74151028000319,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,갑곳리,중앙로,17-9,849,2022-08-18 12:00:50,"쇼핑,편의||종합판매점||시장||문화관광형시장",False
37891,37892,790338,제일시장,,Jeil Market,Shops and Service,Market,126.67298680023596,37.45937640033341,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,,,430-3,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||전통시장",False
38868,38869,20427514,연수송도역전시장,,Yeonsu Songdo Station Exhibition Center,Shops and Service,Market,126.65774887482289,37.426558884527054,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,,,308-36,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
44193,44194,6476782,구월농산물도매시장(구),,Guwol Agricultural Products Wholesale Market (Old),Shops and Service,Market,126.7037574799398,37.44207120466178,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,남동대로,671,1446,2020-05-19 15:11:51,"쇼핑,편의||종합판매점||시장||시장-일반",False
44322,44323,3485737,진흥종합시장,,Jinheung General Market,Shops and Service,Market,126.72677514103192,37.496931838090006,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로304번길,27,252-35,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
54343,54344,377944,만수시장,,Mansu Market,Shops and Service,Market,126.73203569972598,37.4602040997886,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로37번길,1-1,989-6,2022-08-30 9:43:30,"쇼핑,편의||종합판매점||시장||시장-일반",False
54448,54449,993681,수인곡물시장,,Suin Grain Market,Shops and Service,Market,126.63466880044984,37.46379269967997,대한민국,KOR,KOR,인천광역시,중구,,신흥동3가,,인중로,63,7-8,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
55855,55856,693687,용일시장,,Yongil Market,Shops and Service,Market,126.65724345035488,37.45480788780368,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인주대로174번길,24,141-74,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
59405,59406,1255861,송월시장,,Songwol Market,Shops and Service,Market,126.62071249977484,37.47978460035587,대한민국,KOR,KOR,인천광역시,중구,,송월동1가,,참외전로13번길,7-14,14-1,2022-05-18 1:18:38,"쇼핑,편의||종합판매점||시장||시장-일반",False
59645,59646,828220,인천남부종합시장,남부시장,Incheon Nambu General Market,Shops and Service,Market,126.67860672996495,37.44746515042898,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,,,1315-9,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
62624,62625,237399,중앙시장,동인천중앙시장,central market,Shops and Service,Market,126.63446320810591,37.47423295771961,대한민국,KOR,KOR,인천광역시,동구,,송현동,,,,110-25,2022-08-04 10:04:43,"쇼핑,편의||종합판매점||시장||시장-일반",False
63001,63002,734443,송도 역전시장,송도역시장,Songdo Station Exhibition Market,Shops and Service,Market,126.65772500046688,37.427284601245454,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,,,607-3,2019-03-18 21:32:42,"쇼핑,편의||종합판매점||시장||전통시장",False
63057,63058,1263798,남촌시장,,Namchon Market,Shops and Service,Market,126.71618749968992,37.43165129961549,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,남촌동로,23-1,330-31,2022-08-02 16:47:12,"쇼핑,편의||종합판매점||시장||시장-일반",False
63520,63521,20427508,도깨비시장,,goblin market,Shops and Service,Market,126.70104183652892,37.51342187615798,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,세월천로,76-1,55-7,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
64204,64205,459898,신포국제시장,신포시장,Sinpo International Market,Shops and Service,Market,126.62722274047891,37.471420040375484,대한민국,KOR,KOR,인천광역시,중구,,신포동,,,,6-6,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
64974,64975,3485739,부일종합시장,부일시장,Buil General Market,Shops and Service,Market,126.74330638720495,37.48473041500529,대한민국,KOR,KOR,인천광역시,부평구,,일신동,,경인로1118번길,14-7,107,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
66543,66544,961489,부개종합시장,부개시장,Bugae General Market,Shops and Service,Market,126.73923399999998,37.5043143999998,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,부개로,71-12,496-16,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
68678,68679,374285,주안시장,,Juan Market,Shops and Service,Market,126.68333689987492,37.45701190041318,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,,,435-21,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
68818,68819,495426,석바위시장,,Seokbawi Market,Shops and Service,Market,126.69273549979788,37.46014700133098,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로485번길,17-1,922-6,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||전통시장",False
70786,70787,3485738,부평깡시장,깡시장,Bupyeong Candy Market,Shops and Service,Market,126.72678889999997,37.4965942999998,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로316번길,37,252-30,2022-08-08 10:29:42,"쇼핑,편의||종합판매점||시장||시장-일반",False
71699,71700,20430059,송현자유시장,,Songhyeon Free Market,Shops and Service,Market,126.63332347649424,37.47588158566456,대한민국,KOR,KOR,인천광역시,동구,,송현동,,화도진로43번길,9-1,100-159,2021-01-26 17:59:38,"쇼핑,편의||종합판매점||시장||시장-일반",False
73220,73221,1852751,현대시장,,modern market,Shops and Service,Market,126.64551249952883,37.476501299837466,대한민국,KOR,KOR,인천광역시,동구,,송림동,,,,30,2022-08-18 12:00:50,"쇼핑,편의||종합판매점||시장||시장-일반",False
80535,80536,1256747,화수자유시장,화수시장,Hwasu Free Market,Shops and Service,Market,126.62832499994184,37.4801346001695,대한민국,KOR,KOR,인천광역시,동구,,화수동,,운교로13번길,5,287-106,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
80604,80605,20443786,강화버스터미널시장,,Ganghwa Bus Terminal Market,Shops and Service,Market,126.4904373156877,37.73982176362694,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,남산리,중앙로,43,222,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||전통시장",False
82074,82075,130638,강남시장,,Gangnam Market,Shops and Service,Market,126.67192100035288,37.51225000032519,대한민국,KOR,KOR,인천광역시,서구,,석남동,,,,595,2022-08-18 12:00:50,"쇼핑,편의||종합판매점||시장||시장-일반",False
82460,82461,474369,인천종합어시장,인천어시장,Incheon Fish Market,Shops and Service,Market,126.60649638559892,37.4541362206304,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,연안부두로33번길,37,27-69,2022-08-18 12:00:50,"쇼핑,편의||종합판매점||시장||수산시장",False
83061,83062,988823,인천모래내시장,,Incheon Sand Nae Market,Shops and Service,Market,126.72149119999996,37.45420049999979,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로810번길,42-8,1263-5,2022-08-18 12:00:50,"쇼핑,편의||종합판매점||시장||시장-일반",False
84287,84288,5724070,영남어시장,,Yeongnam Fish Market,Shops and Service,Market,126.73959072866295,37.39852269210306,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,포구로,2-24,111-431,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
84500,84501,883110,가좌시장,,Gajwa Market,Shops and Service,Market,126.68371969972388,37.49420589997511,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,,,30-59,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
88266,88267,974687,숭의청과물시장,,Sungui Fruit and Vegetable Market,Shops and Service,Market,126.64700650042685,37.46764280100447,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,석정로102번길,10,81-9,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
98122,98123,2822087,교동대룡리시장,교동도대룡시장,Gyodong Daeryongni Market,Shops and Service,Market,126.2809695997482,37.780330201283206,대한민국,KOR,KOR,인천광역시,강화군,,교동면,대룡리,교동남로,35,573,2021-12-23 15:49:18,"쇼핑,편의||종합판매점||시장||시장-일반",False
101289,101290,530866,구월시장,,Guwol Market,Shops and Service,Market,126.72009361947592,37.45273308000577,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,,,1323-4,2022-08-18 12:00:50,"쇼핑,편의||종합판매점||시장||시장-일반",False
101365,101366,1033366,용현시장,,Yonghyeon Market,Shops and Service,Market,126.65176328999996,37.457873239999394,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인주대로153번길,39,492-34,2022-08-08 10:29:42,"쇼핑,편의||종합판매점||시장||문화관광형시장",False
103985,103986,625530,계양산전통시장,병방시장,Gyeyangsan Traditional Market,Shops and Service,Market,126.74073919999996,37.548174699999805,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,계양산로215번길,10,413,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
111500,111501,3898544,영종관광어시장,영종어시장,Yeongjong Tourist Fish Market,Shops and Service,Market,126.58181431035278,37.491546253157274,대한민국,KOR,KOR,인천광역시,중구,,중산동,,은하수로,3,1954-2,2022-09-22 0:00:00,"쇼핑,편의||종합판매점||시장||수산시장",False
117690,117691,373085,공단종합시장,공단시장,Industrial Complex Market,Shops and Service,Market,126.68008365904588,37.467226510323385,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,석정로,399,15-43,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
118590,118591,27368563,학익시장,,Hakik Market,Shops and Service,Market,126.66535709855894,37.44342518894428,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,,,268-2,2022-07-13 13:54:25,"쇼핑,편의||종합판매점||시장||시장-일반",False
120294,120295,460059,십정종합시장,십정시장,Sipjeong General Market,Shops and Service,Market,126.69576399999988,37.473357199999775,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,,,371,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
122218,122219,17073917,통일종합시장,,Tongil Market,Shops and Service,Market,126.67843186891687,37.44906187113418,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로267번길,14,1461-4,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
122300,122301,96094,계산전통시장,계산시장,Gyesan Traditional Market,Shops and Service,Market,126.72451793020592,37.539318190299205,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,,,1040,2022-08-08 10:29:42,"쇼핑,편의||종합판매점||시장||전통시장",False
122985,122986,156940,간석종합시장,간석시장,Ganseok Market,Shops and Service,Market,126.69804075508036,37.46736864926998,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석정로565번길,20-4,611-8,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
127582,127583,20430057,갈산시장,,Galsan Market,Shops and Service,Market,126.72788995615772,37.51844874417641,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,,,62-8,2021-02-02 12:59:38,"쇼핑,편의||종합판매점||시장||전통시장",False
128647,128648,3555196,남촌농산물도매시장,남촌농산물시장,Namchon Agricultural Products Wholesale Market,Shops and Service,Market,126.72057179999997,37.42366719999978,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,남촌시장로,20,652,2022-08-18 12:00:50,"쇼핑,편의||종합판매점||시장||시장-일반",False
129035,129036,429002,신기시장,,new market,Shops and Service,Market,126.67751673972894,37.446825850247286,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,,,1340-60,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||문화관광형시장",False
132007,132008,3128752,소래원조젓갈상가,소래젓갈상가,Sorae Wonjo Salted Fish Market,Shops and Service,Market,126.739551316433,37.39873383576917,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,포구로,2-14,111-164,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||수산시장",False
135513,135514,766290,자유시장,주안자유시장,free market,Shops and Service,Market,126.67602680033788,37.45542860111425,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로326번길,71,549-1,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||전통시장",False
136900,136901,19527806,부평종합시장,부평시장,Bupyeong General Market,Shops and Service,Market,126.72663809999997,37.4965074999998,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로316번길,38-3,360-1,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||전통시장",False
137537,137538,1170615,청과부평시장,,Fruits and Vegetables Bupyeong Market,Shops and Service,Market,126.72614419995892,37.4969377997726,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로304번길,27,252-35,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||시장-일반",False
140126,140127,1251982,농산물시장,,agricultural market,Shops and Service,Market,126.64581642197888,37.478355005596974,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로,180,51-8,2020-01-14 23:42:17,"쇼핑,편의||종합판매점||시장||시장-일반",False
141682,141683,3128123,소래포구종합어시장,소래포구어시장,Sorae Port General Fish Market,Shops and Service,Market,126.73698000000196,37.39888199999887,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,소래역로,12,680-1,2022-05-01 12:37:48,"쇼핑,편의||종합판매점||시장||수산시장",False
142114,142115,20430058,구월도매전통시장,,Guwol Wholesale Traditional Market,Shops and Service,Market,126.70499457541194,37.44358021466168,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,,,1333-2,2021-01-26 17:59:38,"쇼핑,편의||종합판매점||시장||시장-일반",False
