,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
6819,6820,27445875,유원모바일,,Yuwon Mobile,Shops and Service,Mobile Phone Shop,126.67573805613993,37.56394507062024,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로506번길,16,611-3,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
7023,7024,27081938,리더스모바일,,Leaders Mobile,Shops and Service,Mobile Phone Shop,126.73457802534492,37.57852645476992,대한민국,KOR,KOR,인천광역시,계양구,,장기동,,장기로,25,134-9,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
7116,7117,27187178,SH모바일,,SH Mobile,Shops and Service,Mobile Phone Shop,126.64173028131685,37.5324392298943,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라루비로,76,155-7,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
7229,7230,27328783,CL모바일 본점,,CL Mobile Headquarters,Shops and Service,Mobile Phone Shop,126.7109054939649,37.594323760416025,대한민국,KOR,KOR,인천광역시,서구,,원당동,,,,산68-9,2022-08-30 9:43:30,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
7588,7589,20483330,넘버원모바일,,number one mobile,Shops and Service,Mobile Phone Shop,126.65857470186796,37.60296976786015,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로487번길,5,911-9,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
7828,7829,27428918,라이브통신,,live communication,Shops and Service,Mobile Phone Shop,126.72660980008192,37.50021570007988,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,주부토로56번길,23-5,407-9,2022-08-08 10:29:42,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
8128,8129,20476597,모바일샵,,mobile shop,Shops and Service,Mobile Phone Shop,126.67740843463893,37.49737877279849,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,가석로156번길,23,174-111,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
8654,8655,1869687,S&J정보통신,S앤J정보통신,S&J Information & Communication,Shops and Service,Mobile Phone Shop,126.67279399999993,37.54490609999981,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,승학로,250,242-4,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
8821,8822,3430985,빅뱅 정보통신 학익점,주연통신 SM점,Big Bang Information Communication Hakikjeom,Shops and Service,Mobile Phone Shop,126.6747296506729,37.439711341317775,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,473,52-5,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
8945,8946,27183246,온모바일,,on mobile,Shops and Service,Mobile Phone Shop,126.64748811555361,37.39758770881491,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,신송로,165-10,21-3,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
9259,9260,20475226,스카이텔레콤,,Sky Telecom,Shops and Service,Mobile Phone Shop,126.68562633790296,37.42551509477638,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,함박로,73-1,521-11,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
9507,9508,27553834,플렉스텔레콤,,Flex Telecom,Shops and Service,Mobile Phone Shop,126.69988920509697,37.47478962188249,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,,,375-19,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
10048,10049,27038148,상상모바일,,imaginary mobile,Shops and Service,Mobile Phone Shop,126.69401987943296,37.44859136904658,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화서로23번길,45,1382-7,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
11238,11239,20475292,알로통신,,al lo Communication,Shops and Service,Mobile Phone Shop,126.67864306417783,37.42556841411968,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,함박로,9,484-4,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
11373,11374,3457123,폰마트,,phone mart,Shops and Service,Mobile Phone Shop,126.6788400118109,37.5101543975688,대한민국,KOR,KOR,인천광역시,서구,,석남동,,서달로,130,109-82,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
11374,11375,20201357,까까동모바일,NS정보통신,Kakadong Mobile,Shops and Service,Mobile Phone Shop,126.67881568496794,37.49304578850411,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,신진말로,28,212-14,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
11479,11480,660644,휴대폰할인매장 세계정보,세계정보,Cell Phone Discount Store World Information,Shops and Service,Mobile Phone Shop,126.71099595229688,37.525479991262486,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,아나지로,171,273-92,2019-11-14 0:00:00,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
11665,11666,6230851,유신정보 가좌점,,Yushin Information Gajwa Branch,Shops and Service,Mobile Phone Shop,126.68512946994493,37.493118087409,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,장고개로337번길,16,11,2019-08-13 4:07:32,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
12008,12009,5687097,쎄븐텔레콤 주안7호,,Seven Telecom Juan 7,Shops and Service,Mobile Phone Shop,126.67918704410292,37.46712558974938,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,길파로,15,14-53,2022-08-18 12:00:50,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
12649,12650,20200600,코리아모바일존,모바일존,Korea Mobile Zone,Shops and Service,Mobile Phone Shop,126.61757162027386,37.476523271335566,대한민국,KOR,KOR,인천광역시,중구,,북성동2가,,제물량로,278,12-259,2022-05-18 1:14:04,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
13019,13020,5704253,휴대폰1번가,휴대폰일번가,cell phone number 1,Shops and Service,Mobile Phone Shop,126.71450810023887,37.464123108751984,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,백범로,322,42-4,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
13164,13165,5696832,청사단텔레콤 만수향촌점,,Cheongdan Telecom Mansuhyangchon Branch,Shops and Service,Mobile Phone Shop,126.73224735236391,37.46156570899539,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수서로,56,1117-2,2022-05-18 11:21:23,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
13271,13272,5656977,가연통신 백운점,,Gayeon Telecom Baegun Branch,Shops and Service,Mobile Phone Shop,126.71019588812288,37.4894893343246,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1266,274-93,2019-11-14 23:28:20,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
13539,13540,27061434,승승장구텔레콤 16호점,,Seungseung Janggu Telecom 16th Branch,Shops and Service,Mobile Phone Shop,126.65144769999988,37.395891099999744,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로,69,3-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
14025,14026,6070963,신화모바일,,Shinhwa Mobile,Shops and Service,Mobile Phone Shop,126.72581069999993,37.5174650999998,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,평천로,320,170-3,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
14306,14307,4336000,휴대폰아울렛,,Cell Phone Outlet,Shops and Service,Mobile Phone Shop,126.63752425805184,37.59769084326921,대한민국,KOR,KOR,인천광역시,서구,,오류동,,봉화로,50,1720-5,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
14491,14492,27048136,IMT정보통신,아이엠티정보통신,IMT Information and Communication,Shops and Service,Mobile Phone Shop,126.70368475831386,37.51274660459199,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,387,2-8,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
14842,14843,6132194,e편한모바일,,e-Pyunhan Mobile,Shops and Service,Mobile Phone Shop,126.66238736552889,37.471817477602166,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,숙골로112번길,2,1006-1,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
14943,14944,27182367,행복통신,,happy communication,Shops and Service,Mobile Phone Shop,126.62801129999993,37.470896109999785,대한민국,KOR,KOR,인천광역시,중구,,답동,,제물량로,142,65-1,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
14981,14982,5676682,나누리통신 주안점,,Nanoori Communication Main Point,Shops and Service,Mobile Phone Shop,126.67998284351188,37.44882808511127,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,576,1464,2019-11-14 0:00:00,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
15370,15371,2612022,가람정보,,Garam information,Shops and Service,Mobile Phone Shop,126.63955320102886,37.457256894142766,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,아암대로29번길,53-4,571-51,2019-11-14 0:00:00,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
15424,15425,27119615,중고폰에코폰 부평역점,,Used Phone Eco Phone Bupyeong Station Branch,Shops and Service,Mobile Phone Shop,126.72447019999996,37.49183899999979,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1395,159-15,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||중고폰||중고폰-일반",False
15833,15834,4361216,367정보통신,,367Information and Communication,Shops and Service,Mobile Phone Shop,126.72943947732792,37.5281237784136,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,효서로,299,871-78,2019-11-14 23:28:00,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
16505,16506,2601329,행복텔레콤,,Happy Telecom,Shops and Service,Mobile Phone Shop,126.64495611483989,37.47670627023358,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로,160-1,50-28,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
16572,16573,27091664,주안중고폰 폰사닷컴 매입판매,,Purchase and sale of Juan used phone Ponsa.com,Shops and Service,Mobile Phone Shop,126.68043584999997,37.46448748999981,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,주안로,86,235,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||중고폰||중고폰-일반",False
16944,16945,5679261,주씨모바일,,jusi mobile,Shops and Service,Mobile Phone Shop,126.74118482426196,37.549263133307214,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,계양산로215번길,22,405,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
17294,17295,27554283,에스와이정보,,S Y information,Shops and Service,Mobile Phone Shop,126.69227620415992,37.4610648019079,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로864번길,55,925-21,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
17513,17514,5677105,위드텔레콤,,With Telecom,Shops and Service,Mobile Phone Shop,126.7077443718109,37.46052826602799,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석산로,143,285-7,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
17560,17561,4344322,오남텔레콤,,Onam Telecom,Shops and Service,Mobile Phone Shop,126.71272349805288,37.502258334366,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,부영로189번길,51,281-5,2019-11-14 23:19:55,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
18040,18041,5656108,영보통신,,Youngbo communication,Shops and Service,Mobile Phone Shop,126.7048984079969,37.4920604305112,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,154,369-264,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
18049,18050,5710183,대영텔레콤2호점,,Daeyoung Telecom 2nd Branch,Shops and Service,Mobile Phone Shop,126.7022483777019,37.527883964960886,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,효서로,59,623-5,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
18409,18410,27113792,한빛정보통신,,Hanbit Information &Communication,Shops and Service,Mobile Phone Shop,126.6722608144059,37.509977049349594,대한민국,KOR,KOR,인천광역시,서구,,석남동,,가정로,283,479-4,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
18489,18490,5667769,산곡모바일,,Sangok Mobile,Shops and Service,Mobile Phone Shop,126.70404328964288,37.5067736937916,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로324번길,12,100-93,2019-11-14 23:19:55,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
18596,18597,27100936,대박정보통신,,Daebak Information &Communication,Shops and Service,Mobile Phone Shop,126.67818576562392,37.45881954424088,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,,,195-2,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
18760,18761,3457125,현우통신,,Hyunwoo Communication,Shops and Service,Mobile Phone Shop,126.67897899999996,37.511795999999805,대한민국,KOR,KOR,인천광역시,서구,,석남동,,서달로,150-4,111-88,2017-03-14 12:12:12,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
19117,19118,27427216,중고폰나라 구월동점,,Used Phonenara Guwol-dong,Shops and Service,Mobile Phone Shop,126.70088515239092,37.446326503209576,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,예술로,138,1456,2022-08-08 10:29:42,"쇼핑,편의||전자,가전||휴대폰||중고폰||중고폰-일반",False
19121,19122,26983325,호랑이통신 원당점,,Tiger Communication Wondang Branch,Shops and Service,Mobile Phone Shop,126.69659420835288,37.59429099577983,대한민국,KOR,KOR,인천광역시,서구,,원당동,,고산후로121번안길,20,825-16,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
19582,19583,3135779,이즈텔레콤,,Is Telecom,Shops and Service,Mobile Phone Shop,126.70731874113989,37.48394982210537,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,이규보로,137-1,186-353,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
20047,20048,6212424,수정텔레콤,,Sujeong Telecom,Shops and Service,Mobile Phone Shop,126.62033690912186,37.48119895534898,대한민국,KOR,KOR,인천광역시,동구,,만석동,,제물량로341번길,1,50-7,2020-01-14 23:36:43,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
20283,20284,27330084,띵똥모바일 원당점,,Dingtong Mobile Wondang,Shops and Service,Mobile Phone Shop,126.71189399999992,37.59441929999984,대한민국,KOR,KOR,인천광역시,서구,,원당동,,,,503-2,2022-08-30 9:43:30,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
20477,20478,27218906,유신정보 한신점,,Yushin Information Hanshin Branch,Shops and Service,Mobile Phone Shop,126.6848834503495,37.494049404540725,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,건지로,402,7,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
20520,20521,27063859,99텔레콤경서점,,99 Telecom Gyeongsangbuk-do,Shops and Service,Mobile Phone Shop,126.65229360312584,37.5592213835676,대한민국,KOR,KOR,인천광역시,서구,,경서동,,도요지로,17,723-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰액세서리||휴대폰액세서리-일반",False
21095,21096,6211077,SR컴퍼니,에스알컴퍼니,SR Company,Shops and Service,Mobile Phone Shop,126.6825374839828,37.42556511040006,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,함박로,48,507,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
22232,22233,20027871,그레이스모바일,GRACEMOBILE,Grace Mobile,Shops and Service,Mobile Phone Shop,126.68104045717388,37.43765792887468,대한민국,KOR,KOR,인천광역시,미추홀구,,문학동,,문학길,28,364-1,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
22513,22514,4361994,쿤텔레콤,,Kun Telecom,Shops and Service,Mobile Phone Shop,126.49457458585164,37.257494935993634,대한민국,KOR,KOR,인천광역시,옹진군,,영흥면,내리,영흥로,154,8-42,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
23545,23546,5692004,나래정보통신 용현점,,Narae Information and Communication Yonghyeon Branch,Shops and Service,Mobile Phone Shop,126.65654729999994,37.4558973999998,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인주대로,173,137-7,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
23944,23945,1270824,미소텔레콤,,Smile Telecom,Shops and Service,Mobile Phone Shop,126.7040011357579,37.51658716656949,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,431,25-15,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
24161,24162,5716627,동화텔레콤,,Dongwha Telecom,Shops and Service,Mobile Phone Shop,126.73605429552993,37.46236101756706,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로,79,5-109,2021-12-23 15:49:18,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
24490,24491,4334141,부가통신,,value-added communication,Shops and Service,Mobile Phone Shop,126.66251853551589,37.46572248795977,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,경인로,180,634-22,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
25086,25087,27093915,캠퍼스모바일,,campus mobile,Shops and Service,Mobile Phone Shop,126.66455398128063,37.38736631863566,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도과학로27번길,55,149,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
25113,25114,5685496,쎄븐텔레콤,,Seven Telecom,Shops and Service,Mobile Phone Shop,126.74124091647496,37.54851341328051,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,장제로,919,423,2019-11-14 0:00:00,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
26177,26178,20184644,승진컴퍼니,,promotion company,Shops and Service,Mobile Phone Shop,126.65666246538288,37.48670855961078,대한민국,KOR,KOR,인천광역시,동구,,송림동,,방축로83번길,23,294,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
26992,26993,27103976,미남중고폰,,handsome used phone,Shops and Service,Mobile Phone Shop,126.6812009292969,37.42222828913476,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,함박뫼로,127,535-3,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
27638,27639,26875874,소담모바일,,Sodam Mobile,Shops and Service,Mobile Phone Shop,126.727808510642,37.5076102435855,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,길주로585번길,8-6,395-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
27924,27925,27076152,핸드폰아울렛 학익점,,Mobile phone outlet Hakik,Shops and Service,Mobile Phone Shop,126.6540204212909,37.44392626580565,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,284,489-5,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
28054,28055,5711036,행복한모바일 만수점,행복한모바일만수점,Happy Mobile,Shops and Service,Mobile Phone Shop,126.73858643427496,37.44327166426337,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,담방로,39,1040-4,2019-11-14 23:06:51,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
28950,28951,3120306,소리정보통신,,sound information communication,Shops and Service,Mobile Phone Shop,126.6372600169434,37.466866673908925,대한민국,KOR,KOR,인천광역시,중구,,도원동,,도원로,26,30-75,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
29216,29217,6212359,문화통신 3호점,,Cultural Communication 3 Store,Shops and Service,Mobile Phone Shop,126.73347957113393,37.489676951379,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부일로,30,497-1,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
29257,29258,27426911,월드폰마트,,World Phone Mart,Shops and Service,Mobile Phone Shop,126.6927496997329,37.407598901151054,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,은청로,4,629-1,2022-08-08 10:29:42,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
29931,29932,3483956,태양정보통신,,Solar Information and Communication,Shops and Service,Mobile Phone Shop,126.68892999336288,37.466123663967565,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석정로,479,616-54,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
30143,30144,27553039,용산13매장,,Yongsan 13 stores,Shops and Service,Mobile Phone Shop,126.67367571743993,37.4956848240391,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,건지로284번길,39,143,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
30187,30188,27093876,현텔레콤,,Hyun Telecom,Shops and Service,Mobile Phone Shop,126.63472940049581,37.48040350943268,대한민국,KOR,KOR,인천광역시,동구,,송현동,,수문통로,49,66-175,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
30461,30462,27228382,연합정보통신계산직영점,,Yonhap Information and Communication Accounting Directly Managed Store,Shops and Service,Mobile Phone Shop,126.72735137288194,37.5435942797137,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1083,920-10,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
31308,31309,27132816,퍼스넷통신,,PERSONNET COMMUNICATION,Shops and Service,Mobile Phone Shop,126.65635011554188,37.601412509784126,대한민국,KOR,KOR,인천광역시,서구,,왕길동,,완정로117번길,62,659-1,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
32511,32512,5675776,JS정보통신,제이에스정보통신,JS Information & Communication,Shops and Service,Mobile Phone Shop,126.68327330748488,37.448073017020576,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,315,1492-43,2019-11-14 0:00:00,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
32560,32561,5709381,핸드폰할인마트,,cell phone discount store,Shops and Service,Mobile Phone Shop,126.65306400032584,37.53024316934409,대한민국,KOR,KOR,인천광역시,서구,,청라동,,중봉대로586번길,22,164-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||휴대폰-일반",False
