,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
69885,69886,4690426,서광모드 구월직영점,,Seogwang Mode Guwol Directly Managed Store,Shops and Service,Mens Apparel,126.6965436444099,37.450090940945685,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인주대로,538,1122,2022-08-16 16:52:33,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
70075,70076,3719441,루쏘소 부평점,루쏘소,Russo Bupyeong,Shops and Service,Mens Apparel,126.72626245304892,37.4910583196228,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1416,185-127,2022-08-08 10:29:42,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
71608,71609,4333251,4XR 인천점,포엑스알인천점,4XR Incheon Branch,Shops and Service,Mens Apparel,126.6954120655119,37.450642195292986,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인주대로,527,1116-1,2022-05-01 12:37:48,"쇼핑,편의||패션||남성의류||프랜차이즈||4XR",False
77076,77077,27210361,비 앤 엘 옴므,,B & L Homme,Shops and Service,Mens Apparel,126.67076490812988,37.44168103937067,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,학익소로,67,128-7,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
80448,80449,27216500,트레몰로 2001아울렛 부평점,,Tremolo 2001 Outlet Bupyeong,Shops and Service,Mens Apparel,126.71045049840788,37.49054651578048,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1277,311-151,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
88622,88623,27227817,오스틴리드 롯데마트 검단점,,Austin Reed Lotte Mart Geomdan Branch,Shops and Service,Mens Apparel,126.66455762688788,37.59453497120992,대한민국,KOR,KOR,인천광역시,서구,,마전동,,원당대로,581,1031-1,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||오스틴리드",False
89264,89265,27021550,아페쎄옴므 롯데백화점 인천점,,Apesse Homme Lotte Department Store Incheon Branch,Shops and Service,Mens Apparel,126.70143179999988,37.44246309999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||캐주얼웨어||남성캐주얼||남성캐주얼-일반",False
90312,90313,20170444,유일양복점,,Yuil Tailor Shop,Shops and Service,Mens Apparel,126.39067672620878,37.71609003014108,대한민국,KOR,KOR,인천광역시,강화군,,내가면,고천리,강화서로,217-7,870-15,2021-12-23 15:49:18,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
90924,90925,27081954,디알테일러,DRTAILOR,detailer,Shops and Service,Mens Apparel,126.65182055426288,37.534093906473515,대한민국,KOR,KOR,인천광역시,서구,,청라동,,중봉대로612번길,10-17,161-3,2022-08-12 13:15:03,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
91201,91202,27021357,갤럭시 롯데백화점 인천점,,Galaxy Lotte Department Store Incheon,Shops and Service,Mens Apparel,126.70137839999995,37.442485299999774,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-06-13 10:44:13,"쇼핑,편의||패션||정장||남성정장||갤럭시",False
92653,92654,27069454,피에이티부평아이즈빌,,PAT Bupyeong Eyesville,Shops and Service,Mens Apparel,126.70354510719888,37.5217934728957,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,489,386,2022-08-18 12:00:50,"쇼핑,편의||패션||캐주얼웨어||남성캐주얼||남성캐주얼-일반",False
93021,93022,6223783,비젼양복점,VISION양복점,vision tailor shop,Shops and Service,Mens Apparel,126.68208277492336,37.45458904487495,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인주대로407번길,72,420-29,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
95700,95701,27147256,지오투 모다아울렛부평점,,Geo2 Moda Outlet Bupyeong,Shops and Service,Mens Apparel,126.71958789999988,37.4935506999998,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,35,70-127,2022-05-01 12:37:48,"쇼핑,편의||패션||남성의류||남성의류-일반",False
95750,95751,27227795,오스틴리드 홈플러스 가좌점,,Austin Reed Homeplus Gajwa,Shops and Service,Mens Apparel,126.6707512685499,37.49766977440988,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,가정로151번길,11,118,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||오스틴리드",False
97467,97468,27183385,그리드 수트,,grid suit,Shops and Service,Mens Apparel,126.64040799999992,37.39512719999977,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,센트럴로,194,23-4,2022-08-26 9:52:19,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
105785,105786,26948107,마르코제노 인천점,,Marco Geno Incheon Branch,Shops and Service,Mens Apparel,126.70507309999996,37.4506396999998,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,미래로,6,1146,2022-09-06 15:18:26,"쇼핑,편의||패션||남성의류||남성의류-일반",False
106850,106851,27214480,제니스옴므 간석점,,Zenith Homme Tidal Branch,Shops and Service,Mens Apparel,126.68908209999988,37.469569199999775,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경원대로,971,616-3,2022-05-01 12:37:48,"쇼핑,편의||패션||남성의류||프랜차이즈||제니스옴므",False
107041,107042,27061448,레노마정장 모다아울렛부평점,,Renoma Suit Moda Outlet Bupyeong,Shops and Service,Mens Apparel,126.71957919999991,37.49353789999978,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,35,70-127,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
109514,109515,27021731,수트서플라이 롯데백화점 인천점,,Suitsupply Lotte Department Store Incheon,Shops and Service,Mens Apparel,126.70137839999995,37.442485299999774,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-09-06 15:18:26,"쇼핑,편의||패션||정장||남성정장||수트서플라이",False
110101,110102,27213965,오스틴리드 홈플러스간석점,,Austin Reed Homeplus Ganseok,Shops and Service,Mens Apparel,126.68892089999989,37.46938589999978,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경원대로,971,616-3,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||오스틴리드",False
110346,110347,26877077,잔트가르 인천직영점,,Jantgar Incheon direct management store,Shops and Service,Mens Apparel,126.64672726837988,37.509956527276394,대한민국,KOR,KOR,인천광역시,서구,,원창동,,북항로32번안길,45,381-46,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
112262,112263,3769774,스플렌디노 인천점,,Splendino Incheon Branch,Shops and Service,Mens Apparel,126.70490159975988,37.44325950632905,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,523,1175-19,2022-08-16 16:52:33,"쇼핑,편의||패션||정장||남성정장||스플렌디노",False
113509,113510,4335254,엠플레이그라운드 부평점,,M-Playground Bupyeong,Shops and Service,Mens Apparel,126.72423815764309,37.49280631120863,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로80번길,35,193-31,2022-08-26 9:52:19,"쇼핑,편의||패션||남성의류||남성의류-일반",False
116139,116140,3133273,쟌피엘본사직영상설매장부평점,쟌피엘부평점,Jean-Pel Headquarters Sajik Video Seol Store Bupyeong,Shops and Service,Mens Apparel,126.73598813254712,37.498126937730135,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,부흥로,395,66-3,2022-09-06 15:18:26,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
120281,120282,4322417,루쏘소 구월점,,Russo Guwol,Shops and Service,Mens Apparel,126.70779803123025,37.45419808543421,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,남동대로799번길,8,1608,2022-09-06 15:18:26,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
121316,121317,2153690,황태자양복점,,Crown Prince Tailor Shop,Shops and Service,Mens Apparel,126.6254248990289,37.4719678490599,대한민국,KOR,KOR,인천광역시,중구,,관동3가,,개항로,25,1-6,2020-01-14 23:42:18,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
122924,122925,27076143,본 뉴코아아울렛 인천점,,Bon New Core Outlet Incheon Branch,Shops and Service,Mens Apparel,126.70070404689888,37.444027311420164,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,485,1465-1,2022-05-01 12:37:48,"쇼핑,편의||패션||캐주얼웨어||남성캐주얼||남성캐주얼-일반",False
126929,126930,27139744,본 모다아울렛인천점,,Bon Moda Outlet Incheon Branch,Shops and Service,Mens Apparel,126.64772471015787,37.509934893689376,대한민국,KOR,KOR,인천광역시,서구,,원창동,,북항로32번안길,50,381-69,2022-05-01 12:37:48,"쇼핑,편의||패션||남성의류||남성의류-일반",False
129149,129150,27021559,마에스토로 롯데백화점인천점,,Maestro Lotte Department Store Incheon,Shops and Service,Mens Apparel,126.7008140699999,37.443033689999766,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
129656,129657,5677778,모던양복점,,modern tailor shop,Shops and Service,Mens Apparel,126.70267596837988,37.46413951142807,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경인로,582,434-11,2022-08-24 14:41:06,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
132932,132933,27216499,프랑코페라로타이 2001아울렛 부평점,,Franco Ferraro Thai 2001 Outlet Bupyeong Branch,Shops and Service,Mens Apparel,126.71045049854388,37.4905510162005,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1277,311-151,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
133056,133057,27223361,런던포그 롯데마트 부평점,,London Fog Lotte Mart Bupyeong Branch,Shops and Service,Mens Apparel,126.70407157231688,37.5049896794104,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,296,159-52,2022-05-01 12:37:48,"쇼핑,편의||패션||남성의류||프랜차이즈||런던포그",False
137832,137833,27181864,제나비테일러 인천본점,,Jenavi Taylor Incheon Main Branch,Shops and Service,Mens Apparel,126.70243467334488,37.44667562805007,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,예술로140번길,29,1454,2022-08-16 16:52:33,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
138680,138681,27147312,브렌우드 모다아울렛부평점,,Brenwood Moda Outlet Bupyeong,Shops and Service,Mens Apparel,126.71958789999988,37.4935506999998,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,35,70-127,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
140161,140162,5693052,루쏘소 청라점,LUSSOSO청라점,Russo Cheongna Branch,Shops and Service,Mens Apparel,126.64786234833676,37.53155515527128,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라커낼로,252,159-1,2022-09-06 15:18:26,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
145207,145208,3129379,우신양복점,,Wooshin Clothing Store,Shops and Service,Mens Apparel,126.63819885200785,37.47139537877257,대한민국,KOR,KOR,인천광역시,동구,,창영동,,우각로,7,16-3,2021-12-23 15:49:18,"쇼핑,편의||패션||정장||남성정장||맞춤양복",False
146699,146700,27021542,웅가로 롯데백화점인천점,,Ungaro Lotte Department Store Incheon,Shops and Service,Mens Apparel,126.70137839999988,37.44248529999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||정장||남성정장||남성정장-일반",False
