,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
43717,43718,27212069,무크 뉴코아아울렛 인천점,,Mook New Core Outlet Incheon Branch,Shops and Service,Footwear,126.70070404689888,37.444027311420164,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,485,1465-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
44206,44207,4346422,십정신발백화점,,sipsin hair department store,Shops and Service,Footwear,126.69642967572992,37.47334970840987,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,배곶북로,22,300-29,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
45270,45271,27021663,토박스 롯데백화점인천점,,Tobox Lotte Department Store Incheon,Shops and Service,Footwear,126.70137839999988,37.44248529999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||토박스",False
46102,46103,782441,금강제화 부평점,,Geumgang Jehwa Bupyeong Branch,Shops and Service,Footwear,126.7232133915059,37.49386126772879,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,28,199-45,2022-08-18 12:00:50,"쇼핑,편의||패션||신발||프랜차이즈||금강제화",False
46715,46716,27215213,에스콰이어 올리브인천점,,Esquire Olive Incheon,Shops and Service,Footwear,126.70887669460988,37.460965418547886,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,880,205-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||에스콰이아",False
48569,48570,27184772,크록스 아이즈빌점,,Crocs Eyesville Branch,Shops and Service,Footwear,126.70328409949686,37.522219001035005,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,489,386,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||크록스",False
49411,49412,27184628,언코리 부평아이즈빌점,,Uncore Bupyeong Eyesville Branch,Shops and Service,Footwear,126.70383262721988,37.5218299274687,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,489,386,2022-08-16 16:52:33,"쇼핑,편의||패션||신발||신발-일반",False
51638,51639,4337683,거북신발,,turtle shoes,Shops and Service,Footwear,126.67275993005688,37.503004181911194,대한민국,KOR,KOR,인천광역시,서구,,석남동,,거북로,98-1,576-49,2022-08-24 14:41:06,"쇼핑,편의||패션||신발||신발-일반",False
54957,54958,27218362,스케쳐스 뉴코아아울렛 인천점,,Sketchers New Core Outlet Incheon Branch,Shops and Service,Footwear,126.70070404689888,37.444027311420164,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,485,1465-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||운동화",False
54998,54999,6215701,아이러브플랫 서창2지구점,,I Love Flat  Seochang 2nd District,Shops and Service,Footwear,126.75026823069896,37.42356885346438,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남로,45,707-3,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
56353,56354,5687530,가나제화,,canadianization,Shops and Service,Footwear,126.63017222320585,37.48018495324239,대한민국,KOR,KOR,인천광역시,동구,,화평동,,화도로,12,170,2021-12-23 15:49:18,"쇼핑,편의||패션||신발||수제화||수제화-일반",False
58067,58068,27021551,슈콤마보니 롯데백화점인천점,,Sucomma Bonnie Lotte Department Store Incheon,Shops and Service,Footwear,126.70111002999988,37.44228334999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
58246,58247,3120464,그랜드제화점,,Grand Shoe Store,Shops and Service,Footwear,126.6797505002779,37.454161403498475,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,635-3,486-8,2021-12-23 15:49:18,"쇼핑,편의||패션||신발||신발-일반",False
59369,59370,2600665,경기슈즈뱅크,,Gyeonggi Shoes Bank,Shops and Service,Footwear,124.71703889996962,37.971616699999295,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,백령로,286-1,706-2,2017-03-14 12:12:12,"쇼핑,편의||패션||신발||신발-일반",False
59610,59611,27179212,진신발,,Jin shoes,Shops and Service,Footwear,126.67871875374988,37.44741242031326,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,559,1315-10,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
60266,60267,2602508,엘칸토양복점,,Elkanto clothing store,Shops and Service,Footwear,126.6717756585799,37.49555001715429,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,가정로,122,144-33,2022-08-24 14:41:06,"쇼핑,편의||패션||신발||프랜차이즈||엘칸토",False
61322,61323,4326901,우봉신발,,woobon shoes,Shops and Service,Footwear,126.63605611263483,37.466464505101165,대한민국,KOR,KOR,인천광역시,중구,,선화동,,도원서길,16,30-23,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
61884,61885,4016839,반스 부평 2호점,VANS 부평 2호점,Vans Bupyeong 2nd Store,Shops and Service,Footwear,126.72362669770392,37.493439773097194,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로66번길,12-1,199-10,2022-08-16 16:52:33,"쇼핑,편의||패션||신발||프랜차이즈||반스",False
61928,61929,27021721,골든구스 롯데백화점인천점,,Golden Goose Lotte Department Store Incheon,Shops and Service,Footwear,126.70137839999988,37.44248529999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||건강신발",False
63738,63739,27195922,영빈신발,,Youngbin Shoes,Shops and Service,Footwear,126.6843115168849,37.49390084957138,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로96번길,19,30-28,2022-08-12 13:15:03,"쇼핑,편의||패션||신발||신발-일반",False
71390,71391,27021419,오니츠카타이거 롯데백화점인천점,,Onitsuka Tiger Lotte Department Store Incheon,Shops and Service,Footwear,126.70156149999993,37.44222959999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||오니츠카타이거",False
72953,72954,27081433,대동월드 대동신발,,Daedong World Daedong Shoes,Shops and Service,Footwear,126.6814023115869,37.41328472217224,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,용담로,153,633,2022-08-12 13:15:03,"쇼핑,편의||패션||신발||신발-일반",False
76004,76005,406666,금강제화 상설아울렛부평점,금강제화아울렛부평점,Geumgang Jehwa Permanent Outlet Bupyeong,Shops and Service,Footwear,126.70612189402588,37.522273335286286,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,부평북로,118,391-19,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||금강제화",False
76293,76294,27198828,슈즈홀릭,,shoeholic,Shops and Service,Footwear,126.67970880999997,37.4639914499998,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,,,234,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||숙녀화",False
76815,76816,27021566,반스 롯데백화점인천점,,Vans Lotte Department Store Incheon Branch,Shops and Service,Footwear,126.7015079299999,37.442124719999775,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||반스",False
77497,77498,27069441,엘칸토 2001아울렛 부평점,,El Canto 2001 Outlet Bupyeong,Shops and Service,Footwear,126.7104233980539,37.49036261605868,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1277,311-151,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||엘칸토",False
79752,79753,3337568,신신꼬신발,,new shoes,Shops and Service,Footwear,126.6516951053949,37.45779462827188,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,용삼길,36,453-37,2019-11-14 0:00:00,"쇼핑,편의||패션||신발||신발-일반",False
79932,79933,3134690,강남수제화,,Gangnam Handmade Shoes,Shops and Service,Footwear,126.67176372593693,37.513330413792794,대한민국,KOR,KOR,인천광역시,서구,,석남동,,율도로,88,450-4,2020-01-14 23:38:53,"쇼핑,편의||패션||신발||수제화||수제화-일반",False
82840,82841,3144695,다모아신발,,Damoa Shoes,Shops and Service,Footwear,126.67382466999995,37.51883681999982,대한민국,KOR,KOR,인천광역시,서구,,가정동,,가정로380번길,7,502-11,2022-08-24 14:41:06,"쇼핑,편의||패션||신발||신발-일반",False
83838,83839,27184736,에스마켓 2001아울렛 부평점,,S-Market 2001 Outlet Bupyeong Branch,Shops and Service,Footwear,126.71045089853588,37.4907031164546,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1277,311-151,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
85357,85358,27219075,아우프 2001아울렛 부평점,,AUF 2001 Outlet Bupyeong Branch,Shops and Service,Footwear,126.71038799860692,37.49057541612358,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1277,311-151,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
85948,85949,27191919,슈마커 홈플러스인천작전점,,Schumacher Homeplus Incheon Jakjeon Branch,Shops and Service,Footwear,126.7212416999999,37.52618249999983,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,계양대로,27,448-7,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||슈마커",False
87152,87153,27021284,마나스 롯데백화점인천점,,Manas Lotte Department Store Incheon,Shops and Service,Footwear,126.70123972999988,37.442259689999766,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-24 13:48:55,"쇼핑,편의||패션||신발||신발-일반",False
89523,89524,27285787,아시아신발,,Asian Shoes,Shops and Service,Footwear,126.68005705999995,37.45867422999979,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,695-2,188,2022-06-07 17:23:36,"쇼핑,편의||패션||신발||신발-일반",False
91671,91672,27021498,바이네르 롯데백화점인천점,,Bainer Lotte Department Store Incheon,Shops and Service,Footwear,126.7011570299999,37.44216199999976,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
92418,92419,5719578,슈즈몰,,shoe mall,Shops and Service,Footwear,126.73696569304896,37.44371635684037,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승남로,41-1,1019-4,2022-08-24 14:41:06,"쇼핑,편의||패션||신발||신발-일반",False
94054,94055,20201039,그랜드제화,,grand shoe,Shops and Service,Footwear,126.63223357041784,37.47417828645317,대한민국,KOR,KOR,인천광역시,중구,,용동,,참외전로,138,2,2022-05-18 1:22:57,"쇼핑,편의||패션||신발||신발-일반",False
95777,95778,27220978,엘칸토 모다아울렛인천점,,El Canto Moda Outlet Incheon Branch,Shops and Service,Footwear,126.64772471015787,37.509934893689376,대한민국,KOR,KOR,인천광역시,서구,,원창동,,북항로32번안길,50,381-69,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||엘칸토",False
97614,97615,27081560,나르지오 부평점,,Nargio Bupyeong Branch,Shops and Service,Footwear,126.72524084102892,37.49409650417429,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,80-1,192-43,2022-08-18 12:00:50,"쇼핑,편의||패션||신발||건강신발||나르지오",False
98319,98320,3337611,금강제화,,Geumgang Shoe,Shops and Service,Footwear,126.65207118425276,37.458028248946526,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,용삼길49번길,3-7,453-169,2021-12-23 15:49:18,"쇼핑,편의||패션||신발||신발-일반",False
99400,99401,3337571,용현종합신발,,Yonghyeon Comprehensive Shoes,Shops and Service,Footwear,126.65193425655087,37.45784389808934,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,용삼길,42,453-14,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
99563,99564,27196931,루다수제화,,Luda handmade shoes,Shops and Service,Footwear,126.73897168307094,37.44377747698617,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승남로,61,1030,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||수제화||수제화-일반",False
101705,101706,27021547,타미힐피거 롯데백화점인천점,,Tommy Hilfiger Lotte Department Store Incheon,Shops and Service,Footwear,126.70115735999988,37.442257199999766,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
102881,102882,27143993,엘칸토 LF스퀘어 인천점,,El Canto LF Square Incheon,Shops and Service,Footwear,126.66902787802488,37.41864372149574,대한민국,KOR,KOR,인천광역시,연수구,,청학동,,청능대로23번길,11,455,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||엘칸토",False
103102,103103,27212068,미셸by탠디 뉴코아아울렛 인천점,,Michelle by Tandy New Core Outlet Incheon Branch,Shops and Service,Footwear,126.70070404689888,37.444027311420164,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,485,1465-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||탠디",False
103257,103258,27213200,엘칸토 뉴코아아울렛 인천점,,El Canto New Core Outlet Incheon Branch,Shops and Service,Footwear,126.70070404689888,37.444027311420164,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,485,1465-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||엘칸토",False
109815,109816,27047436,허시파피 인천논현홈플러스점,,Hershey Poppy Incheon Nonhyeon Homeplus Branch,Shops and Service,Footwear,126.72550989999992,37.40062179999976,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,청능대로,596,650-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
110699,110700,2153296,종합신발할인매장,종합신발매장,Comprehensive shoe discount store,Shops and Service,Footwear,126.65617399461289,37.46360051373976,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,수봉로,28-4,38-27,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
111020,111021,27101838,스케쳐스 부평직영점,,Sketchers Bupyeong Branch,Shops and Service,Footwear,126.70354510719888,37.5217934728957,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,489,386,2022-08-18 12:00:50,"쇼핑,편의||패션||신발||운동화",False
112209,112210,5706178,한양신발백화점,,Hanyang Shoes Department store,Shops and Service,Footwear,126.70299249395312,37.504769903540726,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,299,181-59,2022-08-24 14:41:06,"쇼핑,편의||패션||신발||신발-일반",False
114755,114756,27216491,에스콰이아 2001아울렛 부평점,,Esquire 2001 Outlet Bupyeong,Shops and Service,Footwear,126.7104159980709,37.49060491593099,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1277,311-151,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||에스콰이아",False
116818,116819,27211943,브랑누아 2001아울렛 부평점,,Bran Noir 2001 Outlet Bupyeong Branch,Shops and Service,Footwear,126.7105259976749,37.49063271579319,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1277,311-151,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
118644,118645,27218046,미소페 뉴코아아울렛 인천점,,Misofe New Core Outlet Incheon Branch,Shops and Service,Footwear,126.70070404689888,37.444027311420164,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,485,1465-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
120936,120937,3143241,남촌신발가방,,Namchon shoe bag,Shops and Service,Footwear,126.7141793304159,37.43200775304536,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,남촌동로,40-1,349-7,2022-08-24 14:41:06,"쇼핑,편의||패션||신발||신발-일반",False
121529,121530,27021315,바바라 롯데백화점인천점,,Barbara Lotte Department Store Incheon,Shops and Service,Footwear,126.70156149999993,37.44222959999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||바바라",False
121721,121722,27021423,스텔라앤로라 롯데백화점인천점,,Stella & Laura Lotte Department Store Incheon,Shops and Service,Footwear,126.70137839999988,37.44248529999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||수제화||수제화-일반",False
122613,122614,27021486,컨버스 롯데백화점인천점,,Converse Lotte Department Store Incheon,Shops and Service,Footwear,126.70137839999988,37.44248529999977,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,연남로,35,15,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||프랜차이즈||컨버스",False
124043,124044,5705089,다모아신발 연수점,,Damoa Shoes,Shops and Service,Footwear,126.73508235189212,37.44656112106414,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,인주대로888번길,35,1082-1,2022-05-01 12:37:48,"쇼핑,편의||패션||신발||신발-일반",False
124787,124788,27222087,중심코어워킹화 중앙시장점,,Central Core Working Shoes Central Market Branch,Shops and Service,Footwear,126.67383652554788,37.51850892020279,대한민국,KOR,KOR,인천광역시,서구,,가정동,,석곶로,12,506-10,2022-08-12 13:15:03,"쇼핑,편의||패션||신발||신발-일반",False
126050,126051,27131295,샤론슈즈,,Sharon Shoes,Shops and Service,Footwear,126.68139898422788,37.5437962284137,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,탁옥로,105,283-5,2022-08-16 16:52:33,"쇼핑,편의||패션||신발||신발-일반",False
