,name,name_eng,problems
100308,쿨당구장,cool billiard room,"[('당구장', 'Billiard Hall')]"
101001,달당구장,moon billiard room,"[('당구장', 'Billiard Hall')]"
105529,SBS당구장,SBS billiard room,"[('당구장', 'Billiard Hall')]"
108864,국제당구장,International Billiard Room,"[('당구장', 'Billiard Hall')]"
109771,공때리네당구장,ball ball pool hall,"[('당구', 'Billiard'), ('당구장', 'Billiard Hall')]"
111884,현대당구장,modern billiard room,"[('당구장', 'Billiard Hall')]"
114155,엘리트당구장,elite billiard room,"[('당구장', 'Billiard Hall')]"
114790,스카이당구장,Sky Billiard Room,"[('당구장', 'Billiard Hall')]"
115556,형제당구장,brothers billiard room,"[('당구장', 'Billiard Hall')]"
116919,VIP당구장,V I P Billiard Room,"[('당구장', 'Billiard Hall')]"
117763,MBC당구장,MBC billiard room,"[('당구장', 'Billiard Hall')]"
118406,킹당구장,king billiard room,"[('당구장', 'Billiard Hall')]"
119450,더블당구장,double billiard room,"[('당구장', 'Billiard Hall')]"
119670,SBS당구장,SBS billiard room,"[('당구장', 'Billiard Hall')]"
119864,SBS당구장,SBS billiard room,"[('당구장', 'Billiard Hall')]"
121622,1박2일당구장,1 night 2 days ballpark,"[('당구', 'Billiard'), ('당구장', 'Billiard Hall')]"
121776,허리우드당구장,Hollywood Billiard Room,"[('당구장', 'Billiard Hall')]"
122714,국제당구장,International Billiard Room,"[('당구장', 'Billiard Hall')]"
125051,스카이당구장,Sky Billiard Room,"[('당구장', 'Billiard Hall')]"
125139,CL당구장,CL Billiard Room,"[('당구장', 'Billiard Hall')]"
128749,K당구장,K billiard room,"[('당구장', 'Billiard Hall')]"
129465,우리당구장,our billiard room,"[('당구장', 'Billiard Hall')]"
129506,코코당구장,coco billiard room,"[('당구장', 'Billiard Hall')]"
129637,프로당구장,professional billiard room,"[('당구장', 'Billiard Hall')]"
129889,SS당구장,SS billiard room,"[('당구장', 'Billiard Hall')]"
131425,허리우드당구장,Hollywood Billiard Room,"[('당구장', 'Billiard Hall')]"
132655,공간당구장,space billiard room,"[('당구장', 'Billiard Hall')]"
133227,빅박스당구장,big box billiard room,"[('당구장', 'Billiard Hall')]"
134164,SBS당구장,SBS billiard room,"[('당구장', 'Billiard Hall')]"
134692,작당당구장, billiard room,"[('당구장', 'Billiard Hall')]"
138806,현대당구장,modern billiard room,"[('당구장', 'Billiard Hall')]"
139864,ESPN당구장,ESPN Billiard Room,"[('당구장', 'Billiard Hall')]"
140225,필당구존,must-go zone,"[('당구', 'Billiard')]"
140897,대대전용 클럽 떼굴떼굴 당구장,daegul club billiard room,"[('당구장', 'Billiard Hall')]"
141158,스타당구장,star billiard room,"[('당구장', 'Billiard Hall')]"
145800,프로당구장,professional billiard room,"[('당구장', 'Billiard Hall')]"
146739,007당구장,007 billiard room,"[('당구장', 'Billiard Hall')]"
146803,맥스당구장,max billiard room,"[('당구장', 'Billiard Hall')]"
