,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
40697,40698,89659,누리타워 락볼링장,,Nuri Tower Rock Bowling Alley,Arts and Entertainment,Bowling Alley,126.63262851017384,37.46564350666626,대한민국,KOR,KOR,인천광역시,중구,,신흥동2가,,인중로,96,50-10,2022-08-08 10:29:42,"레져,체육||구기||볼링장",False
44060,44061,27160246,플랜볼링,,plan bowling,Arts and Entertainment,Bowling Alley,126.65743678480789,37.602602748666136,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,172,910-1,2022-08-16 16:52:33,"레져,체육||구기||볼링장",False
47791,47792,507015,크라운볼링센터,,Crown Bowling Center,Arts and Entertainment,Bowling Alley,126.62505823263886,37.472501681594366,대한민국,KOR,KOR,인천광역시,중구,,송학동3가,,신포로39번길,15,7-13,2022-08-30 9:43:30,"레져,체육||구기||볼링장",False
68152,68153,27083955,검단볼링장,,Geomdan Bowling Alley,Arts and Entertainment,Bowling Alley,126.65878139999992,37.60230269999985,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로,492,979-4,2022-09-06 15:18:26,"레져,체육||구기||볼링장",False
69000,69001,5698162,핀즈볼링장,PINZ볼링장,Pins Bowling Alley,Arts and Entertainment,Bowling Alley,126.6965766000179,37.59287790218843,대한민국,KOR,KOR,인천광역시,서구,,당하동,,고산후로95번안길,23,1029-10,2022-08-16 16:52:33,"레져,체육||구기||볼링장",False
74842,74843,319031,두두볼링장,두두볼링센터,Dudu Bowling Alley,Arts and Entertainment,Bowling Alley,126.65743369769687,37.46736956642108,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,석정로202번길,12-18,85-7,2022-08-18 12:00:50,"레져,체육||구기||볼링장",False
75989,75990,1263336,경복볼링장,경복볼링센타,Gyeongbok Bowling Alley,Arts and Entertainment,Bowling Alley,126.70513043018488,37.465261531794965,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경인로,607,250-3,2022-08-12 13:15:03,"레져,체육||구기||볼링장",False
78053,78054,27220530,비볼링장,,B-Bowling Alley,Arts and Entertainment,Bowling Alley,126.56473669435879,37.48859313583196,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘별빛로65번길,7-9,1886-3,2022-08-12 13:15:03,"레져,체육||구기||볼링장",False
80445,80446,27059597,럭키스트라이크볼링센터,,Lucky Strike Bowling Center,Arts and Entertainment,Bowling Alley,126.65074528921787,37.39430178999986,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,해돋이로120번길,23,3-7,2022-08-12 13:15:03,"레져,체육||구기||볼링장",False
84926,84927,27183977,탑스트라이크,,top strike,Arts and Entertainment,Bowling Alley,126.72186875918888,37.40135379445816,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로123번길,35,632-1,2022-08-26 9:52:19,"레져,체육||구기||볼링장",False
89511,89512,905614,뉴서울 볼링장,부개뉴서울볼링센타,New Seoul Bowling Alley,Arts and Entertainment,Bowling Alley,126.7354718004649,37.50476420133927,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,충선로,191,477-3,2022-08-12 13:15:03,"레져,체육||구기||볼링장",False
89884,89885,27221931,강화볼링장,,Ganghwa Bowling Alley,Arts and Entertainment,Bowling Alley,126.47716710011468,37.74684860050503,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,신문리,향나무길22번길,30,628-1,2022-05-01 12:37:48,"레져,체육||구기||볼링장",False
90622,90623,27200662,인향볼링장,,Inhyang Bowling Alley,Arts and Entertainment,Bowling Alley,126.71148363246787,37.44903142756876,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인주대로,670,277,2022-08-18 12:00:50,"레져,체육||구기||볼링장",False
96288,96289,27500332,메트로볼링장,,Metro Bowling Alley,Arts and Entertainment,Bowling Alley,126.73577598701029,37.398040932421935,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,소래역남로16번길,8-7,753-3,2022-09-06 15:18:26,"레져,체육||구기||볼링장",False
97659,97660,27182438,킹덤락볼링장,,Kingdom Rock Bowling Alley,Arts and Entertainment,Bowling Alley,126.72672704731092,37.493536008960085,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,대정로,66,152-1,2022-08-12 13:15:03,"레져,체육||구기||볼링장",False
107564,107565,27173444,스카이락볼링장,,Sky Rock Bowling Alley,Arts and Entertainment,Bowling Alley,126.72436587223793,37.40000845647487,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,101,649-3,2022-08-12 13:15:03,"레져,체육||구기||볼링장",False
110140,110141,5725208,아시아드볼링센타,,Asiad Bowling Center,Arts and Entertainment,Bowling Alley,126.70846153277492,37.44187882208036,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,선수촌공원로23번길,10-21,1535,2022-05-01 12:37:48,"레져,체육||구기||볼링장",False
110868,110869,537038,뉴스타볼링센터,뉴스타볼링장,New Star Bowling Center,Arts and Entertainment,Bowling Alley,126.71384000032587,37.52561300189481,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,아나지로197번길,4,238-1,2022-08-18 12:00:50,"레져,체육||구기||볼링장",False
111204,111205,27160204,더스트라이크볼링장,,The Strike Bowling Alley,Arts and Entertainment,Bowling Alley,126.74167039955692,37.53617240050862,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,용종로,30,1085-2,2022-08-16 16:52:33,"레져,체육||구기||볼링장",False
114142,114143,5712926,남동볼링장,,Namdong Bowling Center,Arts and Entertainment,Bowling Alley,126.70613431902191,37.44491358768488,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로535번길,39,1168-4,2022-09-06 15:18:26,"레져,체육||구기||볼링장",False
114405,114406,122085,탑라볼링센타,,Topla Bowling Center,Arts and Entertainment,Bowling Alley,126.62477397351284,37.46861014263954,대한민국,KOR,KOR,인천광역시,중구,,사동,,인중로,176,13-5,2022-08-26 9:52:19,"레져,체육||구기||볼링장",False
120606,120607,304368,서경볼링장,서경볼링센터,Seogyeong Bowling Alley,Arts and Entertainment,Bowling Alley,126.6726612459159,37.518029102366704,대한민국,KOR,KOR,인천광역시,서구,,신현동,,가정로,369,272-1,2022-09-06 15:18:26,"레져,체육||구기||볼링장",False
128969,128970,5654286,뉴부평볼링센타,뉴부평볼링장,New Bupyeong Bowling Center,Arts and Entertainment,Bowling Alley,126.72677616068792,37.49485002161241,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,시장로,47,229-5,2022-05-01 12:37:48,"레져,체육||구기||볼링장",False
129496,129497,3136571,서곶볼링장,,Seogot Bowling Alley,Arts and Entertainment,Bowling Alley,126.6761064726579,37.54336866733299,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,심곡로55번길,14,248-10,2022-08-18 12:00:50,"레져,체육||구기||볼링장",False
131701,131702,5663324,야누스락볼링장,,Janus Rock Bowling Alley,Arts and Entertainment,Bowling Alley,126.73715674865696,37.53955189830879,대한민국,KOR,KOR,인천광역시,계양구,,용종동,,오조산공원로,22,209-4,2022-08-16 16:52:33,"레져,체육||구기||볼링장",False
133610,133611,27221983,인천 노리마루볼링장,,Incheon Norimaru Bowling Alley,Arts and Entertainment,Bowling Alley,126.72410204104492,37.5259655153918,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,아나지로,289,426-2,2022-08-12 13:15:03,"레져,체육||구기||볼링장",False
144269,144270,27181627,텀블러스트라이크,,tumblr strike,Arts and Entertainment,Bowling Alley,126.70201234677988,37.44561463184908,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,성말로,9,1457,2022-08-16 16:52:33,"레져,체육||구기||볼링장",False
144842,144843,720243,천마볼링장,,Cheonma Bowling Alley,Arts and Entertainment,Bowling Alley,126.68326678323785,37.496204500946064,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로,109,72-1,2022-08-18 12:00:50,"레져,체육||구기||볼링장",False
