,name,name_eng,problems,category,subcategory
32641,인천민박,Incheon Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
32806,은하수민박,Eunhasu Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
33535,황금노을펜션,Golden Sunset Pension,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
33986,아이보리민박,Ivory Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
34291,위드여인숙,With Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
34631,덕성민박,Deokseong Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
34922,풍경이있는호수,lake with landscape,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
35585,대화여인숙,Dialogue Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
35899,스타여인숙,star insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
36001,프리미엄민박,Premium Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
37475,소나무향기펜션,Pine Fragrance Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
37609,대성여인숙,Daesung Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
38195,시온민박,Zion Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
38236,소야민박,Soya Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
39019,자월농장원룸민박,Jawol Farm One Room Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
39224,정든민박,Jeongden Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
40331,시골민박,Country Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
40583,행운민박,lucky guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
40890,영재민박펜션,gifted guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
41686,풍경펜션,Landscape Pension,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
41929,별의향기,scent of stars,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
42714,소정민박,Sojeong Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
43114,서해민박,West Sea Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
43700,코끼리민박,Elephant Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
44228,성진민박,Seongjin Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
44715,선창민박,Seonchang Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
44734,태창여인숙,Taechang Yeo Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
44969,햇빛촌민박,Sunshine Village Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
45464,장미민박,Rose Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
45487,우리여인숙,Our Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
47112,태원여인숙,Taewon Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
47463,해비치펜션,Haevichi Pension ,"('비치', 'Beach')",Travel and Transport,Bed and Breakfast
48561,정현민박,Jeonghyeon Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
50720,시온슈퍼민박,Zion Super Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
50919,인산저수지민박,Insan Reservoir Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
51051,아라민박,Ara Minbak,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
51358,우리집민박,our homestay,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
51550,하얀민박,white guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
51758,은행나무민박,Ginkgo B&B,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
51977,별궁여인숙,Byeolgung Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
52210,추장민박,chief guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
52452,노을빛바다,sunset sea,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
52628,샘표민박,Sam Pyo Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
52672,서울민박,Seoul Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
53194,늘목민박,Neulmok Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
53269,공원민박,Park Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
53908,돛단배민박,Sailing Boat Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
53921,바다민박,sea B&B,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
54883,예스여인숙,Yes Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
55070,인천 강화 바다정원 가족 오션뷰 펜션,Sea Garden  Ocean View Pension,"('강화', 'Ganghwa')",Travel and Transport,Bed and Breakfast
55133,해오름민박,Haeoreum Minbak,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
55331,행복여인숙,Happy Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
55494,해명산민박,Haemyeongsan Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
55579,바다나라민박,sea country guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
55594,도우민박,help guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
56195,최가네민박,Choi Gane Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
56293,이화여인숙,Ewha Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
57136,바다향기펜션,Sea Fragrance Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
57728,해오름민박,Haeoreum Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
58111,황해여인숙,Hwanghae Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
58294,황제여인숙,Emperor In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
58754,명성민박,Myeongseong Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
58900,호성이네민박펜션,Hoseong Ne Bed & Breakfast Pension,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
59885,장미민박,Rose Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
59956,쌍둥이네민박,Twins Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
61072,사랑민박,Love Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
61803,사계절민박,Four Seasons Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
61903,염촌 민박,Yeomchon B&B,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
62689,석림민박,Seoklim Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
63140,유성여인숙,Yoo Seong Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
64290,장미여인숙,Rose Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
64394,오복여인숙,Oh Bok Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
65381,예전민박,Former guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
65880,벚나무집민박,Cherry Blossom Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
66046,무궁화민박,Mugunghwa Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
66279,노을바다,sunset sea,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
67331,옹진민박,Ongjin Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
67756,솔향기가득한펜션,Pension full of pine scent,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
68472,고씨네민박,Go's Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
68594,노을터민박,Noeulteo Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
68845,안악민박,Anak Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
69237,우정여인숙,Friendship Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
69811,연평민박,Yeonpyeong Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
70060,에덴민박,Eden Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
70273,왔다민박,Guest house here,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
70843,옹진여인숙,Ongjin Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
71484,바다풍경펜션,Sea View Pension,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
71550,남양여인숙,Namyang Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
73103,비조봉민박,Bijobong Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
73338,하늘민박,Sky Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
73471,인정민박,Accredited Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
73583,유일여인숙,the only woman,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
73760,할머니민박,Grandma's Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
73968,이화콘도민박,Ewha Condominium Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
73977,붉은노리민박,Red Nori Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
75012,성진농원민박,Seongjin Farm Homestay,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
75788,심청이민박,Simcheong Lee Min-bak,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
75924,북리민박,Bukli Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
76055,감나무민박,Persimmon Tree Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
76183,소나무향기펜션,Pine Fragrance Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
76241,완도민박,Wando Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
76291,약수터민박,Yaksu Homestay,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
78482,바다사랑민박,Sea Love Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
78689,해오름민박,Haeoreum Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
79254,너나들이 민박,you outing bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
79434,옹진여인숙,Ongjin Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
80031,바위민박,rock bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
80246,서울자연농원민박,Seoul Natural Farm Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
80421,누리민박,Nuri Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
81112,초이스민박,Choice Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
81158,아침꽃향기,morning flower scent,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
81421,보원민박,Bowon Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
82177,황금노을펜션,Golden Sunset Pension,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
82236,달콤빛노을펜션,Sweet Sunset Pension,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
83323,승봉민박,Seungbong Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
83375,해변민박,beach bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
84181,시골민박,Country Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
84920,산골민박,mountain lodge,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
85049,비치타운민박,Beach Town Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
85843,바다향기펜션,Sea Fragrance Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
86176,대추나무민박,Jujube Tree Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
87526,바다향기펜션,Sea Fragrance Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
88095,향기정원펜션,Fragrance Garden Pension,"('향기', 'Hyanggi')",Travel and Transport,Bed and Breakfast
89151,봉필이네민박,Bongpil's Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
89447,금강산민박,Geumgangsan Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
89636,상수네민박,Sangsu's Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
89817,바다민박,sea bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
90884,한나민박,Hanna Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
91261,착한민박,Good Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
91286,미루지민박,Miruji Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
91366,구능민박,Guneung Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
91591,해당화여인숙,Correspondent Hwa Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
93812,소나무민박,Pine Tree Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
93895,이레민박,Leere Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
94053,선창민박,Seonchang Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
94671,상해포동민박,Shanghai Pudong Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
94724,유진여인숙,Eugene Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
95060,흙집민박,mud house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
95391,노을과바다펜션,Sunset and Sea Pension,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
95524,충남민박,Chungnam Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
95539,노을빛머무는집,house of sunset,"('노을', 'Noeul')",Travel and Transport,Bed and Breakfast
95801,자전거탄풍경,bike shot scene,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
95803,노송민박,Old Song Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
96621,서울여인숙,Seoul Insuk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
96748,삼정민박,Samjeong Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
98155,마을민박,Village Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
98467,민박작은섬,small island,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
98491,선진민박,Sunjin Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
98537,굴업민박,Oyster Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
98543,풍경,Scenery,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
98967,해변민박,beach bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
99436,채리네민박,Chaerine Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
99846,나들이민박,outing bed and breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
100000,경기여인숙,Gyeonggi Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
100015,수정여인숙,Sujeong Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
100437,장산곶민박,Jangsangot Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
101031,아삭아삭순무민박,Crispy Turnips Homestay,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
101091,청운여인숙,Cheongwoon Insook,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
101254,행운민박,lucky guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
101338,숲속바다풍경,forest sea view,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
102211,사람사는세상민박,People's Living World Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
102380,하늘민박,Sky Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
102584,송일여인숙,Song Il Yeo In-suk,"('여인숙', 'Inn')",Travel and Transport,Bed and Breakfast
102806,상규네민박,Sangkyu Ne Bed & Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
102821,해안민박,Coastal Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
103320,수국민박,Hydrangea Folklore,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
103345,별총총바다풍경펜션,Byeolchongchong Seascape Pension,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
104147,왕산포도원민박,Wangsan Grape Garden Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
104277,동막민박,Dongmak Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
104606,도라지민박,Bellflower Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
105125,섬마을민박,Island Village Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
106151,황토민박,loess guest house,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
106489,한들민박,Handeul Bed and Breakfast,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
106617,선재도바다풍경,Seonjaedo sea view,"('풍경', 'Punggyeong')",Travel and Transport,Bed and Breakfast
106681,십리포바다가보이는민박,B&B with a sea view of Simpo,"('민박', 'Guesthouse')",Travel and Transport,Bed and Breakfast
