,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
34263,34264,3024894,두리나루,,Durinaru,Travel and Transport,Dock,126.76428489959392,37.577232400161904,대한민국,KOR,KOR,인천광역시,계양구,,상야동,,,,425-1,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
35112,35113,1857321,당섬선착장,,Dangseom Pier,Travel and Transport,Dock,125.71399999999718,37.655490399999806,대한민국,KOR,KOR,인천광역시,옹진군,,연평면,연평리,연평로,15,산16-1,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
35660,35661,2887431,귤현나루,굴현나루,Tangerine Hyeonnaru,Travel and Transport,Dock,126.73986819993095,37.57422229989373,대한민국,KOR,KOR,인천광역시,계양구,,장기동,,,,47,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
36530,36531,1252890,월미도선착장,,Wolmido Wharf,Travel and Transport,Dock,126.59756129999982,37.475715699999775,대한민국,KOR,KOR,인천광역시,중구,,북성동1가,,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
47329,47330,5456019,신도1리선착장, ,Sindo 1-ri Wharf,Travel and Transport,Dock,126.4376261998696,37.52921930029674,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,신도리,,,789-11,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
49641,49642,1856829,백령도선착장,백령도용기포선착장,Baengnyeongdo Wharf,Travel and Transport,Dock,124.73367724158,37.95579994199096,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,백령로,20-23,산33,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
53381,53382,1006815,외포리선착장,,Oepo-ri Wharf,Travel and Transport,Dock,126.38132499999848,37.70049299999924,대한민국,KOR,KOR,인천광역시,강화군,,내가면,외포리,해안서로,883,763-60,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
58649,58650,1165674,인천항제2부두,,Incheon Port Pier 2,Travel and Transport,Dock,126.61975479945184,37.46475600003546,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,,,1-48,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
59360,59361,5455986,떼무리선착장, ,herd wharf,Travel and Transport,Dock,126.44058629949664,37.37299910034268,대한민국,KOR,KOR,인천광역시,중구,,무의동,,,,998-12,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
61669,61670,2153708,영진공사남항부두,,Yeongjin Corporation South Port Pier,Travel and Transport,Dock,126.61866390028884,37.445099999730864,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,서해대로179번길,19,101-2,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
63481,63482,23054,월미도유람선선착장,,Wolmido cruise ship pier,Travel and Transport,Dock,126.59748320024684,37.475184900345376,대한민국,KOR,KOR,인천광역시,중구,,북성동1가,,월미문화로,36,98-6,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
64955,64956,3351856,북리선착장,,Bukri Wharf,Travel and Transport,Dock,126.12126600000047,37.25352300024301,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,북리,,,154-5,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
67096,67097,3137283,귤현나루,,Tangerine Hyeonnaru,Travel and Transport,Dock,126.73933890007396,37.573316700190205,대한민국,KOR,KOR,인천광역시,계양구,,장기동,,,,115-229,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
70557,70558,500321,석포리선착장,,Seokpo-ri Wharf,Travel and Transport,Dock,126.36728739969944,37.69367979990265,대한민국,KOR,KOR,인천광역시,강화군,,삼산면,석포리,삼산북로,4,526-1,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
72495,72496,289073,진리도우선착장,진리선착장,Jinrido Wharf,Travel and Transport,Dock,126.15628549950868,37.226396300330464,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,진리,,,86-3,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
73762,73763,1165374,인천항제4부두,,Incheon Port Pier 4,Travel and Transport,Dock,126.62346539954984,37.45755369989477,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,내항로,182,1-19,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
91361,91362,3351846,서검도선착장,,Seogumdo Wharf,Travel and Transport,Dock,126.23660440922144,37.730883438719566,대한민국,KOR,KOR,인천광역시,강화군,,삼산면,서검리,,,87-86,2022-08-02 16:47:12,"도로,교통||운송||페리,해운||선착장",False
91391,91392,5167671,살꾸지선착장,,Salkuji Wharf,Travel and Transport,Dock,126.25931650038513,37.62959000004632,대한민국,KOR,KOR,인천광역시,강화군,,서도면,주문도리,,,산4-2,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
93576,93577,764501,인천항제1부두,인천항1부두,Incheon Port Pier 1,Travel and Transport,Dock,126.62284344828136,37.467563392283566,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,인중로,191-6,1-26,2020-06-04 0:00:00,"도로,교통||교통시설||페리,해운||부두",False
100292,100293,2599299,북항제4부두,,North Port Pier 4,Travel and Transport,Dock,126.64060399965383,37.50458199983448,대한민국,KOR,KOR,인천광역시,서구,,원창동,,,,445-2,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
101329,101330,233957,남항유어선부두,남항부두,Namhang fishing boat pier,Travel and Transport,Dock,126.61296019998385,37.45369409967137,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,축항대로,142,27-171,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
101574,101575,654256,잠진도선착장,,Jamjindo Wharf,Travel and Transport,Dock,126.41503900046756,37.41681700022498,대한민국,KOR,KOR,인천광역시,중구,,덕교동,,,,103-22,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
105437,105438,1165675,인천항제3부두,,Incheon Port Pier 3,Travel and Transport,Dock,126.6233848996758,37.46110959986287,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,,,1-48,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
105749,105750,1253958,야달선착장,,Yadal Wharf,Travel and Transport,Dock,126.32699999958434,37.523074999627454,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,장봉리,,,산141-5,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
106572,106573,1252918,동검선착장,,Donggeom Wharf,Travel and Transport,Dock,126.52553750020272,37.58594040037729,대한민국,KOR,KOR,인천광역시,강화군,,길상면,동검리,,,109-2,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
108852,108853,5456158,예동선착장, ,Yedong Wharf,Travel and Transport,Dock,124.75245659984878,37.76995559994934,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,소청리,,,322-1,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
109331,109332,882916,화수부두,,Hwasu Pier,Travel and Transport,Dock,126.62958259980984,37.48908949990447,대한민국,KOR,KOR,인천광역시,동구,,화수동,,,,7-357,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
112134,112135,1120687,매음리선착장,,Maeum-ri Wharf,Travel and Transport,Dock,126.32697499997634,37.6545070999137,대한민국,KOR,KOR,인천광역시,강화군,,삼산면,매음리,,,1048-16,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
118188,118189,1253843,한국북항INTC부두,한국북항아이엔티씨부두,Korea North Port INTC Pier,Travel and Transport,Dock,126.64027499943384,37.499176300337176,대한민국,KOR,KOR,인천광역시,서구,,석남동,,원석로,41,656,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
119158,119159,402424,교동도선착장,,Gyodongdo Wharf,Travel and Transport,Dock,126.31704040041332,37.77422209999964,대한민국,KOR,KOR,인천광역시,강화군,,교동면,상용리,,,605-12,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
121748,121749,1254011,인천항석탄부두,,Incheon Port Coal Pier,Travel and Transport,Dock,126.59967650348996,37.44280565672284,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,축항대로118번길,147,82-1,2021-12-23 15:49:18,"도로,교통||교통시설||페리,해운||부두",False
123120,123121,1857305,소연평도선착장,,Soyeonpyeongdo Wharf,Travel and Transport,Dock,125.70740470020309,37.61268409964354,대한민국,KOR,KOR,인천광역시,옹진군,,연평면,연평리,,,999-3,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
129986,129987,5456059,고봉포항선착장, ,Gobongpo Port Pier,Travel and Transport,Dock,124.68572099976396,37.98403440014346,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,,,산161,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
131081,131082,3464073,경인항인천컨테이너부두,경인컨테이너부두,Gyeongin Port Incheon Container Pier,Travel and Transport,Dock,126.59732999999991,37.566049999999834,대한민국,KOR,KOR,인천광역시,서구,,오류동,,거첨로,295,1543,2018-09-18 8:08:08,"도로,교통||교통시설||페리,해운||부두",False
132857,132858,651380,남항유선승선장,남항승선장,Namhang ferry terminal,Travel and Transport,Dock,126.60938750015184,37.45252630003325,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,,,27-174,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
135738,135739,977838,초지진선착장,,Chojijin Wharf,Travel and Transport,Dock,126.53151299956676,37.635882000160414,대한민국,KOR,KOR,인천광역시,강화군,,길상면,초지리,해안동로,96-20,616-78,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
136297,136298,1033984,인천항제5부두,인천항5부두,Incheon Port Pier 5,Travel and Transport,Dock,126.60531069947184,37.45992640019036,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,내항로,2-17,40,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
136529,136530,5456070,옥죽포선착장, ,Okjukpo Wharf,Travel and Transport,Dock,124.72134649996983,37.84652019999923,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,대청리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
138102,138103,1256523,소이작도선착장,,Soijakdo Wharf,Travel and Transport,Dock,126.24276380010008,37.18174580035168,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,이작리,,,44-7,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
142243,142244,2887353,시천나루선착장,시천나루,Sicheon Naru Wharf,Travel and Transport,Dock,126.67601399992292,37.570990500301725,대한민국,KOR,KOR,인천광역시,서구,,시천동,,,,162-238,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
142321,142322,260484,하리선착장,,Hari Wharf,Travel and Transport,Dock,126.2875399996942,37.7281557995512,대한민국,KOR,KOR,인천광역시,강화군,,삼산면,하리,삼산북로,886,67-5,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
146485,146486,994409,선수선착장,,athlete's dock,Travel and Transport,Dock,126.3856078003485,37.638506300094846,대한민국,KOR,KOR,인천광역시,강화군,,화도면,내리,해안남로,2781,1836,2022-08-08 10:29:42,"도로,교통||운송||페리,해운||선착장",False
147122,147123,1829622,연안부두,,coastal pier,Travel and Transport,Dock,126.6003589999996,37.4556063999997,대한민국,KOR,KOR,인천광역시,중구,,항동1가,,,,,2022-05-01 12:37:48,"도로,교통||교통시설||페리,해운||부두",False
147133,147134,495055,삼목선착장,,Sammok Wharf,Travel and Transport,Dock,126.45249999999984,37.499916999999805,대한민국,KOR,KOR,인천광역시,중구,,운서동,,,,,2021-12-23 15:49:18,"도로,교통||운송||페리,해운||선착장",False
147139,147140,909998,을왕리선착장,,Eurwang-ri Wharf,Travel and Transport,Dock,126.36943799999972,37.4482259999998,대한민국,KOR,KOR,인천광역시,중구,,을왕동,,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147151,147152,514028,큰무리선착장,,big wharf,Travel and Transport,Dock,126.41475229999953,37.410534699999324,대한민국,KOR,KOR,인천광역시,중구,,무의동,,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147153,147154,4043472,샘꾸미선착장,,Samkumi Wharf,Travel and Transport,Dock,126.43666689999976,37.37470129999939,대한민국,KOR,KOR,인천광역시,중구,,무의동,,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147156,147157,1167295,물치도선착장,물치도선착장,Mulchido Wharf,Travel and Transport,Dock,126.58734069999971,37.49674829999972,대한민국,KOR,KOR,인천광역시,동구,,만석동,,,,,2021-12-23 15:49:18,"도로,교통||운송||페리,해운||선착장",False
147226,147227,5456152,세어도항선착장, ,Seodo Port Pier,Travel and Transport,Dock,126.56904329999992,37.573562599999846,대한민국,KOR,KOR,인천광역시,서구,,원창동,,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147282,147283,170124,선두4리선착장,,Leading 4 Ri Wharf,Travel and Transport,Dock,126.48004999999984,37.60370699999985,대한민국,KOR,KOR,인천광역시,강화군,,길상면,선두리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147284,147285,1074112,황산선착장,,Huangshan Wharf,Travel and Transport,Dock,126.53918799999984,37.625198999999846,대한민국,KOR,KOR,인천광역시,강화군,,길상면,초지리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147300,147301,794500,남산포선착장,,Namsanpo Wharf,Travel and Transport,Dock,126.29113799999962,37.7628579999999,대한민국,KOR,KOR,인천광역시,강화군,,교동면,읍내리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147301,147302,1693275,석모선착장,선창선착장,Seokmo Wharf,Travel and Transport,Dock,126.32387010051433,37.70913650031302,대한민국,KOR,KOR,인천광역시,강화군,,삼산면,석모리,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147325,147326,437109,주문도선착장,,order dock,Travel and Transport,Dock,126.23575399999956,37.654910799999854,대한민국,KOR,KOR,인천광역시,강화군,,서도면,주문도리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147327,147328,3351849,아차도선착장,,Achado Wharf,Travel and Transport,Dock,126.23499899999953,37.65988299999986,대한민국,KOR,KOR,인천광역시,강화군,,서도면,아차도리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147335,147336,314707,신도선착장,,Sindo Wharf,Travel and Transport,Dock,126.43943849999982,37.514038399999805,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,신도리,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147339,147340,5456030,모도선착장, ,Modo Wharf,Travel and Transport,Dock,126.4150868999998,37.536689799999806,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,모도리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147340,147341,5456041,명촌선착장, ,Myeongchon Wharf,Travel and Transport,Dock,126.33505599999968,37.52735379999981,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,장봉리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147349,147350,5456038,대빈창선착장, ,Daebinchang Wharf,Travel and Transport,Dock,126.33732129999972,37.55210739999982,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,장봉리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147350,147351,182709,장봉선착장,,Jangbong Wharf,Travel and Transport,Dock,126.38471299999976,37.53039199999981,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,장봉리,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147363,147364,1257239,대청도선착장,,Daecheongdo Wharf,Travel and Transport,Dock,124.71642499996952,37.825974999999225,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,대청리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147370,147371,1850373,사탄동선착장,,Satan Dong Wharf,Travel and Transport,Dock,124.6790999999672,37.81428329999915,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,대청리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147371,147372,1850852,답동선착장,,Dapdong Wharf,Travel and Transport,Dock,124.7468291999713,37.77644689999924,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,소청리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147372,147373,5456162,분암포선착장, ,Bunampo Wharf,Travel and Transport,Dock,124.76779419997249,37.76911059999927,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,소청리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147373,147374,5456156,아진포선착장, ,Ajinpo Wharf,Travel and Transport,Dock,124.74022289997092,37.77276819999923,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,소청리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147383,147384,5456086,진리선착장, ,Jinri Wharf,Travel and Transport,Dock,126.14873099999932,37.2153443999997,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,진리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147384,147385,1035928,서포리선착장,덕적도선착장,Seopori Wharf,Travel and Transport,Dock,126.11094189999925,37.214062999999705,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,서포리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147388,147389,5456092,선촌항선착장, ,Seonchon Port Pier,Travel and Transport,Dock,126.1817898999994,37.21694849999969,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,소야리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147390,147391,5456090,텃골항선착장, ,Tuegol Port Pier,Travel and Transport,Dock,126.1734624999994,37.222541799999696,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,소야리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147393,147394,5456112,대촌선착장, ,Daechon Wharf,Travel and Transport,Dock,125.95384779999868,37.075677299999626,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,백아리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147394,147395,3351853,보건소마을선착장,보건소선착장,Health Center Village Pier,Travel and Transport,Dock,125.95555899999864,37.084585999999646,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,백아리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147395,147396,3351852,발전소마을선착장,발전소선착장,Power Plant Village Pier,Travel and Transport,Dock,125.94477800044018,37.075973999778526,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,백아리,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147396,147397,3351854,지도선착장,,map dock,Travel and Transport,Dock,126.01253299999892,37.06631799999963,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,백아리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147397,147398,5456111,백아도선착장, ,Baeka-do Wharf,Travel and Transport,Dock,125.96487989999872,37.08119209999963,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,백아리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147401,147402,3351855,문갑도선착장,,Mungapdo Wharf,Travel and Transport,Dock,126.11318599999925,37.17081499999968,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,문갑리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147404,147405,3351857,굴업도선착장,,Gullupdo Wharf,Travel and Transport,Dock,125.9859979999988,37.18901499999968,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,굴업리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147418,147419,2568944,넛출선착장,,nut wharf,Travel and Transport,Dock,126.51047319981372,37.254209399706674,대한민국,KOR,KOR,인천광역시,옹진군,,영흥면,선재리,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147420,147421,5455980,선재선착장, ,Seonjae Wharf,Travel and Transport,Dock,126.53853779999989,37.2338933999997,대한민국,KOR,KOR,인천광역시,옹진군,,영흥면,선재리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147422,147423,4042888,선재도선착장,,Seonjaedo Wharf,Travel and Transport,Dock,126.53428799999988,37.24082489999972,대한민국,KOR,KOR,인천광역시,옹진군,,영흥면,선재리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147429,147430,1013508,다싯물선착장,,Dashitmul Wharf,Travel and Transport,Dock,126.30112149999962,37.25295409999971,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,자월리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147435,147436,847369,자월도선착장,달바위선착장,Jawoldo Wharf,Travel and Transport,Dock,126.31837009999965,37.24404049999951,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,자월리,,,,2021-12-23 15:49:18,"도로,교통||운송||페리,해운||선착장",False
147436,147437,1256527,대이작도선착장,파일럿부두선착장,Daeijakdo Wharf,Travel and Transport,Dock,126.24764999999957,37.17881789999968,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,이작리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147439,147440,5456136,간이선착장, ,simple wharf,Travel and Transport,Dock,126.2180413999995,37.18545839999969,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,이작리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147440,147441,226858,승봉도선착장,,Seungbongdo Wharf,Travel and Transport,Dock,126.29062479999963,37.16994909999968,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,승봉리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147442,147443,5456140,이일레선착장, ,Iele Wharf,Travel and Transport,Dock,126.30606269999961,37.16064579999968,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,승봉리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
147458,147459,5096236,소연평도나루터,소연평도선착장,Soyeonpyeong Island Ferry,Travel and Transport,Dock,125.72048610004924,37.614166400445015,대한민국,KOR,KOR,인천광역시,옹진군,,연평면,연평리,,,,2022-05-01 12:37:48,"도로,교통||운송||페리,해운||선착장",False
147462,147463,1044012,안목선착장,,Anmok Wharf,Travel and Transport,Dock,125.71421249999716,37.6493653999998,대한민국,KOR,KOR,인천광역시,옹진군,,연평면,연평리,,,,2018-09-18 8:08:08,"도로,교통||운송||페리,해운||선착장",False
