,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
12545,12546,1873121,배스킨라빈스 부평삼산,배스킨라빈스31 부평삼산,Baskin Robbins Bupyeong Samsan,Food,Ice Cream Shop,126.73441383735772,37.50841132717997,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,체육관로,24,462-5,2022-07-19 20:20:05,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
13038,13039,27455760,배스킨라빈스 인천구월CGV,,Baskin Robbins Incheon Guwol CGV,Food,Ice Cream Shop,126.70196329999992,37.45173789999988,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,예술로,198,1130,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
14571,14572,27448061,배스킨라빈스 인천제물포점,,Baskin Robbins Incheon Jemulpo,Food,Ice Cream Shop,126.65808339999997,37.46602049999979,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,경인로,140,57-2,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
18791,18792,362378,배스킨라빈스 인천동암역,,Baskin Robbins Incheon Dongam Station,Food,Ice Cream Shop,126.70214389138422,37.471505982011045,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,동암광장로,16,402-54,2022-07-19 20:20:05,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
19470,19471,5725075,배스킨라빈스 구월아시아드,배스킨라빈스31 구월아시아드,Baskin Robbins September Asiad,Food,Ice Cream Shop,126.70983555613412,37.44245582680578,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,568,1533-2,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
19743,19744,5727061,배스킨라빈스 인천갈산역,배스킨라빈스31 인천갈산역,Baskin Robbins Incheon Galsan Station,Food,Ice Cream Shop,126.7221874372666,37.516520738969454,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,평천로,286,177,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
21542,21543,27447920,배스킨라빈스 학익신동아,,Baskin Robbins Hakik Shin Dong-a,Food,Ice Cream Shop,126.67436999999993,37.43930499999978,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,470,661-8,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
21860,21861,3359202,배스킨라빈스 백운역점,,Baskin Robbins Baegun Station Branch,Food,Ice Cream Shop,126.70978826890023,37.48906793152111,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1260,307-20,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
22152,22153,383797,배스킨라빈스 인천구월중앙로점,,Baskin Robbins Incheon Guwol Jungang-ro Branch,Food,Ice Cream Shop,126.70123547517008,37.44423165703626,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로489번길,16,1467,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
22643,22644,1266981,배스킨라빈스 인천원당,,"Baskin Robbins per 1,000 won",Food,Ice Cream Shop,126.69866830973857,37.593245916894574,대한민국,KOR,KOR,인천광역시,서구,,당하동,,원당대로,876,1028-17,2022-07-19 20:20:05,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
25814,25815,1264637,배스킨라빈스 부평명동점,,Baskin Robbins Bupyeong Myeong-dong,Food,Ice Cream Shop,126.7249066525203,37.492892325485485,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,시장로,19,193-18,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
26799,26800,27451660,배스킨라빈스 송도퍼스트파크점,,Baskin Robbins Songdo First Park Branch,Food,Ice Cream Shop,126.63491469999992,37.38808559999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로230번길,42,98-2,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
29420,29421,27447725,배스킨라빈스 부평센트럴시티,,Baskin Robbins Bupyeong Central City,Food,Ice Cream Shop,126.69758739999995,37.47560999999981,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,,,289-3,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
31033,31034,27183236,배스킨라빈스 송도글로벌캠퍼스점,배스킨라빈스31 송도글로벌캠퍼스점,Baskin Robbins Songdo Global Campus Branch,Food,Ice Cream Shop,126.65369039999996,37.37669229999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도문화로28번길,28,190-2,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
33979,33980,3360587,배스킨라빈스간석홈플러스점,,Baskin Robbins Ganseok Homeplus,Food,Ice Cream Shop,126.68961200031292,37.469464999951285,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경원대로,971,616-3,2022-06-13 10:44:13,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
35117,35118,582295,배스킨라빈스 인천임학역점,,Baskin Robbins Incheon Imhak Station Branch,Food,Ice Cream Shop,126.73897969186112,37.545741659523166,대한민국,KOR,KOR,인천광역시,계양구,,임학동,,장제로,881,10-7,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
35460,35461,1270285,배스킨라빈스 인천계양구청점,배스킨라빈스31 인천계양구청점,Baskin Robbins Incheon Gyeyang-gu Office,Food,Ice Cream Shop,126.73865901556645,37.53808417307391,대한민국,KOR,KOR,인천광역시,계양구,,용종동,,계산새로,93,211-4,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
36277,36278,410296,배스킨라빈스 인천동춘,,Baskin Robbins Incheon Dongchun,Food,Ice Cream Shop,126.67253940956373,37.40697415577732,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로,266,932,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
40740,40741,20021835,배스킨라빈스 인천검단사거리점,배스킨라빈스31인천검단사거리점,Baskin Robbins Incheon Geomdan Intersection,Food,Ice Cream Shop,126.65761479999993,37.60233449999984,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,170,910-2,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
41259,41260,4106809,배스킨라빈스 인천청라홈플러스,,Baskin Robbins Incheon Cheongna Homeplus,Food,Ice Cream Shop,126.64892507238392,37.53237455100897,대한민국,KOR,KOR,인천광역시,서구,,청라동,,중봉대로,587,157-22,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
42308,42309,1272141,배스킨라빈스 부평부개,배스킨라빈스31 부평부개,Baskin Robbins Bupyeong Boogae,Food,Ice Cream Shop,126.74025062103956,37.50392427953943,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,길주남로,175,497-1,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
43412,43413,1256783,배스킨라빈스 인천옥련,,Baskin Robbins Incheon Okryun,Food,Ice Cream Shop,126.64443667504985,37.42435156817436,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로,41,194-5,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
44121,44122,27453905,배스킨라빈스 인천석바위점,배스킨라빈스31 인천석바위점,Baskin Robbins Incheon Seokbawi Branch,Food,Ice Cream Shop,126.68913169999993,37.458692699999794,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,851,1005-1,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
44514,44515,3811928,배스킨라빈스 송도하버뷰,배스킨라빈스31 송도하버뷰,Baskin Robbins Songdo Harbor View,Food,Ice Cream Shop,126.64521467651488,37.39532296965399,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,해돋이로,168,21-13,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
44923,44924,1261518,배스킨라빈스 인천구월힐캐슬,배스킨라빈스31인천구월힐캐슬점,Baskin Robbins Incheon Guwol Hill Castle,Food,Ice Cream Shop,126.71523069999996,37.456508299999776,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월로,221,1241-5,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
45184,45185,1871277,배스킨라빈스 인천관교,배스킨라빈스31 인천관교,Baskin Robbins Incheon Gwangyo,Food,Ice Cream Shop,126.69869056144724,37.444268193964234,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화로,59,1407,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
45554,45555,1264499,배스킨라빈스 인천간석,,Baskin Robbins Incheon Tidal Stone,Food,Ice Cream Shop,126.7081233426197,37.4611756266253,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,881,284-2,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
45704,45705,3359833,배스킨라빈스인천연수홈플러스점,,Baskin Robbins Incheon Yeonsu Homeplus,Food,Ice Cream Shop,126.68352599981996,37.40675499964978,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,청능대로,210,926,2022-06-13 10:44:13,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
49997,49998,27448556,배스킨라빈스 선학점,,Baskin Robbins Preferred Credit,Food,Ice Cream Shop,126.69829759999995,37.42618829999979,대한민국,KOR,KOR,인천광역시,연수구,,선학동,,학나래로118번길,47,406-8,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
50859,50860,27454008,배스킨라빈스 청라호수공원점,,Baskin Robbins Cheongna Lake Park Branch,Food,Ice Cream Shop,126.64025551295832,37.53327301356886,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라루비로,93,152-9,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
52810,52811,4337948,배스킨라빈스 인천청라경서,,Baskin Robbins Incheon Cheongna Gyeongseo,Food,Ice Cream Shop,126.63079806708735,37.52564987223476,대한민국,KOR,KOR,인천광역시,서구,,청라동,,솔빛로,88,105-52,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
52866,52867,27450721,배스킨라빈스 인천가정점,배스킨라빈스31 인천가정점,Baskin Robbins Incheon Gajeong Branch,Food,Ice Cream Shop,126.67036039999996,37.527196299999815,대한민국,KOR,KOR,인천광역시,서구,,가정동,,봉오재3로,96,618-1,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
53044,53045,27138526,배스킨라빈스 부평역광장,,Baskin Robbins Bupyeong Station Square,Food,Ice Cream Shop,126.7236414235614,37.49008977072929,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,광장로,16,738-21,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
53628,53629,1258501,배스킨라빈스 간석역남부점,,Baskin Robbins Ganseok Station South Branch,Food,Ice Cream Shop,126.69498759999993,37.461846499999794,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로864번길,114,1618,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
55411,55412,236897,배스킨라빈스 인천연수,배스킨라빈스31 인천연수,Baskin Robbins Incheon Yeonsu,Food,Ice Cream Shop,126.67568369999996,37.414336399999776,대한민국,KOR,KOR,인천광역시,연수구,,청학동,,청능대로,93,503-4,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
60220,60221,27445474,배스킨라빈스 인천공항터미널점,,Baskin Robbins Incheon Airport Terminal,Food,Ice Cream Shop,126.45110021845716,37.44910161346517,대한민국,KOR,KOR,인천광역시,중구,,운서동,,공항로,272,2840,2022-08-24 14:41:06,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
62237,62238,27448202,배스킨라빈스 인하홈플러스,배스킨라빈스31 인하홈플러스,Baskin Robbins Inha Homeplus,Food,Ice Cream Shop,126.65088689999992,37.447144899999785,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,소성로,6,648,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
62584,62585,3360579,배스킨라빈스 논현홈플러스,,Baskin Robbins Nonhyeon Homeplus,Food,Ice Cream Shop,126.72569802569812,37.40061992480624,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,청능대로,596,650-1,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
63586,63587,27448381,배스킨라빈스 부평하늘채,,Baskin Robbins Bupyeong Sky Chae,Food,Ice Cream Shop,126.73727809999998,37.49711849999981,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,동수천로,132,502-9,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
65985,65986,27447936,배스킨라빈스 송림트레이더스점,,Baskin Robbins Songlim Traders,Food,Ice Cream Shop,126.66035029999996,37.48306549999982,대한민국,KOR,KOR,인천광역시,동구,,송림동,,봉수대로,82,296-2,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
68794,68795,1258998,배스킨라빈스 인천주안,배스킨라빈스31 인천주안,Baskin Robbins Incheon Juan,Food,Ice Cream Shop,126.67998934445392,37.460705896955034,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,709,206-5,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
75233,75234,3360512,배스킨라빈스인천공항1호점,,Baskin Robbins Incheon Airport 1st Branch,Food,Ice Cream Shop,126.4528819996728,37.44952000000546,대한민국,KOR,KOR,인천광역시,중구,,운서동,,공항로,272,2840,2022-06-13 10:44:13,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
75306,75307,4106804,배스킨라빈스 인천만수역,배스킨라빈스31인천만수역점,Baskin Robbins Incheon Bay,Food,Ice Cream Shop,126.73232519999996,37.454718799999775,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월로,376,956,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
75551,75552,27456250,배스킨라빈스 홈플러스간석,,Baskin Robbins Homeplus Tidal Stone,Food,Ice Cream Shop,126.6894506720224,37.46922699478777,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경원대로,971,616-3,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
79395,79396,3359947,배스킨라빈스 인천신기시장,배스킨라빈스31인천신기시장점,Baskin Robbins Incheon Shingi Market,Food,Ice Cream Shop,126.6775413389804,37.44834866028008,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,263-1,1437-11,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
79771,79772,486673,배스킨라빈스 인천송도점,배스킨라빈스31 인천송도점,Baskin Robbins Incheon Songdo Branch,Food,Ice Cream Shop,126.65187479999562,37.39623990000175,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로,55,2-3,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
81640,81641,5708234,배스킨라빈스 인천당하점,배스킨라빈스31 인천당하점,Baskin Robbins Incheon Dangha Branch,Food,Ice Cream Shop,126.67449133494075,37.59337714257686,대한민국,KOR,KOR,인천광역시,서구,,당하동,,원당대로,660-1,1092-2,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
83576,83577,3811931,배스킨라빈스 인천청라,배스킨라빈스31인천청라점,Baskin Robbins Incheon Cheongna,Food,Ice Cream Shop,126.65309925845304,37.53388506623629,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라라임로,71,162-10,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
84056,84057,1269039,배스킨라빈스 부평산곡,,Baskin Robbins Bupyeongsangok,Food,Ice Cream Shop,126.71445576331838,37.50342827446318,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로,434,137-13,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
86961,86962,27451062,배스킨라빈스 인천스퀘어원점,,Baskin Robbins Incheon Square One,Food,Ice Cream Shop,126.68362209999982,37.40599819999987,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,청능대로,210,926,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
88459,88460,2601172,배스킨라빈스 인천청천,,Baskin Robbins Incheon Cheongcheon,Food,Ice Cream Shop,126.70408482969204,37.51266877466617,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,388,190-1,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
89220,89221,4623775,배스킨라빈스 인천석남점,,Baskin Robbins Incheon Seoknam Branch,Food,Ice Cream Shop,126.67189154489328,37.50242981114785,대한민국,KOR,KOR,인천광역시,서구,,석남동,,가정로,199,583-44,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
89381,89382,1254913,배스킨라빈스 인천용현,배스킨라빈스31인천용현점,Baskin Robbins Incheon Yonghyeon,Food,Ice Cream Shop,126.63497612540554,37.44902405937855,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,1,627-522,2022-08-18 12:00:50,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
89429,89430,27451063,배스킨라빈스 인천연수홈플러스,,Baskin Robbins Incheon Yeonsu Homeplus,Food,Ice Cream Shop,126.68362209999982,37.40599819999987,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,청능대로,210,926,2022-08-12 13:15:03,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
90386,90387,5676657,배스킨라빈스 주안역북부,배스킨라빈스31주안역북부점,Baskin Robbins Juan Station North,Food,Ice Cream Shop,126.679100544897,37.465908851135595,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,길파로,1,25-39,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
90885,90886,3359948,배스킨라빈스 인천학익,,Baskin Robbins Incheon Hak-ik,Food,Ice Cream Shop,126.66202039999995,37.441410999999775,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,355,209-3,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
91689,91690,3359200,배스킨라빈스 동인천역점,,Baskin Robbins Dongincheon Station Branch,Food,Ice Cream Shop,126.63054919999992,37.4747877999998,대한민국,KOR,KOR,인천광역시,중구,,인현동,,우현로,89,20-8,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
94601,94602,4106805,배스킨라빈스 서창점,배스킨라빈스31인천서창점,Baskin Robbins Seochang,Food,Ice Cream Shop,126.75040908175656,37.42420256488503,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남로,52,664-1,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
96548,96549,549408,배스킨라빈스 영종도점,배스킨라빈스31 영종도점,Baskin Robbins Yeongjongdo Branch,Food,Ice Cream Shop,126.49173029999984,37.4935100999998,대한민국,KOR,KOR,인천광역시,중구,,운서동,,신도시남로142번길,6,2803-1,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
97479,97480,27117342,배스킨라빈스 인천검단이마트,,Baskin Robbins Incheon Geomdan E-Mart,Food,Ice Cream Shop,126.67721619999996,37.585715099999845,대한민국,KOR,KOR,인천광역시,서구,,당하동,,서곶로,754,1065-1,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
98963,98964,3359832,배스킨라빈스 인천논현에코점,배스킨라빈스31인천논현에코점,Baskin Robbins Incheon Nonhyeon Eco Branch,Food,Ice Cream Shop,126.72649424192043,37.391796265999645,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,에코중앙로156번길,5-15,772-8,2022-07-19 20:20:05,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
99416,99417,26997854,배스킨라빈스 인천송림오거리,,Baskin Robbins Incheon Songrim Five-way Intersection,Food,Ice Cream Shop,126.64698289999994,37.4762779999998,대한민국,KOR,KOR,인천광역시,동구,,송림동,,송림로,110,125-17,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
99573,99574,27454015,배스킨라빈스 송도캠퍼스타운점,,Baskin Robbins Songdo Campus Town,Food,Ice Cream Shop,126.66503229999992,37.38819809999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도과학로27번길,55,149,2022-09-06 15:18:26,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
101134,101135,27112093,배스킨라빈스 인천만수시장점,,Baskin Robbins Incheon Mansu Market,Food,Ice Cream Shop,126.73580032105664,37.461800199477786,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수서로,87,68-11,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
103171,103172,3359408,배스킨라빈스 부평미래타운,배스킨라빈스31 부평미래타운,Baskin Robbins Bupyeong Mirae Town,Food,Ice Cream Shop,126.74265629499864,37.52178054254087,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,부평북로,442,388-11,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
104037,104038,3172425,배스킨라빈스인천주안역사지하점,,Baskin Robbins Incheon Juan Station Underground Branch,Food,Ice Cream Shop,126.67987239278592,37.4644145835837,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,주안로,86,235,2022-05-09 18:01:21,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
104434,104435,2597988,배스킨라빈스 인천검암,,Baskin Robbins Incheon Guam,Food,Ice Cream Shop,126.67495429999995,37.56558389999984,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,497,598-2,2022-08-30 9:43:30,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
104702,104703,3359199,배스킨라빈스 가좌홈플러스,,Baskin Robbins,Food,Ice Cream Shop,126.6707512685499,37.49766977440988,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,가정로151번길,11,118,2022-08-19 9:48:28,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
105122,105123,4107962,배스킨라빈스 송도홈플러스,,Baskin Robbins Songdo Homeplus,Food,Ice Cream Shop,126.65585199786584,37.38033790067114,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도국제대로,165,168-3,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
106854,106855,3360600,배스킨라빈스 검단롯데마트점,,Baskin Robbins Geomdan Lotte Mart,Food,Ice Cream Shop,126.6643770269436,37.59445407119454,대한민국,KOR,KOR,인천광역시,서구,,마전동,,원당대로,581,1031-1,2022-08-16 16:52:33,"음식||카페,디저트||아이스크림||프랜차이즈||배스킨라빈스",False
