,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
45664,45665,20202132,부일식당전용주차장,부일식당전용주차장,Buil Restaurant private,Travel and Transport,Parking,126.71137811940592,37.489342416137085,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,,,284-113,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
46029,46030,230250,강화초지진무료주차장,초지진무료주차장,Ganghwacho earthquake free,Travel and Transport,Parking,126.53178570500084,37.63252272115806,대한민국,KOR,KOR,인천광역시,강화군,,길상면,초지리,해안동로,58,1251-308,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
47186,47187,20200568,호텔브랜드전용주차장,HOTEL브랜드전용주차장,hotel brand private,Travel and Transport,Parking,126.72131168702388,37.49301176953959,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로17번길,26,546-167,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
47266,47267,1246540,정각초등학교전용주차장,인천정각초등학교전용주차장,Jeonggak Elementary School private,Travel and Transport,Parking,126.71523749986848,37.45550960035334,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월로,228,24-2,2017-09-29 7:07:07,"도로,교통||교통시설||주차장||전용주차장",False
47916,47917,80753,공영주차장,,Seonnyeobawi Beach public service,Travel and Transport,Parking,126.37872976424876,37.44078632766709,대한민국,KOR,KOR,인천광역시,중구,,을왕동,,선녀바위로,55,678-129,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
48548,48549,5432783,밧지름해변공영주차장,,Batjireum Beach public service,Travel and Transport,Parking,126.1400272789486,37.21513977018813,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,진리,,,568-1,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
49543,49544,2613432,석바위시장공영주차장,석바위시장주차장,Seokbawi Market public service,Travel and Transport,Parking,126.69200000050888,37.45981670008608,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로471번길,20,924-25,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
49668,49669,20035231,인천모래내시장공영주차장,,Incheon Sandnae Market public service,Travel and Transport,Parking,126.71987891097793,37.45480173075549,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,,,1264-9,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
49759,49760,969050,계양산 공영 주차장,,Gyeyangsan public service,Travel and Transport,Parking,126.72660123994896,37.54739816427023,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양산로102번길,4,905,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
50372,50373,2736046,송림체육관1주차장,인천송림경기장1주차장,Songlim Gymnasium 1,Travel and Transport,Parking,126.64676389999988,37.48500279999976,대한민국,KOR,KOR,인천광역시,동구,,송림동,,염전로,30,344,2021-12-23 15:49:18,"도로,교통||교통시설||주차장||전용주차장",False
50437,50438,4084376,영종대교휴게소대형주차장,,Yeongjong Bridge Rest Area large,Travel and Transport,Parking,126.60765370012685,37.553971099732685,대한민국,KOR,KOR,인천광역시,서구,,청라동,,,,2-5,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
50822,50823,1857360,인천삼성요양병원전용주차장,신신웨딩부페전용주차장,Incheon Samsung Nursing Hospital private,Travel and Transport,Parking,126.63088749962884,37.47250959957319,대한민국,KOR,KOR,인천광역시,중구,,용동,,큰우물로20번길,3-4,240-1,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
52202,52203,1070577,인천국제공항 제1여객터미널 승용차주차장,인천공항 제1여객터미널 승용차주차장,Incheon International Airport Terminal 1 car,Travel and Transport,Parking,126.45258330000264,37.44431259999772,대한민국,KOR,KOR,인천광역시,중구,,운서동,,공항로,423,2851,2021-12-23 15:49:18,"도로,교통||교통시설||주차장||전용주차장",False
52358,52359,2387125,인천문학경기장P2주차장,문학경기장P2주차장,Incheon Munhak Stadium 2,Travel and Transport,Parking,126.68974710038692,37.43389370042167,대한민국,KOR,KOR,인천광역시,미추홀구,,문학동,,매소홀로,618,515,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
52473,52474,297912,간석자유시장공영유료주차장,돌산마루2호유료주차장,Ganseok Free Market public service,Travel and Transport,Parking,126.71734461535988,37.4650031945184,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,용천로176번길,55,37-6,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
52664,52665,2736125,인천남동체육관5주차장,인천남동경기장5주차장,Incheon Namdong Gymnasium 5,Travel and Transport,Parking,126.73491840033894,37.43429859978296,대한민국,KOR,KOR,인천광역시,남동구,,수산동,,소래로,500,602,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
54930,54931,3140458,덕진빌딩전용주차장,,Deokjin Building private,Travel and Transport,Parking,126.6825249996869,37.46457499983688,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,,,128-1,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
55187,55188,442360,부개역 환승 공영 주차장,부개역 공영 주차장,Bugae Station Line 1 public service,Travel and Transport,Parking,126.73954679954396,37.4895246997588,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,,,206-1,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
55408,55409,1851280,서포리해변공영주차장,서포리해수욕장공영주차장,Seopori Beach public service,Travel and Transport,Parking,126.11541249984047,37.22288459967619,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,서포리,덕적남로,591,산134-7,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
58777,58778,1747620,동구어린이교통공원주차장,동구교통공원주차장,Dong-gu Children's Transportation Park public service,Travel and Transport,Parking,126.6692270996149,37.47782689969158,대한민국,KOR,KOR,인천광역시,동구,,송림동,,방축로,231,318,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
59443,59444,6216449,향원정전용주차장,,Hyangwonjeong private,Travel and Transport,Parking,126.72781266133796,37.580993731418445,대한민국,KOR,KOR,인천광역시,계양구,,오류동,,,,80-3,2019-08-13 1:45:07,"도로,교통||교통시설||주차장||전용주차장",False
61871,61872,2736123,인천남동체육관1주차장,인천남동경기장1주차장,Incheon Namdong Gymnasium 1,Travel and Transport,Parking,126.73352239946595,37.439167699928674,대한민국,KOR,KOR,인천광역시,남동구,,수산동,,소래로,540,601,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
62482,62483,2417537,백운역환승공영주차장,백운역환승주차장,Baegun Station Line 1 public service,Travel and Transport,Parking,126.7086190003399,37.48459600018318,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,,,173-11,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||환승주차장",False
64447,64448,5706889,인천내리감리교회전용주차장,기독교대한감리회인천내리교회전용주차장,Incheon Naeri Methodist Church private,Travel and Transport,Parking,126.62891700048284,37.47347159960207,대한민국,KOR,KOR,인천광역시,중구,,내동,,,,183-2,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
65639,65640,753742,가천대길병원직원전용주차장,길병원직원전용주차장,Gachon University Gil Hospital private,Travel and Transport,Parking,126.7111380999997,37.45217099999973,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,독점로,28,1212,2021-12-23 15:49:18,"도로,교통||교통시설||주차장||전용주차장",False
65719,65720,3251959,하늘문화센터주차장,,Incheon Free Economic Zone Cheongyeongjong Management Division Office parking lot,Travel and Transport,Parking,126.47327159977168,37.495572499568524,대한민국,KOR,KOR,인천광역시,중구,,운서동,,,,2508-133,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
66015,66016,733613,이마트 동인천점여성전용주차장,EMART동인천점여성전용주차장,E-Mart Dongincheon Branch private,Travel and Transport,Parking,126.62803330004785,37.46672589997196,대한민국,KOR,KOR,인천광역시,중구,,신생동,,인중로,134,38,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
68378,68379,1254340,함허동천야영장2주차장,,Hamheo Dongcheon Campground 2,Travel and Transport,Parking,126.45587500037364,37.61016540045558,대한민국,KOR,KOR,인천광역시,강화군,,화도면,사기리,,,409-7,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
69410,69411,5718043,시민장례식장제2주차장,시민장례예식장제2주차장,Citizen's Funeral Home 2,Travel and Transport,Parking,126.64515749943284,37.46439960028948,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,,,160-24,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
70508,70509,3668039,소래포구역공영주차장,,Soraepo Station Suin Bundang Line public service,Travel and Transport,Parking,126.73425689999996,37.400651299999765,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,소래역로,51,731-7,2022-08-24 14:41:06,"도로,교통||도로시설||주차장||공영주차장",False
70720,70721,3664222,오렌지듄스GC관리동주차장,,Orange Dunes GC management building,Travel and Transport,Parking,126.58672560032892,37.35444320013039,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,인천신항대로,1120,347,2022-06-13 10:44:13,"도로,교통||교통시설||주차장||전용주차장",False
71999,72000,2387124,인천문학경기장P1주차장,문학경기장P1주차장,Incheon Munhak Stadium 1,Travel and Transport,Parking,126.6891867999229,37.434947800428965,대한민국,KOR,KOR,인천광역시,미추홀구,,문학동,,매소홀로,618,482,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
72792,72793,63385,운서역환승주차장,운서환승주차장,Unseo Station Airport Railroad Transfer,Travel and Transport,Parking,126.49385329964868,37.494273400089554,대한민국,KOR,KOR,인천광역시,중구,,운서동,,흰바위로59번길,32,2807-1,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||환승주차장",False
75680,75681,4000311,애관극장전용주차장,,Aegwan Theater private,Travel and Transport,Parking,126.62960519948686,37.47253989963627,대한민국,KOR,KOR,인천광역시,중구,,경동,,개항로,63-2,238,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
76521,76522,1747830,가천대길병원여성전문센터주차장,길병원여성전문센터주차장,Gachon University Gil Hospital parking lot,Travel and Transport,Parking,126.7089403999999,37.45120340000256,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,남동대로774번길,14,1196,2019-08-08 23:02:29,"도로,교통||교통시설||주차장||전용주차장",False
77099,77100,1168303,함허동천야영장3주차장,,Hamheo Dongcheon 3,Travel and Transport,Parking,126.45619536440364,37.60995768393687,대한민국,KOR,KOR,인천광역시,강화군,,화도면,사기리,,,409-5,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
77755,77756,6312976,다인이비인후과병원제3주차장,다인이비인후과병원3주차장,Dain Otolaryngology Hospital 3,Travel and Transport,Parking,126.7093884124999,37.48794732616389,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로1240번길,5-16,278-24,2021-12-23 15:49:18,"도로,교통||교통시설||주차장||전용주차장",False
77996,77997,961488,인천대공원 제1 공영 주차장,,Incheon Grand Park 1,Travel and Transport,Parking,126.75057399977896,37.45859300030299,대한민국,KOR,KOR,인천광역시,남동구,,장수동,,무네미로,238,428,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
78475,78476,27245859,무의광명항공영주차장,,Muui Gwangmyeong Air-operated Parking Lot,Travel and Transport,Parking,126.4329226999996,37.37910309999957,대한민국,KOR,KOR,인천광역시,중구,,무의동,,,,50-18,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
78756,78757,4409966,라마다송도호텔전용주차장1,라마다송도HOTEL전용주차장,Ramada Songdo Hotel private,Travel and Transport,Parking,126.65495010000024,37.413981499997526,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,능허대로267번길,29,812-1,2022-09-06 15:18:26,"도로,교통||교통시설||주차장||전용주차장",False
81223,81224,5655470,W여성병원전용주차장,더블유여성병원전용주차장,W Women's Hospital private,Travel and Transport,Parking,126.68194010046292,37.45074900126336,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,,,1485-1,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
82780,82781,6209198,옥가마추어탕전용주차장,,Okga Matsueotang private,Travel and Transport,Parking,126.70640318307292,37.45268030431279,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,,,1142-23,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
83599,83600,1253444,인하대학교부속병원직원전용주차장,인하대부속병원직원전용주차장,Inha University Hospital private,Travel and Transport,Parking,126.63333419963386,37.45937539973928,대한민국,KOR,KOR,인천광역시,중구,,신흥동3가,,,,7-337,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
83763,83764,5862,동보올리브백화점고객전용주차장,올리브아울렛고객전용주차장,Dongbo Olive Department Store private,Travel and Transport,Parking,126.70947549999993,37.46237789999977,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석촌로,20,189-1,2020-04-28 23:00:09,"도로,교통||교통시설||주차장||전용주차장",False
83828,83829,27198187,부평시장로터리노상공영주차장,,Bupyeong Market Rotary Road Commercial Parking Lot,Travel and Transport,Parking,126.72647085919893,37.4947953130775,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,대정로,53,229-7,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
85689,85690,1166370,인천문학경기장P3주차장,문학경기장P3주차장,Incheon Munhak Stadium 3,Travel and Transport,Parking,126.69288059959987,37.43401170034856,대한민국,KOR,KOR,인천광역시,미추홀구,,문학동,,매소홀로,618,515,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
86134,86135,3237295,강화아시아드BMX경기장VIP주차장,강화BMX경기장VIP주차장,Ganghwa Asiad BMX Stadium VIP,Travel and Transport,Parking,126.47132410000266,37.75620630015164,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,국화리,,,976,2022-05-01 12:37:48,"도로,교통||교통시설||주차장||전용주차장",False
87814,87815,3668193,연수역북측공영주차장,,Yeonsu Station Suin Bundang Line public service,Travel and Transport,Parking,126.67803279986188,37.41870300016696,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,,,587-4,2022-05-01 12:37:48,"도로,교통||도로시설||주차장||공영주차장",False
