,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
36116,36117,4324931,남동노아요양원,,Namdong Noah Nursing Home,Residence,Nursing Home,126.72242784376692,37.45139431517156,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인주대로763번길,50,1299-14,2022-08-16 16:52:33,의료시설||요양원||요양원-일반,False
36225,36226,27134723,가람요양원,,Garam Nursing Home,Residence,Nursing Home,126.63477820245384,37.44917162035434,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,매소홀로,81-1,627-351,2022-08-16 16:52:33,의료시설||요양원||요양원-일반,False
38415,38416,27113355,행복여정요양원,,Happy Journey Nursing Home,Residence,Nursing Home,126.73730234103095,37.535936071850095,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,오조산로57번길,11,1081-1,2022-08-16 16:52:33,의료시설||요양원||요양원-일반,False
38710,38711,6230778,행복실버요양센터,행복요양센터,happy silver Nursing Center,Residence,Nursing Home,126.6845697993009,37.451662166482656,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로614번길,82,1482-5,2021-12-23 15:49:18,의료시설||요양원||요양원-일반,False
38755,38756,27121182,행복의집,,house of happiness,Residence,Nursing Home,126.64086307507688,37.45626406582888,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,아암대로29번길,86,565-2,2022-05-01 12:37:48,의료시설||요양원||요양원-일반,False
40191,40192,27093786,효은요양원,,Hyoeun Nursing Home,Residence,Nursing Home,126.74906359906194,37.42287180074988,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로216번길,30,704-1,2022-08-16 16:52:33,의료시설||요양원||요양원-일반,False
40432,40433,4635577,경인실버요양원,,Gyeongin Silver nursing home,Residence,Nursing Home,126.71700161428288,37.44950072380037,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인주대로,719,1221-16,2019-11-14 23:09:16,의료시설||요양원||요양원-일반,False
40979,40980,27185179,효성비전노인복지센터,,Hyosung Vision Senior Welfare Center,Residence,Nursing Home,126.6997479236909,37.5255225367611,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,아나지로,75,549-2,2022-08-24 14:41:06,의료시설||요양원||요양원-일반,False
41009,41010,27155464,노블레스요양원,인천노블레스요양원,Noblesse Nursing Home,Residence,Nursing Home,126.63024129999977,37.596489099999786,대한민국,KOR,KOR,인천광역시,서구,,오류동,,오류로26번길,9,1737-7,2022-08-16 16:52:33,의료시설||요양원||요양원-일반,False
41468,41469,4341028,연수인하요양원,,Yeonsu Inha Nursing Home,Residence,Nursing Home,126.6980535241669,37.42713248464587,대한민국,KOR,KOR,인천광역시,연수구,,선학동,,학나래로118번길,30,403-32,2022-08-16 16:52:33,의료시설||요양원||요양원-일반,False
41571,41572,27071262,사랑마루 요양원 원당센터,,Sarangmaru Nursing Home Wondang Center,Residence,Nursing Home,126.6964857051049,37.59400841493783,대한민국,KOR,KOR,인천광역시,서구,,원당동,,원당대로,853,824-6,2022-08-16 16:52:33,의료시설||요양원||요양원-일반,False
42409,42410,4331620,도화요양원,,Dohwa Nursing Home,Residence,Nursing Home,126.6728685234589,37.45979977490537,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,한나루로,604,429-1,2022-08-18 12:00:50,의료시설||요양원||요양원-일반,False
42550,42551,27086779,축복전문요양원,,Blessing Specialized Nursing Home,Residence,Nursing Home,126.6778065478079,37.415124417162765,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,용담로,115,596-7,2022-05-01 12:37:48,의료시설||요양원||요양원-일반,False
42570,42571,6434989,산곡기쁨복지센터,,Sangok Joy Welfare Center,Residence,Nursing Home,126.70809006753095,37.4989949968823,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,안남로,181,285-3,2020-01-22 15:30:31,의료시설||요양원||요양원-일반,False
43519,43520,1253207,백령도노인요양원,백령요양원,Baengnyeongdo Senior Nursing Home,Residence,Nursing Home,124.71079529996923,37.96470139999928,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,백령남로72번길,84-26,2333-27,2018-09-18 15:00:00,의료시설||요양원||요양원-일반,False
44112,44113,707075,숭의요양원,,Sungui Nursing Home,Residence,Nursing Home,126.64798995538087,37.46403819695156,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,경인로,42,177-7,2021-12-23 15:49:18,의료시설||요양원||요양원-일반,False
44151,44152,3028143,강화실버케어스,강화실버요양원,Ganghwa Silver Cares,Residence,Nursing Home,126.4422731999996,37.63175799999947,대한민국,KOR,KOR,인천광역시,강화군,,화도면,덕포리,마니산로,474,1354-1,2022-09-22 0:00:00,의료시설||요양원||요양원-일반,False
44552,44553,2620207,금곡노인요양원,금곡요양원,Geumgok Senior Nursing Home,Residence,Nursing Home,126.64337213290784,37.47483376707737,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로141번길,21,57-30,2022-08-18 12:00:50,의료시설||요양원||요양원-일반,False
44652,44653,1273550,임마누엘요양원,임마누엘복지원,Immanuel nursing home,Residence,Nursing Home,126.4130691999998,37.67944949999986,대한민국,KOR,KOR,인천광역시,강화군,,양도면,삼흥리,강화남로905번길,36,1138-1,2021-12-23 15:49:18,의료시설||요양원||요양원-일반,False
44879,44880,501289,호세요양원,,Ho Nursing Home,Residence,Nursing Home,126.47795779999984,37.67419429999986,대한민국,KOR,KOR,인천광역시,강화군,,불은면,두운리,고려왕릉로,376,342-4,2022-08-18 12:00:50,의료시설||요양원||요양원-일반,False
44894,44895,5721415,행복한노인요양센터,행복한요양센터,Happy Seniors  Nursing Center,Residence,Nursing Home,126.69530768899288,37.440725112963165,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,경원대로640번길,26-17,502-4,2019-11-14 0:00:00,의료시설||요양원||요양원-일반,False
44973,44974,3940868,주안하주요양원,하주요양원,Juanhaju nursing home,Residence,Nursing Home,126.68856525091388,37.45917742947556,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로435번길,23,1001,2022-08-24 14:41:06,의료시설||요양원||요양원-일반,False
