,name,name_eng,problems,category,subcategory
42131,상하이반점0403,shanghai banjoom 0403,"('반점', 'Banjeom')",Food,Chinese Food
43828,중화방 신포본점,Chinese food room,"('본점', 'Main Branch')",Food,Chinese Food
45112,착한탕수육 전문점,Good sweet and sour pork restaurant,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
45261,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
45319,탕화쿵푸마라탕 아라점,Tanghua Kung Fu Marathon Ara Branch,"('마라탕', 'Maratang')",Food,Chinese Food
45961,홍콩반점,hong kong spot,"('반점', 'Banjeom')",Food,Chinese Food
46770,수상한탕수육 가정점,Suspicious sweet and sour pork restaurant,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
48381,영화반점,movie spot,"('반점', 'Banjeom')",Food,Chinese Food
48632,이레반점,Ireban Branch,"('반점', 'Banjeom')",Food,Chinese Food
49779,북경반점,beijing spot,"('반점', 'Banjeom')",Food,Chinese Food
50125,중국전통마라탕&마라샹궈,Traditional Chinese Marathon & Mara Xiangguo,"('중국', 'China')",Food,Chinese Food
50529,현지양꼬치 경인교대본점,Local Lamb Skewers Gyeongin Gyodae Headquarters,"('본점', 'Main Branch')",Food,Chinese Food
53888,미소반점,smile spot,"('반점', 'Banjeom')",Food,Chinese Food
54606,미래반점,future spot,"('반점', 'Banjeom')",Food,Chinese Food
55217,신동아반점,Shindong-Aban Branch,"('반점', 'Banjeom')",Food,Chinese Food
55910,레이중화요리,Lay Junghwa Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
59562,고구려짬뽕10101 인천계양점,Goguryeo Jjambbong 10101 Incheon Gyeyang Branch,"('짬뽕', 'Jjamppong')",Food,Chinese Food
60011,미도반점,Midoban Branch,"('반점', 'Banjeom')",Food,Chinese Food
61623,포춘중화요리,Fortune Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
61940,장강중화요리,Yangtze River Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
62277,짬뽕파티,Champon Party,"('짬뽕', 'Jjamppong')",Food,Chinese Food
63201,약속반점,promise spot,"('반점', 'Banjeom')",Food,Chinese Food
63376,짬뽕마을,Champong Village,"('짬뽕', 'Jjamppong')",Food,Chinese Food
66495,평정 중화요리,Pyeongjeong Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
69303,호돌이반점,Hodori Ban Point,"('반점', 'Banjeom')",Food,Chinese Food
70089,중화냉반점,Chinese cold spot,"('반점', 'Banjeom')",Food,Chinese Food
70567,천궁중화요리,Cheongung Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
70777,마라비밀마라탕,Mara Secret Mara Tang,"('마라탕', 'Maratang')",Food,Chinese Food
71782,문화반점,cultural spot,"('반점', 'Banjeom')",Food,Chinese Food
72111,짬뽕나라,Champon Country,"('짬뽕', 'Jjamppong')",Food,Chinese Food
72177,24시 청학반점,24 Hour Cheonghak Spot,"('반점', 'Banjeom')",Food,Chinese Food
75433,칸중화요리,Cantonese Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
76378,호로록신짬뽕 백운점,Hororoxine Jjambbong Baegun Branch,"('짬뽕', 'Jjamppong')",Food,Chinese Food
76800,은혜반점,spot of grace,"('반점', 'Banjeom')",Food,Chinese Food
76955,짬뽕파티,Champon Party,"('짬뽕', 'Jjamppong')",Food,Chinese Food
77288,고구려짬뽕10101 청라경서점,Goguryeo Jjambbong 10101 Cheongna 1st branch,"('짬뽕', 'Jjamppong')",Food,Chinese Food
77490,짬뽕강자,Champon Strongja,"('짬뽕', 'Jjamppong')",Food,Chinese Food
77877,대명반점,Daemyeong Spot,"('반점', 'Banjeom')",Food,Chinese Food
78629,동춘동 중국집 찬혜원,Dongchun-dong Chinese Restaurant Chan Hye-won,"('중국', 'China')",Food,Chinese Food
78861,서인반점,Seoin's place,"('반점', 'Banjeom')",Food,Chinese Food
79731,용궁중화요리,Yonggung Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
79855,금산양꼬치 본점,Geumsan Lamb Skewers Main Store,"('본점', 'Main Branch')",Food,Chinese Food
80001,양꼬치 샤브샤브,Lamb Shabu Shabu,"('꼬치', 'Skewer')",Food,Chinese Food
84308,9900탕수육&치킨9900,9900 Sweet and sour pork & chicken 9900,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
84686,짬뽕의신화 신포점,The myth of Champon Sinpo,"('짬뽕', 'Jjamppong')",Food,Chinese Food
84725,장강중화요리,Yangtze River Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
84729,쉐프의 생 안심탕수육 주안점,Chef's raw tenderloin sweet and sour pork,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
86201,짬뽕상회 청라점,Champong Store Cheongna Branch,"('짬뽕', 'Jjamppong')",Food,Chinese Food
88398,용화반점,Yonghwa Spot,"('반점', 'Banjeom')",Food,Chinese Food
89399,24시 이조반점,24 hour Leejoban point,"('반점', 'Banjeom')",Food,Chinese Food
89782,홍콩반점0410 인천청라점,Hong Kong Banjoom 0410 Incheon Cheongna Branch,"('반점', 'Banjeom')",Food,Chinese Food
90597,탕수육배터지게 주는집,A house that gives you a lot of sweet and sour pork,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
90701,1kg 탕수육,1kg sweet and sour pork,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
91238,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
91764,대명반점,Daemyeong Spot,"('반점', 'Banjeom')",Food,Chinese Food
91795,마마쿵푸마라탕 본점,Chuanchuan Maratang,"('본점', 'Main Branch')",Food,Chinese Food
92452,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
98552,중국요리손짜장마루,Chinese cuisine hand jjajangmaru,"('중국', 'China')",Food,Chinese Food
99734,신중국성,new nationality,"('중국', 'China')",Food,Chinese Food
100931,백년짬뽕천년만두,100 Years Jjambbong Millennium Dumplings,"('짬뽕', 'Jjamppong')",Food,Chinese Food
101049,북경반점,beijing spot,"('반점', 'Banjeom')",Food,Chinese Food
102464,이완마라탕 본점,Wan Maratang Main Store,"('본점', 'Main Branch')",Food,Chinese Food
102494,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
103119,바람난탕수육,Wind Nantang Soup,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
105464,쏘핫 마라탕&마라샹궈,So hot marathon & marasangguo,"('마라탕', 'Maratang')",Food,Chinese Food
105467,탕수육참잘하는집부평점,Sweet and sour pork buppyung,"('탕수육', 'Tangsuyuk')",Food,Chinese Food
105527,호랭이 반점 부평점,Tiger Spot Bupyeong,"('반점', 'Banjeom')",Food,Chinese Food
105910,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
106918,연중반점,all year round,"('반점', 'Banjeom')",Food,Chinese Food
107537,현화 중화요리,Hyeonhwa Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
107719,짬뽕타운 삼산점,Champon Town Samsan Branch,"('짬뽕', 'Jjamppong')",Food,Chinese Food
107778,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
108566,짜장먹을래짬뽕먹을래송현1호점,"Let's Eat Jjajang, Let's Eat Jjajang, Songhyeon 1st Store","('짬뽕', 'Jjamppong')",Food,Chinese Food
108867,북경반점,beijing spot,"('반점', 'Banjeom')",Food,Chinese Food
110899,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
117577,이조반점,Lee Jo-Ban,"('반점', 'Banjeom')",Food,Chinese Food
121943,니뽕내뽕 인천부평점,Nippon Naepong  Bupyeong Branch,"('인천', 'Incheon')",Food,Chinese Food
122378,찐짬뽕 공단본점,Steamed Jjamppong Gongdan Head Office,"('본점', 'Main Branch')",Food,Chinese Food
123527,홍콩반점0410 인천구월점,Hong Kong Branch 0410 Incheon Guwol Branch,"('반점', 'Banjeom')",Food,Chinese Food
124600,청와루중화요리,Cheongwaru Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
127148,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
129281,국화중화요리,Chrysanthemum Chinese cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
130761,통일반점,unification spot,"('반점', 'Banjeom')",Food,Chinese Food
131933,우리밀중화요리,Korean Wheat Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
133161,천유향 마라향솥 본점,Cheon Yuhyang Mara Incense Pot Main Store,"('본점', 'Main Branch')",Food,Chinese Food
133449,친친중화요리,Friendly Chinese cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
133695,영빈중화요리,Youngbin Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
134361,하하반점,lower half point,"('반점', 'Banjeom')",Food,Chinese Food
134565,1인용 마라탕,Marathon for 1,"('마라탕', 'Maratang')",Food,Chinese Food
135293,고구려짬뽕10101 인천선학점,Goguryeo Jjambbong 10101 Incheon Seon Credit,"('짬뽕', 'Jjamppong')",Food,Chinese Food
139904,홍콩반점0410 홍콩반점 0410 인천송도점,Hong Kong Place 0410 Hong Kong Place 0410 Incheon Songdo Store,"('반점', 'Banjeom')",Food,Chinese Food
140451,수정반점,crystal spot,"('반점', 'Banjeom')",Food,Chinese Food
140499,양꼬치땡기는날,Lamb chops day,"('꼬치', 'Skewer')",Food,Chinese Food
141400,간도양꼬치본점,Gando Lamb Skewers Main Store,"('본점', 'Main Branch')",Food,Chinese Food
142054,마라홀릭 마라탕 부평점,Maraholic Marathang Bupyeong,"('마라탕', 'Maratang')",Food,Chinese Food
143085,베이징중화요리,Beijing Chinese Cuisine,"('중화요리', 'Chinese Food')",Food,Chinese Food
143179,신일반점,New general store,"('반점', 'Banjeom')",Food,Chinese Food
143310,황궁쟁반짜장중국관 산곡점,Imperial Palace Tray Jjajang Chinese Pavilion Sangok Branch,"('중국', 'China')",Food,Chinese Food
144493,제일반점,the first spot,"('반점', 'Banjeom')",Food,Chinese Food
145531,마라미가마라탕,Maramiga Mara Tang,"('마라탕', 'Maratang')",Food,Chinese Food
146568,중국성,Chinese,"('중국', 'China')",Food,Chinese Food
