,name,name_eng,problems,category,subcategory
7875,고려왕족발보쌈,Goryeo royal family's feet bossam,"('족발', 'Jokbal')",Food,Korean Food
8116,정동진순대국,Jeongdongjin Sundae Soup,"('순대국', 'Sundaeguk')",Food,Korean Food
8177,김밥천국 동암북부점,Kimbap Heaven Dongam Bukbu Branch,"('김밥', 'Gimbap')",Food,Korean Food
8260,이학갈비,Lee Hak Ribs,"('갈비', 'Galbi')",Food,Korean Food
8472,신교령사골순대국 본점,Singyoryung Beef Sundae Guk Main Store,"('본점', 'Main Branch')",Food,Korean Food
8487,김밥천국 작전점,Kimbap Heavenly Jakjeon Branch,"('김밥', 'Gimbap')",Food,Korean Food
8899,김밥천국강화점,Kimbap Heavenly Ganghwa Branch,"('김밥', 'Gimbap')",Food,Korean Food
8903,장터순대국밥,Market Sundae Soup Rice,"('순대국', 'Sundaeguk')",Food,Korean Food
8914,학생식당,student cafeteria,"('식당', 'Restaurant')",Food,Korean Food
9030,전주시골순대국,Jeonju bone soup,"('순대', 'Sundae')",Food,Korean Food
9078,엄둔리순대국,Umdunri Soondae Guk,"('순대', 'Sundae')",Food,Korean Food
9389,무봉리토종순대국 검단점,Mubong-ri native sundae soup Geomdan branch,"('순대국', 'Sundaeguk')",Food,Korean Food
9428,육리지 인천구월본점,land,"('인천', 'Incheon')",Food,Korean Food
9545,콩나물솥뚜껑오겹살연수본점,Bean Sprouts Pot Lid Ogyeopsal Yeonsu Main Store,"('본점', 'Main Branch')",Food,Korean Food
9603,김밥천국 경동점,Kimbap Heaven Gyeongdong Branch,"('김밥', 'Gimbap')",Food,Korean Food
9638,우렁각시 구월본점,goosebumps,"('본점', 'Main Branch')",Food,Korean Food
9669,원조연탄구이,Original Briquette Grill,"('구이', 'Gui')",Food,Korean Food
9713,성신구내식당,Seongsin canteen,"('식당', 'Restaurant')",Food,Korean Food
9769,자갈마당불타는연탄구이,Cobblestone yard burning briquettes,"('구이', 'Gui')",Food,Korean Food
9941,이천순대국,Icheon Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
10062,늘봄닭갈비,Neulbom Chicken Ribs,"('갈비', 'Galbi')",Food,Korean Food
10067,명품꼬치구이전문 쿠시&쿠시,Premium Yakitori Specialty Kushi & Kush,"('구이', 'Gui')",Food,Korean Food
10070,길목순대국,Gilmok Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
10108,쿨한 냉면&숯불갈비,Cool Cold Noodles & Char-grilled Ribs,"('갈비', 'Galbi')",Food,Korean Food
10180,민영한식분식,Minyoung Korean food,"('분식', 'Bunsik')",Food,Korean Food
10201,또가세 옛날 손칼국수,Togase Old Handmade Noodle Soup,"('칼국수', 'Kalguksu')",Food,Korean Food
10292,양촌리 화로구이 계산동점,Yangchon-ri Gyesan-dong,"('구이', 'Gui')",Food,Korean Food
10609,성원닭갈비,Seongwon Chicken Ribs,"('갈비', 'Galbi')",Food,Korean Food
10616,본가닭갈비참숯쭈꾸미,Bonga Chicken Ribs Charcoal Jjukkumi,"('갈비', 'Galbi')",Food,Korean Food
10829,골목길 본점,Alley Main Store,"('본점', 'Main Branch')",Food,Korean Food
10906,중앙축산 인기생고기구이,Central Livestock,"('구이', 'Gui')",Food,Korean Food
10992,엄마손김밥,mom's hand kimbap,"('김밥', 'Gimbap')",Food,Korean Food
11092,김밥천국 길병원점,Kimbap Heaven Gil Hospital Branch,"('김밥', 'Gimbap')",Food,Korean Food
11101,소문난왕족발,famous royal pig's feet,"('족발', 'Jokbal')",Food,Korean Food
11154,김밥마을,Kimbap Village,"('김밥', 'Gimbap')",Food,Korean Food
11223,우리밀칼국수,Korean wheat noodles,"('칼국수', 'Kalguksu')",Food,Korean Food
11268,명김밥분식,Myunggimbap Meal,"('분식', 'Bunsik')",Food,Korean Food
11394,토고리옛날막창소갈비살 용현점,Togori Old Makchang Beef Ribs Yonghyeon Branch,"('갈비', 'Galbi')",Food,Korean Food
11424,선심이네 순대국,You are a good person Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
11535,노다지숯불갈비,Nodaji Charcoal Grilled Ribs,"('갈비', 'Galbi')",Food,Korean Food
11640,김밥천국 성모병원점,Kimbap Heaven St. Mary's Hospital Branch,"('김밥', 'Gimbap')",Food,Korean Food
11772,석정껍데기소금구이,Salt-grilled stone shell,"('구이', 'Gui')",Food,Korean Food
11801,미광순대국,Mikwang Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
11916,와라와라조개구이,Warawara Grilled Clams,"('구이', 'Gui')",Food,Korean Food
11968,김밥명가,Kimbap Myeongga,"('김밥', 'Gimbap')",Food,Korean Food
12023,최고집통족발보쌈,Bossam with the best ribs,"('족발', 'Jokbal')",Food,Korean Food
12041,옛집부름터숯불장어구이,Charcoal grilled eel from old house,"('구이', 'Gui')",Food,Korean Food
12092,명성구내식당,Myeongseong canteen,"('식당', 'Restaurant')",Food,Korean Food
12166,이대조뼈다귀 본점,Boneless Head Main Store,"('본점', 'Main Branch')",Food,Korean Food
12221,FMCOOK 본점,FMCOOK Main Store,"('본점', 'Main Branch')",Food,Korean Food
12331,가마솥에빠진한방족발 주안본점,Oriental Jokbal Falling in a Cauldron Juan Main Store,"('본점', 'Main Branch')",Food,Korean Food
12374,영자분식 옛날통닭,English-style fried chicken,"('분식', 'Bunsik')",Food,Korean Food
12408,천금순대국,Cheon Geum Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
12522,신포동진순대국 본점,Sinpo Dongjin Sundae Guk Main Store,"('본점', 'Main Branch')",Food,Korean Food
12672,맛찬들왕소금구이연수점,Matchandeulwang Salt Grilled Yeonsu Branch,"('구이', 'Gui')",Food,Korean Food
12769,김밥천국 간석점,Kimbap Heavenly Ganseok Branch,"('김밥', 'Gimbap')",Food,Korean Food
12775,마음쫄인닭 본점,Heart Jolin Chicken Main Store,"('본점', 'Main Branch')",Food,Korean Food
12896,신계장 불타는 닭갈비,Shingyejang Flaming Chicken Ribs,"('갈비', 'Galbi')",Food,Korean Food
12915,김밥천국소래역점,Kimbap Cheonguk Sorae Station Branch,"('김밥', 'Gimbap')",Food,Korean Food
12996,영덕조개구이,Yeongdeok Grilled Clam,"('구이', 'Gui')",Food,Korean Food
13004,제일분식,first meal,"('분식', 'Bunsik')",Food,Korean Food
13283,다올만두전골 본점,Daol Mandu Hot Pot Main Store,"('본점', 'Main Branch')",Food,Korean Food
13380,호남회조개구이,Grilled Honam Sashimi,"('구이', 'Gui')",Food,Korean Food
13463,털보네화로구이,Roasted hair bone,"('구이', 'Gui')",Food,Korean Food
13506,김밥투데이,Kimbap Today,"('김밥', 'Gimbap')",Food,Korean Food
13515,엄마맘꼬마김밥,mama mama little kimbap,"('김밥', 'Gimbap')",Food,Korean Food
13615,마여사순대국,Maisassundae soup,"('순대국', 'Sundaeguk')",Food,Korean Food
13659,분식부페,Snack buffet,"('분식', 'Bunsik')",Food,Korean Food
13702,족발전문점 족팔려,Jokpalyeol at Jokjeon Store,"('족발', 'Jokbal')",Food,Korean Food
14060,엄마손김밥,mom's hand kimbap,"('김밥', 'Gimbap')",Food,Korean Food
14168,원조뼈해장국순대국,Original Bone Haejangguk Sundae Soup,"('순대국', 'Sundaeguk')",Food,Korean Food
14187,김밥마을,Kimbap Village,"('김밥', 'Gimbap')",Food,Korean Food
14240,토담감자탕등뼈찜본점,Todam Gamjatang Backbone Steamed Main Store,"('본점', 'Main Branch')",Food,Korean Food
14411,LA에서 온 쪽갈비,Short ribs from LA,"('갈비', 'Galbi')",Food,Korean Food
14517,양촌리화로참숯불구이,Charcoal-grilled in Yangchon-ri,"('구이', 'Gui')",Food,Korean Food
14643,장충동세가족발 석남점,Jangchung-dong Three Family Departure Seoknam Branch,"('족발', 'Jokbal')",Food,Korean Food
14709,착한보쌈 문학 본점,Good Bossam Literary Store,"('본점', 'Main Branch')",Food,Korean Food
14831,정원갈비,garden ribs,"('갈비', 'Galbi')",Food,Korean Food
14910,인생족발 부개점,Life's Pork Feet Bugaejeom,"('족발', 'Jokbal')",Food,Korean Food
14930,김밥브라더스청천점,Kimbab Brothers Cheongcheon Branch,"('김밥', 'Gimbap')",Food,Korean Food
15040,장수족발,long-lived pig's feet,"('족발', 'Jokbal')",Food,Korean Food
15080,홍두깨손칼국수,Red bean sesame noodles,"('칼국수', 'Kalguksu')",Food,Korean Food
15084,럭키분식,lucky snack,"('분식', 'Bunsik')",Food,Korean Food
15241,꽃게옥 본점,Hakunjeong,"('본점', 'Main Branch')",Food,Korean Food
15305,최가네왕족발보쌈,Choi Gane King's Feet Bossam,"('족발', 'Jokbal')",Food,Korean Food
15371,이모네김밥,aunt's kimbap,"('김밥', 'Gimbap')",Food,Korean Food
15422,이순신통영김밥,Yi Sun-shin Tongyeong Kimbap,"('김밥', 'Gimbap')",Food,Korean Food
15562,든든한한끼배불이순대국,A hearty one meal full-bodied sundae soup,"('순대국', 'Sundaeguk')",Food,Korean Food
15798,은성네원주민조개구이,Eunseong Ne Indigenous People's Grilled Clams,"('구이', 'Gui')",Food,Korean Food
15975,또또분식,another snack,"('분식', 'Bunsik')",Food,Korean Food
15998,초원생갈비,Chowon Raw Ribs,"('갈비', 'Galbi')",Food,Korean Food
16007,문가네 생선구이,Moonga Ne Grilled Fish,"('구이', 'Gui')",Food,Korean Food
16125,김밥브라더스산곡점,Kimbab Brothers Sangok Branch,"('김밥', 'Gimbap')",Food,Korean Food
16247,아줌마순대국,Ajumma Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
16265,분식세끼,three meals,"('분식', 'Bunsik')",Food,Korean Food
16327,불난집김밥,fire kimbap,"('김밥', 'Gimbap')",Food,Korean Food
16504,청수숯불구이와보쌈,Charcoal-grilled fresh water and Bossam,"('구이', 'Gui')",Food,Korean Food
16623,김밥통,kimbap bowl,"('김밥', 'Gimbap')",Food,Korean Food
16758,닭곰탱이 본점,Chicken Gomtangi Main Store,"('본점', 'Main Branch')",Food,Korean Food
16774,서석네숯불갈비,Seoseokne Charcoal Grilled Ribs,"('갈비', 'Galbi')",Food,Korean Food
16812,세광막창구이,Sekwangmakchanggi,"('구이', 'Gui')",Food,Korean Food
16820,럭키족발,lucky pig's feet,"('족발', 'Jokbal')",Food,Korean Food
17156,진미소막창구이,Grilled Delicacy Somakchanggi,"('구이', 'Gui')",Food,Korean Food
17317,김밥천국,Kimbap Heaven,"('김밥', 'Gimbap')",Food,Korean Food
17405,김밥천국구월점,Kimbap Heaven Guwol Branch,"('김밥', 'Gimbap')",Food,Korean Food
17486,장충한방족발,Jangchung Oriental Pork Feet,"('족발', 'Jokbal')",Food,Korean Food
17547,평화숯불갈비,Peace Charcoal Grilled Ribs,"('갈비', 'Galbi')",Food,Korean Food
17555,김밥천국 신포점,Kimbap Heaven Sinpo Branch,"('김밥', 'Gimbap')",Food,Korean Food
18129,압구정닭갈비샤브칼국수,Apgujeong Chicken Ribs Shabu Kalguksu,"('갈비', 'Galbi')",Food,Korean Food
18208,가장맛있는족발 서창2지구점,The most delicious pig's feet Seochang 2nd district,"('족발', 'Jokbal')",Food,Korean Food
18249,엄마곱창,mom giblets,"('곱창', 'Gopchang')",Food,Korean Food
18303,정동진 순대국소머리국밥 용현점,Jeongdongjin Sundae Soup Head Soup Rice Yonghyeon Branch,"('순대국', 'Sundaeguk')",Food,Korean Food
18402,마포소금구이인천본점,Mapo Salt Grill Incheon Main Branch,"('구이', 'Gui')",Food,Korean Food
18477,은혜김밥,Eunhye Kimbap,"('김밥', 'Gimbap')",Food,Korean Food
18562,은갈비,silver ribs,"('갈비', 'Galbi')",Food,Korean Food
18584,항아리갈비,jar ribs,"('갈비', 'Galbi')",Food,Korean Food
18589,송도회집 조개구이&칼국수,Songdo Hoejip Grilled Clams & Kalguksu,"('구이', 'Gui')",Food,Korean Food
18770,강원도박가네 인천본점,Gangwon Gambling,"('인천', 'Incheon')",Food,Korean Food
18782,김씨네삼치구이,Kim's Grilled Samchi,"('구이', 'Gui')",Food,Korean Food
18923,무봉리토종순대국 인천용현점,Mubong-ri local sundae soup Incheon Yonghyeon Branch,"('순대국', 'Sundaeguk')",Food,Korean Food
18992,만남분식,meeting meal,"('분식', 'Bunsik')",Food,Korean Food
19026,창화당 롯데백화점 인천점,Changhwadang,"('인천', 'Incheon')",Food,Korean Food
19229,오대박왕만두 본점,Oh Daebak King Dumpling Main Store,"('본점', 'Main Branch')",Food,Korean Food
19675,보길도회조개구이,Bogildo sashimi grilled clams,"('구이', 'Gui')",Food,Korean Food
19734,엄마손김밥,mom's hand kimbap,"('김밥', 'Gimbap')",Food,Korean Food
20152,소나무김밥,Pine kimbap,"('김밥', 'Gimbap')",Food,Korean Food
20158,대마족발 인천마전점,Daema Jok's Feet Incheon Majeon Store,"('족발', 'Jokbal')",Food,Korean Food
20290,토담순대국,Todam Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
20571,쭈꾸미일당백본점,Jjukkumi Ildang Baekbon Branch,"('본점', 'Main Branch')",Food,Korean Food
20611,웰빙허브족발,Wellness Herb Pork Feet,"('족발', 'Jokbal')",Food,Korean Food
20827,청기와감자탕 만수본점,Cheonggi and Gamjatang Mansu Main Store,"('본점', 'Main Branch')",Food,Korean Food
20962,진천토종순대 본점,Jincheon Native Sundae Main Store,"('본점', 'Main Branch')",Food,Korean Food
21111,맛깔김밥,delicious kimbap,"('김밥', 'Gimbap')",Food,Korean Food
21203,김밥친구 본점,Kimbap Friends Main Store,"('본점', 'Main Branch')",Food,Korean Food
21273,흥부가감자탕순대국,Heungbu Gamjatang Sundae Soup,"('순대국', 'Sundaeguk')",Food,Korean Food
21289,친구네조개구이,Friend's Grilled Clams,"('구이', 'Gui')",Food,Korean Food
21312,인천참나무장작구이,Incheon Oak Firewood Grill,"('구이', 'Gui')",Food,Korean Food
21346,대학로족발 서구청본점,Daehakro Jokbal Seo-gu Cheong Head Office,"('본점', 'Main Branch')",Food,Korean Food
21403,백두산 생갈비살구이,Grilled Raw Ribs from Baekdu,"('구이', 'Gui')",Food,Korean Food
21478,본전집 본점,The main store,"('본점', 'Main Branch')",Food,Korean Food
21520,도시곱창,city giblets,"('곱창', 'Gopchang')",Food,Korean Food
21573,연수본점 청어진,Yeonsu Headquarters Cheongjin,"('본점', 'Main Branch')",Food,Korean Food
21596,분식깡패,thug,"('분식', 'Bunsik')",Food,Korean Food
21606,숲속가마솥순대국,Forest Cauldron Sundae Soup,"('순대국', 'Sundaeguk')",Food,Korean Food
21626,불타는 조개구이,Burning Clams,"('구이', 'Gui')",Food,Korean Food
21664,고모네한식분식,Grandmother's Korean Food Meal,"('분식', 'Bunsik')",Food,Korean Food
21665,범일구내식당,Beomil canteen,"('식당', 'Restaurant')",Food,Korean Food
21738,태백닭갈비,Taebaek Chicken Ribs,"('갈비', 'Galbi')",Food,Korean Food
21837,화도진순대국,Hwadojinsoondaeguk,"('순대', 'Sundae')",Food,Korean Food
21951,명가숯불갈비,Myungga Charcoal Grilled Ribs,"('갈비', 'Galbi')",Food,Korean Food
21968,김밥나라 갈산점,Kimbap Nara Galsan Branch,"('김밥', 'Gimbap')",Food,Korean Food
22012,마포순대국,Mapo Sundae Soup,"('순대국', 'Sundaeguk')",Food,Korean Food
22075,청운닭갈비,Cheongwoon Chicken Ribs,"('갈비', 'Galbi')",Food,Korean Food
22096,장터감자탕24시순대국,Marketplace Gamjatang 24 Hours Sundae Soup,"('순대국', 'Sundaeguk')",Food,Korean Food
22247,청정팥칼국수들깨수제비,Clean red bean noodle soup with sesame seeds,"('칼국수', 'Kalguksu')",Food,Korean Food
22302,장생솥뚜껑삼겹살 불로본점,Jangsaeng Pot Lid Pork Belly,"('본점', 'Main Branch')",Food,Korean Food
22338,기찬숯불구이,Charcoal-grilled Gichan,"('구이', 'Gui')",Food,Korean Food
22383,더소갈비살,The beef ribs,"('갈비', 'Galbi')",Food,Korean Food
22656,김밥사랑검단점,Kimbap Love Geomdan,"('김밥', 'Gimbap')",Food,Korean Food
23100,광명숯불갈비,Gwangmyeong Charcoal Grilled Ribs,"('갈비', 'Galbi')",Food,Korean Food
23126,장충동왕족발보쌈 연수점,Jangchung-dong Royal Family Feet Bossam Yeonsu Branch,"('족발', 'Jokbal')",Food,Korean Food
23191,참숯골갈비,Charcoal Beef Ribs,"('갈비', 'Galbi')",Food,Korean Food
23324,신복관 본점,Shin Buk-gwan,"('본점', 'Main Branch')",Food,Korean Food
23672,제주화산석돌판구이,Jeju Volcanic Stone Plate Grill,"('구이', 'Gui')",Food,Korean Food
23729,또와순대국 1호점,Towa Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
23736,천상천하유아독족 본점,Heavenly Heavenly Infant Self-sufficient Main Store,"('본점', 'Main Branch')",Food,Korean Food
24159,청춘닭갈비,Youth Chicken Ribs,"('갈비', 'Galbi')",Food,Korean Food
24398,미루숯불갈비,Millet Charcoal Grilled Ribs,"('갈비', 'Galbi')",Food,Korean Food
24428,학생분식,student meal,"('분식', 'Bunsik')",Food,Korean Food
24593,원조버섯칼국수 본점,Original Mushroom Kalguksu Main Store,"('본점', 'Main Branch')",Food,Korean Food
24814,킹앤랍스본점,King & Lobs Main Store,"('본점', 'Main Branch')",Food,Korean Food
24817,김밥천국 산곡동점,Kimbap Heaven Sangok-dong,"('김밥', 'Gimbap')",Food,Korean Food
24841,복있는김밥,good luck kimbap,"('김밥', 'Gimbap')",Food,Korean Food
24989,김밥이야기,Kimbap Story,"('김밥', 'Gimbap')",Food,Korean Food
25000,미로곱창 연수점,maze giblets,"('곱창', 'Gopchang')",Food,Korean Food
25338,김밥천국 송도역점,Kimbap Heaven Songdo Station Branch,"('김밥', 'Gimbap')",Food,Korean Food
25384,육창고등갈비,Yukchang High Rib,"('갈비', 'Galbi')",Food,Korean Food
25529,실미도회조개구이,Silmido Grilled Clam,"('구이', 'Gui')",Food,Korean Food
25546,예술순대국,Art Sundae Guk,"('순대국', 'Sundaeguk')",Food,Korean Food
25681,큰맘할매순대국 간석오거리점,Geunmam Grandma Sundae Guk Ganseok Ogeori Branch,"('순대국', 'Sundaeguk')",Food,Korean Food
25695,송화육개장갈비찜,Steamed Songhwa Yukgaejang Ribs,"('갈비', 'Galbi')",Food,Korean Food
25985,수철이네왕새우튀김 구읍뱃터 본점,Sucheol Ine King Shrimp Fried Gueup Batteo Main Store,"('본점', 'Main Branch')",Food,Korean Food
25999,어시장구이터,fish market grill,"('구이', 'Gui')",Food,Korean Food
26069,전라도삼겹연탄구이,Jeolla-do pork belly briquettes,"('구이', 'Gui')",Food,Korean Food
26077,국민왕족발,People's King's Feet,"('족발', 'Jokbal')",Food,Korean Food
26087,옛날분식,old-fashioned food,"('분식', 'Bunsik')",Food,Korean Food
26133,해군본부회조개구이,Naval Headquarters Grilled Clam,"('구이', 'Gui')",Food,Korean Food
26251,김밥천국 일신점,Kimbap Heaven Ilshin,"('김밥', 'Gimbap')",Food,Korean Food
26346,원조이동갈비 인천영업소,Wonwon moving ribs Incheon Office,"('갈비', 'Galbi')",Food,Korean Food
26398,바로족발,Baro pig's feet,"('족발', 'Jokbal')",Food,Korean Food
26484,형제분식,brotherhood,"('분식', 'Bunsik')",Food,Korean Food
26699,맛쫀김밥,Delicious Kimbap,"('김밥', 'Gimbap')",Food,Korean Food
26828,이백분조개구이,Two hundred minutes grilled clams,"('구이', 'Gui')",Food,Korean Food
26900,비담비 본점,bidambi head office,"('본점', 'Main Branch')",Food,Korean Food
26972,김밥나라 검암점,Kimbap Nara Geomam Branch,"('김밥', 'Gimbap')",Food,Korean Food
26998,돼지코회조개구이,Grilled Pork Nose Sashimi,"('구이', 'Gui')",Food,Korean Food
27031,정식당,dining hall,"('식당', 'Restaurant')",Food,Korean Food
27256,한우소곱창구이&전골,Grilled Korean Beef Gopchang & Hot Pot,"('구이', 'Gui')",Food,Korean Food
27364,올찬김밥,Whole Chan Kimbap,"('김밥', 'Gimbap')",Food,Korean Food
27549,모도리감자탕뼈찜 본점,Modori Potato Soup Bone Steamed Main Store,"('본점', 'Main Branch')",Food,Korean Food
27664,국민갈비,National ribs,"('갈비', 'Galbi')",Food,Korean Food
27844,명태덕장 본점,Myeongtae Duckjang Main Store,"('본점', 'Main Branch')",Food,Korean Food
27857,HKT구내식당,HKT canteen,"('식당', 'Restaurant')",Food,Korean Food
28121,수자매분식,number sister food,"('분식', 'Bunsik')",Food,Korean Food
28201,항아리식당,Jar Kalguksu,"('식당', 'Restaurant')",Food,Korean Food
28230,김밥천하 관청점,Kimbap Cheonha Gwancheong Branch,"('김밥', 'Gimbap')",Food,Korean Food
