,name,name_eng,problems,category,subcategory
43412,배스킨라빈스 인천옥련,Baskin Robbins Incheon Okryun,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
44121,배스킨라빈스 인천석바위점,Baskin Robbins Incheon Seokbawi Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
44514,배스킨라빈스 송도하버뷰,Baskin Robbins Songdo Harbor View,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
44923,배스킨라빈스 인천구월힐캐슬,Baskin Robbins Incheon Guwol Hill Castle,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
45184,배스킨라빈스 인천관교,Baskin Robbins Incheon Gwangyo,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
45554,배스킨라빈스 인천간석,Baskin Robbins Incheon Tidal Stone,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
45704,배스킨라빈스인천연수홈플러스점,Baskin Robbins Incheon Yeonsu Homeplus,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
49126,골이띵아이스크림할인점,Golgiting Ice Cream Discount Store,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
49997,배스킨라빈스 선학점,Baskin Robbins Preferred Credit,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
50859,배스킨라빈스 청라호수공원점,Baskin Robbins Cheongna Lake Park Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
52810,배스킨라빈스 인천청라경서,Baskin Robbins Incheon Cheongna Gyeongseo,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
52866,배스킨라빈스 인천가정점,Baskin Robbins Incheon Gajeong Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
53044,배스킨라빈스 부평역광장,Baskin Robbins Bupyeong Station Square,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
53628,배스킨라빈스 간석역남부점,Baskin Robbins Ganseok Station South Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
55411,배스킨라빈스 인천연수,Baskin Robbins Incheon Yeonsu,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
59036,아이스크림 할인점,Ice Cream Discount Store,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
60220,배스킨라빈스 인천공항터미널점,Baskin Robbins Incheon Airport Terminal,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
62237,배스킨라빈스 인하홈플러스,Baskin Robbins Inha Homeplus,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
62584,배스킨라빈스 논현홈플러스,Baskin Robbins Nonhyeon Homeplus,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
63586,배스킨라빈스 부평하늘채,Baskin Robbins Bupyeong Sky Chae,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
65985,배스킨라빈스 송림트레이더스점,Baskin Robbins Songlim Traders,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
68794,배스킨라빈스 인천주안,Baskin Robbins Incheon Juan,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
71320,아이스크림에빠지다 만수삼환점,Fall in love with ice cream Mansu Samhwan,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
74179,with 아이스크림 할인점,with ice cream discount store,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
75233,배스킨라빈스인천공항1호점,Baskin Robbins Incheon Airport 1st Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
75306,배스킨라빈스 인천만수역,Baskin Robbins Incheon Bay,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
75551,배스킨라빈스 홈플러스간석,Baskin Robbins Homeplus Tidal Stone,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
76120,아이스크림할인점,Ice Cream Discount Store,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
76513,아이스크림할인점 삼산점,Ice cream discount store Samsan,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
77372,설아 아이스크림 인하대점,Seolah Ice Cream Inha University,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
79395,배스킨라빈스 인천신기시장,Baskin Robbins Incheon Shingi Market,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
79771,배스킨라빈스 인천송도점,Baskin Robbins Incheon Songdo Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
81640,배스킨라빈스 인천당하점,Baskin Robbins Incheon Dangha Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
83576,배스킨라빈스 인천청라,Baskin Robbins Incheon Cheongna,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
84056,배스킨라빈스 부평산곡,Baskin Robbins Bupyeongsangok,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
86961,배스킨라빈스 인천스퀘어원점,Baskin Robbins Incheon Square One,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
88459,배스킨라빈스 인천청천,Baskin Robbins Incheon Cheongcheon,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
89220,배스킨라빈스 인천석남점,Baskin Robbins Incheon Seoknam Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
89381,배스킨라빈스 인천용현,Baskin Robbins Incheon Yonghyeon,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
89429,배스킨라빈스 인천연수홈플러스,Baskin Robbins Incheon Yeonsu Homeplus,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
90386,배스킨라빈스 주안역북부,Baskin Robbins Juan Station North,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
90885,배스킨라빈스 인천학익,Baskin Robbins Incheon Hak-ik,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
91689,배스킨라빈스 동인천역점,Baskin Robbins Dongincheon Station Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
94601,배스킨라빈스 서창점,Baskin Robbins Seochang,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
96548,배스킨라빈스 영종도점,Baskin Robbins Yeongjongdo Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
97479,배스킨라빈스 인천검단이마트,Baskin Robbins Incheon Geomdan E-Mart,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
98963,배스킨라빈스 인천논현에코점,Baskin Robbins Incheon Nonhyeon Eco Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
99416,배스킨라빈스 인천송림오거리,Baskin Robbins Incheon Songrim Five-way Intersection,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
99573,배스킨라빈스 송도캠퍼스타운점,Baskin Robbins Songdo Campus Town,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
101134,배스킨라빈스 인천만수시장점,Baskin Robbins Incheon Mansu Market,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
103171,배스킨라빈스 부평미래타운,Baskin Robbins Bupyeong Mirae Town,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
104037,배스킨라빈스인천주안역사지하점,Baskin Robbins Incheon Juan Station Underground Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
104434,배스킨라빈스 인천검암,Baskin Robbins Incheon Guam,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
104702,배스킨라빈스 가좌홈플러스,Baskin Robbins,"('홈플러스', 'Homeplus')",Food,Ice Cream Shop
105122,배스킨라빈스 송도홈플러스,Baskin Robbins Songdo Homeplus,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
106854,배스킨라빈스 검단롯데마트점,Baskin Robbins Geomdan Lotte Mart,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
108037,배스킨라빈스 영종하늘도시,Baskin Robbins Yeongjong Sky City,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
110547,배스킨라빈스 인천신현,Baskin Robbins Incheon Sinhyeon,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
111240,배스킨라빈스인하홈플러스점,Baskin Robbins Inha Homeplus,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
114237,배스킨라빈스 인하대,Baskin Robbins Inha University,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
114730,배스킨라빈스 인천공항터미널점,Baskin Robbins Incheon Airport Terminal,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
115667,배스킨라빈스 인천공항터미널2호점,Baskin Robbins Incheon Airport Terminal 2,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
115992,배스킨라빈스 인천숭의점,Baskin Robbins Incheon Soongui Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
116287,포시즌아이스크림할인점 송도점,Four Seasons Ice Cream Discount Store Songdo Branch,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
116369,맥주아이스크림더하기 가좌점,Beer ice cream plus Gajwa,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
117940,배스킨라빈스 홈플러스작전,Operation Baskin Robbins Homeplus,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
118035,배스킨라빈스 인천호구포역점,Baskin Robbins Incheon Hogupo Station,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
118043,배스킨라빈스 송도호반에듀시티점,Baskin Robbins Songdo Lakeside Educity Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
119402,배스킨라빈스 부평역남부,Baskin Robbins Bupyeong Station South,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
125479,배스킨라빈스 인천계산점,Baskin Robbins Incheon Gyesan Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
125616,배스킨라빈스 경인교대역,Baskin Robbins Gyeongin University Station,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
127976,배스킨라빈스 인천논현,Baskin Robbins Incheon Nonhyeon,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
132681,배스킨라빈스 인천강화,Baskin Robbins Incheon Ganghwa,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
134174,배스킨라빈스 인천신포,Baskin Robbins Incheon Sinpo,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
134862,배스킨라빈스 인천가좌,Baskin Robbins Incheon Gajawa,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
137100,배스킨라빈스 동인천이마트점,Baskin Robbins Dongincheon E-Mart,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
138198,배스킨라빈스 인천동양점,Baskin Robbins Incheon Dongyang Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
139786,배스킨라빈스 인천도화점,Baskin Robbins Incheon Dohwa Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
140322,조아아이스크림 십정동점,Joa Ice Cream Sipjeong-dong,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
140409,아이스크림 하우스,ice cream house,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
140670,배스킨라빈스 인천연수로데오점,Baskin Robbins Incheon Yeonsuro Deo Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
141056,배스킨라빈스 영종스카이점,Baskin Robbins Yeongjong Sky Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
141379,배스킨라빈스 부평동아점,Baskin Robbins Bupyeong Donga Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
142495,배스킨라빈스 인천루원베르힐,Baskin Robbins Incheon Louwonber Hill,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
143097,배스킨라빈스 인천계산역점,Baskin Robbins Incheon Gyesan Station Branch,"('배스킨라빈스', 'Baskin-Robbins')",Food,Ice Cream Shop
144703,아이스크림전문점 부평점,Ice cream shop Bupyeong,"('아이스크림', 'Icecream')",Food,Ice Cream Shop
