,name,name_eng,problems,category,subcategory
16138,녹색다방,green coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
16295,카페이립,caffe lip,"('카페', 'Cafe')",Food,Coffee Shop
16847,을왕리 불란서다방,Eurwang-ri French Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
17169,하얀다방,white coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
18351,커피에반하다 영종하늘초점 스마트 무인카페,Fall in love with coffee  Yeongjong Sky Focus,"('카페', 'Cafe')",Food,Coffee Shop
18475,용다방,Yong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
19015,인천여관X루비살롱,Ruby Salon,"('인천', 'Incheon')",Food,Coffee Shop
21199,여우다방,fox coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
21262,동진다방,Dongjinbang,"('다방', 'Dabang')",Food,Coffee Shop
22062,카페나의라임오렌지,Caffena's Lime Orange,"('카페', 'Cafe')",Food,Coffee Shop
22120,유정다방,Yujeong Cafe,"('다방', 'Dabang')",Food,Coffee Shop
22820,만나네다방,meet up cafe,"('다방', 'Dabang')",Food,Coffee Shop
23653,아성다방,Shung Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
24125,강화다방,Ganghwa Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
26959,카페인중독 인천만수점,Caffeine Addiction Incheon Million Points,"('카페', 'Cafe')",Food,Coffee Shop
28647,별다방,Byeol Cafe,"('다방', 'Dabang')",Food,Coffee Shop
29026,호수다방,lake coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
30458,수정다방,Sujeong Cafe,"('다방', 'Dabang')",Food,Coffee Shop
30892,조은다방,Joeun Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
31192,은다방,Eunchabang,"('다방', 'Dabang')",Food,Coffee Shop
31311,쌍곰다방,Ssang bear coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
32649,카페in,caffeine,"('카페', 'Cafe')",Food,Coffee Shop
33402,꽃다방,flower shop,"('다방', 'Dabang')",Food,Coffee Shop
34544,꽃다방,flower shop,"('다방', 'Dabang')",Food,Coffee Shop
34598,초원다방,meadow coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
34863,황제다방,emperor coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
36350,준다방,jujubang,"('다방', 'Dabang')",Food,Coffee Shop
37275,나은다방,better coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
38355,은성다방,Eunseong Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
38796,윤군커피옥련다방,Yungun Coffee Okryeon Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
39662,우정다방,Friendship Cafe,"('다방', 'Dabang')",Food,Coffee Shop
39941,수경다방,Sugyeong Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
40916,카페베네 인천공항탑승동점,Caffe Bene Incheon Airport Boarding-dong Branch,"('카페', 'Cafe')",Food,Coffee Shop
41414,희수다방,Heesoo Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
42398,엄지다방,thumb coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
43103,석영다방,quartz coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
45917,복고다방 시리얼하우스,Retro Cafe Cereal House,"('다방', 'Dabang')",Food,Coffee Shop
46178,카페베네 백령도점,Caffe Bene Baengnyeongdo Branch,"('카페', 'Cafe')",Food,Coffee Shop
46468,카페 정남향,Café Jeongnam,"('카페', 'Cafe')",Food,Coffee Shop
46912,하얀달다방,white moon cafe,"('다방', 'Dabang')",Food,Coffee Shop
47220,황금다방,golden coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
47248,카페베네 인천공항탑승서점,Caffe Bene Incheon Airport Boarding Bookstore,"('카페', 'Cafe')",Food,Coffee Shop
48594,대룡다방,Daeryong Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
49478,명성다방,Myeongseong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
49564,촌사랑산장카페,Village Sarang Café,"('카페', 'Cafe')",Food,Coffee Shop
50058,원다방,Won coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
50299,구월다방,Guwol Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
51088,달다방 카페,Dal Coffee Cafe,"('다방', 'Dabang')",Food,Coffee Shop
51160,숙다방,sleep coffee room,"('다방', 'Dabang')",Food,Coffee Shop
52039,카페일리오,Caffeilio,"('카페', 'Cafe')",Food,Coffee Shop
52262,명문다방,prestigious coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
52276,전등다방,electric light cafe,"('다방', 'Dabang')",Food,Coffee Shop
53177,복고다방 모래내시장역점,Retro Coffee Shop Sand Nae Market Station Branch,"('다방', 'Dabang')",Food,Coffee Shop
53742,선학다방,Seonhak Cafe,"('다방', 'Dabang')",Food,Coffee Shop
54956,명다방,Myeong tea room,"('다방', 'Dabang')",Food,Coffee Shop
55096,현다방,Hyun coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
55658,꽃잎다방,petal coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
57082,카페린드,Caffeine,"('카페', 'Cafe')",Food,Coffee Shop
57557,정다방,Jeong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
58012,원다방,Won coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
58168,홍다방,Hong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
58188,영아다방,infant coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
59973,현다방,Hyun coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
61641,등대다방,lighthouse coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
62229,중앙다방,Central coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
62418,미소다방,smile coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
62704,궁전다방,palace cafe,"('다방', 'Dabang')",Food,Coffee Shop
64031,5다방,5 coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
64608,클로이구월,cafe chloe september,"('구월', 'Guwol')",Food,Coffee Shop
68068,3TREET삼거리다방,3TREET Samgeori Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
68135,석영다방,quartz coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
68252,대성다방,Daesung coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
68847,로얄다방,Royal coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
70714,은하다방,Eunhabang,"('다방', 'Dabang')",Food,Coffee Shop
71246,다인커피,dainhof,"('커피', 'Coffee')",Food,Coffee Shop
71351,흙다방,mud coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
71868,달쯔커피,number of cafes,"('커피', 'Coffee')",Food,Coffee Shop
73882,카페인초지,Caffeine Paper,"('카페', 'Cafe')",Food,Coffee Shop
75435,카페베네 인천공항랜드서점,Caffe Bene Incheon Airport Land Bookstore,"('카페', 'Cafe')",Food,Coffee Shop
77438,카페엘린,Caffeine,"('카페', 'Cafe')",Food,Coffee Shop
78250,교동다방,Gyodong Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
78555,황금다방,golden coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
79423,식스다방,Six coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
81572,카페이엔,Caffeine,"('카페', 'Cafe')",Food,Coffee Shop
83122,카페베네 인천공항탑승서점,Caffe Bene Incheon Airport Boarding Bookstore,"('카페', 'Cafe')",Food,Coffee Shop
83261,길다방,Gil coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
83272,요거프레소 인천구월아시아드점,Yogurt Presso Incheon Guwall Asiad Branch,"('구월', 'Guwol')",Food,Coffee Shop
83682,카페베네 소래포구역점,Caffe Bene Soraepogu Station,"('카페', 'Cafe')",Food,Coffee Shop
84120,용다방,Yong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
85288,샛별다방,Saetbyeol Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
86276,카페베네 아라마크 국립환경과학원점,Caffe Bene Aramark National Academy of Environmental Sciences,"('카페', 'Cafe')",Food,Coffee Shop
87466,황후다방,Empress Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
88430,소라다방,Sorad Room,"('다방', 'Dabang')",Food,Coffee Shop
88878,정다방,Jeong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
90336,꽃밭다방,flower garden cafe,"('다방', 'Dabang')",Food,Coffee Shop
90426,J다방,J Cafe,"('다방', 'Dabang')",Food,Coffee Shop
92838,오거리다방,Ogeori coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
93496,수현다방,Suhyeon Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
93838,동화다방,fairy tale coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
96311,엔제리너스스페셜티 롯데백화점 인천점,Angel-in-us,"('인천', 'Incheon')",Food,Coffee Shop
96424,진주다방,pearl coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
96899,홍다방,Hong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
97806,샘다방,Sam coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
98432,가온찜질카페,Gaon Jjimjil Café,"('카페', 'Cafe')",Food,Coffee Shop
99063,우정다방,Friendship Cafe,"('다방', 'Dabang')",Food,Coffee Shop
99080,현대다방,modern coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
99539,제일다방,Best coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
99776,카페립,caffe rib,"('카페', 'Cafe')",Food,Coffee Shop
100110,영아다방,infant coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
100821,체리다방,Cherry coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
106158,복고다방 청라점,Retro Cafe Cheongna Branch,"('다방', 'Dabang')",Food,Coffee Shop
106406,우림다방,Woorim Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
106445,카페인,Caffeine,"('카페', 'Cafe')",Food,Coffee Shop
106647,캔디다방,Candy Cafe,"('다방', 'Dabang')",Food,Coffee Shop
107917,성우다방,voice actor cafe,"('다방', 'Dabang')",Food,Coffee Shop
108594,민들레다방,Dandelion tea room,"('다방', 'Dabang')",Food,Coffee Shop
108597,삼거리다방,Samgeori coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
108830,꽃잎다방,petal coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
110409,석화다방,Seokhwa Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
110794,오월에카페,Cushlong,"('카페', 'Cafe')",Food,Coffee Shop
111603,카페라곰,Caffe Lagom,"('카페', 'Cafe')",Food,Coffee Shop
112804,복다방,Bok Cafe,"('다방', 'Dabang')",Food,Coffee Shop
113507,연꽃다방,lotus coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
113855,카페베네 인천공항여객서점,Caffe Bene Incheon Airport Passenger Bookstore,"('카페', 'Cafe')",Food,Coffee Shop
115159,은다방,Eunchabang,"('다방', 'Dabang')",Food,Coffee Shop
115507,카페인중독 청라점,Caffeine Addiction Cheongna Branch,"('카페', 'Cafe')",Food,Coffee Shop
118912,여로다방,Jero coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
120187,벽다방,wall coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
120342,신현다방,Shinhyeon Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
121115,금성다방,Geumseong Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
121154,클래식다방,classic coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
122215,민정다방,Minjeong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
122702,금당다방,Geumdang Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
122818,비원다방,Biwon Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
123388,카페빈스,Caffe Beans,"('카페', 'Cafe')",Food,Coffee Shop
124185,봄다방,spring coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
125757,구월동 카페 유별,the coffee,"('카페', 'Cafe')",Food,Coffee Shop
126026,카페빨강머리앤 인천신현점,Cafe Red Hair Anne,"('인천', 'Incheon')",Food,Coffee Shop
126595,뻘다방,mud coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
126933,약속다방,promise coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
127165,달다방,Dal Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
128046,미도다방,Mido coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
128468,엄지다방,thumb coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
128842,카페인중독 인천완정점,Caffeine Addiction Incheon Wanjeong Branch,"('카페', 'Cafe')",Food,Coffee Shop
129522,까치다방,magpie coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
129594,영아다방,infant coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
130188,녹수다방,Noksu coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
130298,카페베네 강화외포리점,Caffe Bene Ganghwa Oepo Branch,"('카페', 'Cafe')",Food,Coffee Shop
131438,카페베네 청학시대상가점,Caffe Bene Cheonghak City Daesangga Store,"('카페', 'Cafe')",Food,Coffee Shop
132362,연희다방,Yeonhui coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
132700,카페다인,Caffeine,"('카페', 'Cafe')",Food,Coffee Shop
132874,미정다방,unsettled coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
136750,빅다방 부평역사점,Big Coffee Shop Bupyeong Station,"('다방', 'Dabang')",Food,Coffee Shop
137206,장미다방,rose coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
137930,달카페,moon,"('카페', 'Cafe')",Food,Coffee Shop
138958,용다방,Yong coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
139082,풍전다방,Pungjeon Coffee Shop,"('다방', 'Dabang')",Food,Coffee Shop
139908,스토리9 인천VIP점,Story 9,"('인천', 'Incheon')",Food,Coffee Shop
140678,금다방,gold coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
141376,커피빈 인천구월동점,Coffee Bean Incheon-gu Wol-dong,"('구월', 'Guwol')",Food,Coffee Shop
141500,카페베네 앰코코리아송도점,Caffe Bene Amkor Korea Songdo Branch,"('카페', 'Cafe')",Food,Coffee Shop
141635,궁전다방,palace cafe,"('다방', 'Dabang')",Food,Coffee Shop
142375,길다방,Gil coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
143926,이브다방,Eve coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
145858,원다방,Won coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
146084,새싹다방,Sprout Cafe,"('다방', 'Dabang')",Food,Coffee Shop
146278,영란다방,Yeongran coffee shop,"('다방', 'Dabang')",Food,Coffee Shop
