,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
53358,53359,1747817,인천계양경찰서테니스장,,Incheon Gyeyang Police Station Tennis Court,Parks and Outdoors,Tennis Court,126.73582189999996,37.53714959999982,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,장제로,774,1078-4,2018-04-06 9:30:30,"레져,체육||구기||테니스장",False
54795,54796,5696108,펀펀테니스,펀펀테니스교실,Fun Fun Tennis,Parks and Outdoors,Tennis Court,126.66810339999996,37.63349889999986,대한민국,KOR,KOR,인천광역시,서구,,대곡동,,두밀로,136,326,2022-08-16 16:52:33,"레져,체육||구기||테니스장",False
54904,54905,27184825,록테니스아카데미 부평점,,Rock Tennis Academy Bupyeong Branch,Parks and Outdoors,Tennis Court,126.70830194507096,37.51040475428589,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,안남로305번길,16,192-8,2022-08-24 14:41:06,"레져,체육||구기||테니스장",False
55461,55462,3711849,서창2지구LH휴먼시아1단지아파트테니스장,서창2지구엘에이치휴먼시아1단지아파트테니스장,Seochang District 2 LH Humansia Complex 1 Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.74305063873896,37.43148957415448,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로,124-14,636,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
57297,57298,1745531,만수주공6단지아파트테니스장,,Mansu Jugong Complex 6 Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.73686012383496,37.46023589622399,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로124번길,127,17,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
57445,57446,1746516,동남아파트테니스장,,Southeast Asia Part Tennis Court,Parks and Outdoors,Tennis Court,126.66790940715595,37.40287576146349,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,먼우금로,19,943,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
59986,59987,1745203,유원아파트테니스장,,Yuwon Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.64244802960162,37.45563060050985,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,102,557-1,2018-07-30 19:19:18,"레져,체육||구기||테니스장",False
60560,60561,1745822,신흥현대아이파크아파트테니스장,,Shinheung Hyundai I'Park Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.63273006655588,37.45572730493801,대한민국,KOR,KOR,인천광역시,중구,,신흥동3가,,인항로,30,7-235,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
60920,60921,1747473,동아풍림아파트테니스장,,Donga Poonglim Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.66263484905296,37.44227320520599,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,120,719,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
62881,62882,3940735,새아침공원테니스장,,New Morning Park Tennis Court,Parks and Outdoors,Tennis Court,126.66041499999994,37.39244829999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,,,2-1,2022-07-19 20:20:05,"레져,체육||구기||테니스장",False
64981,64982,1745755,대한적십자사 인천지사테니스장,,Korean Red Cross Incheon Branch Tennis Court,Parks and Outdoors,Tennis Court,126.69028129999988,37.41928319999976,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,함박뫼로,220,581,2019-03-11 10:44:23,"레져,체육||구기||테니스장",False
65324,65325,1747637,연수영남아파트테니스장,,Yeonsu Yeongnam Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.6832784928342,37.41971790868516,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,새말로,111,577,2017-10-26 13:39:43,"레져,체육||구기||테니스장",False
68385,68386,20100524,까치마을태화아파트테니스장,,Kachi Village Taehwa Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.74018057556265,37.53007218427072,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,효서로,393,915-1,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
70429,70430,1745670,부평동아1단지아파트테니스장,,Bupyeong Donga Apartment Complex 1 Tennis Court,Parks and Outdoors,Tennis Court,126.71678596332896,37.4950634535703,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,37,70-5,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
71554,71555,1747307,태평샹베르1차아파트테니스장,,Taepyeong Chambert 1st Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.65284398854821,37.55940673450976,대한민국,KOR,KOR,인천광역시,서구,,경서동,,도요지로,15,722-1,2017-09-29 11:11:11,"레져,체육||구기||테니스장",False
72389,72390,26985948,부성우성아파트테니스장,,Buseong Woosung Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.71573936043148,37.50254928690586,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,부영로,165,294-35,2022-05-01 12:37:48,"레져,체육||구기||테니스장",False
74269,74270,1745682,부평동아2단지아파트테니스장,,Bupyeong Donga Apartment Complex 2 Tennis Court,Parks and Outdoors,Tennis Court,126.71699294632896,37.4983518187785,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로,246,70-125,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
76466,76467,6348650,산곡현대5차아파트테니스장,5차산곡현대아파트테니스장,Sangok Hyundai 5th Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.71146617206688,37.5063787995441,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,,,336-2,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
77001,77002,20195300,연수대우삼환아파트테니스장,,Yeonsu Daewoo Samhwan Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.67935670948155,37.40493679604932,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,원인재로,88,925-7,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
78707,78708,80388,인천시립가좌테니스장,인천가좌테니스장,Incheon Municipal Gajwa Tennis Court,Parks and Outdoors,Tennis Court,126.67721529999996,37.475590899999794,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,가좌로11번길,7,606-3,2022-05-01 12:37:48,"레져,체육||구기||테니스장",False
79802,79803,1746195,부평현대1단지아파트테니스장,1지구부평현대아파트테니스장,Bupyeong Hyundai Complex 1 Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.70925550928294,37.49108818079301,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1269,307,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
80998,80999,1679442,정보통신산업진흥원송도사무소테니스장,,Information and Communication Industry Promotion Agency Songdo Office Tennis Court,Parks and Outdoors,Tennis Court,126.64101549999992,37.37592879999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,벤처로,82,11-13,2017-10-26 18:27:18,"레져,체육||구기||테니스장",False
81615,81616,1745305,인천광역시인재개발원테니스장,인천인재개발원테니스장,Incheon Metropolitan City Human Resources Development Center Tennis Court,Parks and Outdoors,Tennis Court,126.67998049999994,37.54115399999982,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,심곡로,98,산63-2,2018-07-24 9:30:30,"레져,체육||구기||테니스장",False
81973,81974,5473594,미추홀퍼스트테니스장,,Michuhol First Tennis Court,Parks and Outdoors,Tennis Court,126.64344876936472,37.45762464584816,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,,,680-7,2018-12-11 15:04:18,"레져,체육||구기||테니스장",False
83378,83379,27371890,달빛공원테니스장,,Moonlight Park Tennis Court,Parks and Outdoors,Tennis Court,126.65537579999985,37.39753949999972,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,,,1,2022-07-13 13:54:25,"레져,체육||구기||테니스장",False
84796,84797,1746931,금곡동동남자연아파트테니스장,,Geumgok-dong Namyeon Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.65105896037684,37.6047322313202,대한민국,KOR,KOR,인천광역시,서구,,금곡동,,완정로,242,722-2,2018-07-24 8:08:08,"레져,체육||구기||테니스장",False
84961,84962,4909003,인천논현푸르지오아파트테니스장,,Incheon Nonhyeon Prugio Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.73941805104464,37.40326905146309,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,포구로,40,810,2018-06-18 9:59:59,"레져,체육||구기||테니스장",False
88244,88245,3711787,서창2지구LH휴먼시아1단지아파트테니스장,서창2지구엘에이치휴먼시아1단지아파트테니스장,Seochang District 2 LH Humansia Complex 1 Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.74403119544296,37.43021361481237,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로,124-14,636,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
91485,91486,20195302,연수대우삼환아파트테니스장,,Yeonsu Daewoo Samhwan Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.68023756708196,37.40579983125309,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,원인재로,88,925-7,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
91800,91801,1746361,무지개마을아파트테니스장,,Rainbow Village Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.67225994606844,37.40175409276552,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,원인재로,14,931,2019-06-20 18:00:02,"레져,체육||구기||테니스장",False
91803,91804,1745154,대한상공회의소 인천인력개발원테니스장,상공회의소인천인력개발원테니스장,Korea Chamber of Commerce and Industry Incheon Human Resources Development Center Tennis Court,Parks and Outdoors,Tennis Court,126.69157969999956,37.40864730000009,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,남동서로205번길,32,625,2022-05-01 12:37:48,"레져,체육||구기||테니스장",False
95689,95690,1747646,유천아파트테니스장,,Yucheon Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.68476486320245,37.42242886859949,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,먼우금로,302,534,2017-10-26 12:07:06,"레져,체육||구기||테니스장",False
98462,98463,1746023,경남3차아파트테니스장,,Gyeongnam 3rd Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.70644440163073,37.501842512640366,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로272번길,89,145-7,2017-09-29 11:11:11,"레져,체육||구기||테니스장",False
98676,98677,1745694,만수신동아아파트테니스장,,Mansu Sindonga Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.737551087837,37.467351334578886,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로111번길,38,5-426,2019-11-08 23:07:03,"레져,체육||구기||테니스장",False
99929,99930,1747404,인천광역시남부교육지원청테니스장,인천시남부교육지원청테니스장,Incheon Metropolitan City Nambu Office of Education Tennis Court,Parks and Outdoors,Tennis Court,126.62143869999991,37.4751416999998,대한민국,KOR,KOR,인천광역시,중구,,송학동1가,,자유공원남로,17,11-1,2018-07-24 9:30:30,"레져,체육||구기||테니스장",False
104810,104811,1746302,현대2단지아파트테니스장,2단지현대아파트테니스장,Hyundai 2nd Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.71039451721396,37.4914034826621,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,안남로,91,311-126,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
105638,105639,1746414,당하태평샹베르아파트테니스장,태평샹베르아파트테니스장,Dangha Taipyeong Chambert Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.67829991848188,37.58573158182944,대한민국,KOR,KOR,인천광역시,서구,,당하동,,독정로25번길,26-6,820-1,2018-08-03 9:59:59,"레져,체육||구기||테니스장",False
106351,106352,6223277,강화군실내테니스장,강화군테니스장,Ganghwa-gun Indoor Tennis Court,Parks and Outdoors,Tennis Court,126.50762696303788,37.72823456169378,대한민국,KOR,KOR,인천광역시,강화군,,선원면,신정리,고식이길,177,29,2019-08-13 2:52:29,"레져,체육||구기||테니스장",False
106567,106568,2858362,인천지방법원테니스장,,Incheon District Court Tennis Court,Parks and Outdoors,Tennis Court,126.66651929999993,37.44343609999978,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로163번길,17,278-2,2018-08-11 9:09:09,"레져,체육||구기||테니스장",False
106773,106774,1747260,연수주공3단지아파트테니스장,,Yeonsu Jugong Apartment Complex 3 Tennis Court,Parks and Outdoors,Tennis Court,126.68365913609192,37.415419713019176,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,새말로,154,578-2,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
107809,107810,1745147,인천공단소방서테니스장,,Incheon Industrial Complex Fire Station Tennis Court,Parks and Outdoors,Tennis Court,126.6936925999999,37.40806639999976,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,남동서로,208,633,2018-11-27 19:32:06,"레져,체육||구기||테니스장",False
109057,109058,1745860,부평대림아파트테니스장,,Bupyeong Daelim Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.7187356316042,37.502139841207146,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부영로,196,64-20,2017-10-23 16:05:05,"레져,체육||구기||테니스장",False
109231,109232,27179142,최프로 테니스아카데미,,Choi Pro Tennis Academy,Parks and Outdoors,Tennis Court,126.6892689582479,37.46077626472756,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,873,988-2,2022-05-01 12:37:48,"레져,체육||구기||테니스장",False
109849,109850,995515,상록수테니스장,,Sangnoksu Tennis Court,Parks and Outdoors,Tennis Court,126.4287999999836,37.73481799957639,대한민국,KOR,KOR,인천광역시,강화군,,내가면,고천리,,,30-26,2022-05-01 12:37:48,"레져,체육||구기||테니스장",False
110052,110053,5845309,스타디움센트럴시티아파트테니스장,,Dowon Station Seohee Star Hill Cruise City Tennis Court,Parks and Outdoors,Tennis Court,126.64426599715814,37.46586677946927,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,참외전로,268,462,2022-05-01 12:37:48,"레져,체육||구기||테니스장",False
111407,111408,1747527,한양아파트테니스장,,Hanyang Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.69975440735608,37.50320403937301,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,287,182,2017-10-16 16:33:25,"레져,체육||구기||테니스장",False
117231,117232,1745189,인천연수경남아파트테니스장,,Incheon Yeonsu Gyeongnam Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.69440086450388,37.42107495012854,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,원인재로,310,532,2017-10-26 13:37:19,"레져,체육||구기||테니스장",False
120033,120034,1745975,라이프비취맨션3차아파트테니스장,비취맨션아파트테니스장,Life Beach Mansion 3rd Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.6070652003242,37.451213312544446,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,축항대로86번길,47,27-107,2018-08-23 17:25:41,"레져,체육||구기||테니스장",False
120291,120292,2858359,인천지방검찰청테니스장,인천지검테니스장,Incheon District Prosecutors' Office Tennis Court,Parks and Outdoors,Tennis Court,126.66841719999996,37.44360429999978,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로163번길,49,278-1,2018-08-11 9:09:09,"레져,체육||구기||테니스장",False
121371,121372,27157591,씨사이드파크테니스장,,Seaside Park Tennis Court,Parks and Outdoors,Tennis Court,126.55754756980184,37.47850824923791,대한민국,KOR,KOR,인천광역시,중구,,운남동,,영종대로,842-58,1640-1,2022-08-08 10:29:42,"레져,체육||구기||테니스장",False
123297,123298,1746450,푸른마을삼부아파트테니스장,삼부아파트테니스장,Blue Village Sambu Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.742159012954,37.50197492258312,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,부개로,58,499-2,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
123813,123814,3711848,서창2지구LH휴먼시아1단지아파트테니스장,서창2지구엘에이치휴먼시아1단지아파트테니스장,Seochang District 2 LH Humansia Complex 1 Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.74012265193898,37.42946825552749,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로,124-14,636,2021-12-23 15:49:18,"레져,체육||구기||테니스장",False
124590,124591,1746550,학익동풍림아이원아파트테니스장,,Hakik-dong Poongrim I-One Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.65978774072808,37.4401269862465,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,340,721,2018-07-30 19:19:18,"레져,체육||구기||테니스장",False
124865,124866,1745223,한화꿈에그린아파트테니스장,,Hanwha Dream Green Apartment Tennis Court,Parks and Outdoors,Tennis Court,126.649791897797,37.467995133568245,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,석정로126번길,23,86-1,2018-07-30 19:19:18,"레져,체육||구기||테니스장",False
