,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
38093,38094,20164615,영종하늘도시우미린2단지아파트풋살장, ,Yeongjong Sky City Umilin 2 Complex Apartment Futsal Stadium,Parks and Outdoors,Soccer,126.55330205552836,37.48606808460065,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘달빛로,113,1871-3,2021-12-23 15:49:18,"레져,체육||구기||풋살장||풋살장-일반",False
52338,52339,27117413,연수드림필드,,Yeonsu Dream Field,Parks and Outdoors,Soccer,126.65933379999989,37.40058679999974,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,,,913-51,2022-05-01 12:37:48,"레져,체육||구기||풋살장||풋살장-일반",False
52394,52395,27123346,남동구풋살연합회,,Namdong-gu Futsal Federation,Parks and Outdoors,Soccer,126.75023150017395,37.43461939978837,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,장아산로190번길,22,563-8,2022-05-01 12:37:48,"레져,체육||구기||풋살장||풋살장-일반",False
60740,60741,20421918,구성실내풋살장,,Guseong indoor futsal court,Parks and Outdoors,Soccer,126.4157598999998,37.79191509999991,대한민국,KOR,KOR,인천광역시,강화군,,양사면,덕하리,덕하로,20,1158-10,2022-09-06 15:18:26,"레져,체육||구기||축구장||축구장-일반",False
75807,75808,27074003,스토래지풋살 인천남동점,,Storage Futsal Incheon Namdong Branch,Parks and Outdoors,Soccer,126.72672809999992,37.44262799999976,대한민국,KOR,KOR,인천광역시,남동구,,수산동,,경신로,56,50-6,2022-08-26 9:52:19,"레져,체육||구기||풋살장||풋살장-일반",False
81598,81599,26812709,싸카데미 피지컬 트레이닝센터,,Social Physical Training Center,Parks and Outdoors,Soccer,126.71688989999996,37.43008149999979,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,호구포로535번길,24,279-11,2022-05-01 12:37:48,"레져,체육||구기||축구장||축구장-일반",False
91936,91937,1746540,주안더월드스테이트2단지아파트축구장,2단지주안더월드스테이트아파트축구장,Juander World State Complex 2 Apartment Soccer Field,Parks and Outdoors,Soccer,126.69435429999191,37.46125649992867,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로864번길,114,1618,2022-05-01 12:37:48,"레져,체육||구기||축구장||축구장-일반",False
92037,92038,590467,인천문학경기장풋살구장,문학경기장풋살구장,Incheon Munhak Stadium Futsal Stadium,Parks and Outdoors,Soccer,126.68984274859407,37.43748074907613,대한민국,KOR,KOR,인천광역시,미추홀구,,문학동,,매소홀로,618,482,2022-08-16 16:52:33,"레져,체육||구기||풋살장||풋살장-일반",False
100469,100470,2611425,강서개화축구장,개화축구장,Gangseo Gaehwa Soccer Field,Parks and Outdoors,Soccer,126.78756659954492,37.57824640004562,대한민국,KOR,KOR,인천광역시,계양구,,하야동,,,,23-8,2022-05-01 12:37:48,"레져,체육||구기||축구장||축구장-일반",False
104353,104354,660497,인천문학경기장월드컵보조경기장,문학경기장월드컵보조경기장,Incheon Munhak Stadium World Cup Auxiliary Stadium,Parks and Outdoors,Soccer,126.68829449999988,37.43482869999978,대한민국,KOR,KOR,인천광역시,미추홀구,,문학동,,매소홀로,618,482,2022-05-01 12:37:48,"레져,체육||구기||축구장||축구장-일반",False
105549,105550,27401664,삼산풋살장,,Samsan Futsal Stadium,Parks and Outdoors,Soccer,126.7503149936023,37.516136326958886,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,평천로536번길,5,106-39,2022-08-02 16:47:12,"레져,체육||구기||풋살장||풋살장-일반",False
139462,139463,27185261,아레테 풋살장LAB,,Arete Futsal Court LAB,Parks and Outdoors,Soccer,126.72222559999996,37.54408619999984,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로1045번길,9-9,931-28,2022-09-06 15:18:26,"레져,체육||구기||풋살장||풋살장-일반",False
145627,145628,1856392,만석어린이공원풋살구장,만석공원풋살구장,Manseok Children's Park Futsal Stadium,Parks and Outdoors,Soccer,126.61955000003884,37.48381790003327,대한민국,KOR,KOR,인천광역시,동구,,만석동,,,,41-12,2022-08-04 10:04:43,"레져,체육||구기||풋살장||풋살장-일반",False
147207,147208,3418377,드림파크문화재단제1축구장,,Dream Park Cultural Foundation 1st Soccer Field,Parks and Outdoors,Soccer,126.6382463999994,37.559094099999456,대한민국,KOR,KOR,인천광역시,서구,,경서동,,,,,2022-05-01 12:37:48,"레져,체육||구기||축구장||축구장-일반",False
147230,147231,4782164,드림파크문화재단풋살장,,Dream Park Cultural Foundation Futsal Stadium,Parks and Outdoors,Soccer,126.63353349999927,37.565262599999706,대한민국,KOR,KOR,인천광역시,서구,,오류동,,,,,2022-05-01 12:37:48,"레져,체육||구기||풋살장||풋살장-일반",False
147240,147241,5715815,드림파크문화재단제3축구장,,Dream Park Cultural Foundation 3rd Soccer Field,Parks and Outdoors,Soccer,126.63392180000024,37.56475499999999,대한민국,KOR,KOR,인천광역시,서구,,오류동,,,,,2022-05-01 12:37:48,"레져,체육||구기||축구장||축구장-일반",False
147242,147243,4783114,드림파크문화재단제2축구장,,Dream Park Cultural Foundation 2nd Soccer Field,Parks and Outdoors,Soccer,126.6330876,37.564540499999794,대한민국,KOR,KOR,인천광역시,서구,,오류동,,,,,2022-05-01 12:37:48,"레져,체육||구기||축구장||축구장-일반",False
