,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
26647,26648,219919,인천부평소방서,,Incheon Bupyeong Fire Station,Professional and Other Places,Fire Station,126.7221827430819,37.5205863038544,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,부평대로,324,437-3,2019-11-14 0:00:00,"공공,행정,사회||소방||소방서||소방서-일반",False
27472,27473,5934592,인천공단소방서 소래119안전센터,,Incheon Industrial Complex Fire Station Sorae 119 Safety Center,Professional and Other Places,Fire Station,126.72076114369293,37.38645570655575,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,에코중앙로,86,766-2,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
28148,28149,1253940,인천중부소방서백령119안전센터,인천중부백령119지역대,Incheon Jungbu Fire Station Baekryeong 119 Safety Center,Professional and Other Places,Fire Station,124.71774729954292,37.96747380060543,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,백령남로,30,629-1,2019-04-12 23:06:54,"공공,행정,사회||소방||소방서||119안전센터",False
30235,30236,1849713,신송119안전센터,송도 신송119안전센터,Sinsong 119 Safety Center,Professional and Other Places,Fire Station,126.65182090025289,37.390899002316154,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,해돋이로,92,3-35,2019-09-19 23:00:09,"공공,행정,사회||소방||소방서||119안전센터",False
32591,32592,3804015,인천영종소방서,공항소방서,Incheon Yeongjong Fire Station,Professional and Other Places,Fire Station,126.41550600044854,37.48708380132249,대한민국,KOR,KOR,인천광역시,중구,,운서동,,제2터미널대로,268,3234,2019-04-12 23:06:56,"공공,행정,사회||소방||소방서||소방서-일반",False
33282,33283,1870003,부평소방서삼산119안전센터,인천부평소방서삼산119안전센터,Bupyeong Fire Station Samsan 119 Safety Center,Professional and Other Places,Fire Station,126.73608750049092,37.511641700918496,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,충선로,252,451-4,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
33400,33401,228355,미추홀소방서관교119안전센터,미추홀관교119안전센터,Michuhol Fire Station Gwangyo 119 Safety Center,Professional and Other Places,Fire Station,126.69660522112189,37.44431763496027,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,인하로,450,13,2019-11-14 23:28:16,"공공,행정,사회||소방||소방서||119안전센터",False
35572,35573,361909,인천공단소방서 도림119안전센터,인천공단도림119안전센터,Incheon Industrial Complex Fire Station Dorim 119 Safety Center,Professional and Other Places,Fire Station,126.70911072113292,37.42268093609446,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,비류대로,667,625-53,2022-08-08 10:29:42,"공공,행정,사회||소방||소방서||119안전센터",False
36159,36160,380070,인천공단소방서,공단소방서,Incheon Industrial Complex Fire Department,Professional and Other Places,Fire Station,126.69287860030497,37.408209600663966,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,남동서로,208,633,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||소방서-일반",False
37455,37456,665730,인천서부소방서,서부소방서,Incheon West Fire Station,Professional and Other Places,Fire Station,126.6771997961169,37.543390898964,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,서곶로,292,303,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||소방서-일반",False
37730,37731,822294,공단소방서동춘119안전센터,공단동춘119안전센터,Industrial Complex Fire Station Dongchun 119 Safety Center,Professional and Other Places,Fire Station,126.6712834110098,37.409182315610565,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로,241,924-2,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
40055,40056,6073742,신기119안전센터,인천미추홀소방서신기119안전센터,Shingi 119 Safety Center,Professional and Other Places,Fire Station,126.6690266079199,37.44848819107016,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,190,747,2019-11-14 23:29:52,"공공,행정,사회||소방||소방서||119안전센터",False
41359,41360,966771,서부소방서신현119안전센터,서부신현119안전센터,Seobu Fire Station Shinhyeon 119 Safety Center,Professional and Other Places,Fire Station,126.67251859354984,37.51472602176699,대한민국,KOR,KOR,인천광역시,서구,,신현동,,가정로,333-1,294,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
41701,41702,5712224,인천강화소방서불은119지역대,인천강화불은119지역대,Incheon Ganghwa Fire Station Seobuleun 119 Area,Professional and Other Places,Fire Station,126.4801463269748,37.6861892136349,대한민국,KOR,KOR,인천광역시,강화군,,불은면,두운리,강화동로,562-3,252,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119지역대",False
42000,42001,2830658,공단소방서119구조대,인천공단소방서119구조대,Industrial Complex Fire Station 119 Rescue Team,Professional and Other Places,Fire Station,126.69300019965692,37.408091201044655,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,남동서로,208,633,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119구조대",False
43877,43878,4345000,인천영종소방서119구조대,인천영종119구조대,Incheon Yeongjong Fire Station 119 Rescue Team,Professional and Other Places,Fire Station,126.51269588203176,37.47170453962013,대한민국,KOR,KOR,인천광역시,중구,,운남동,,인천대교고속도로,3-1,1113-70,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119구조대",False
44431,44432,793420,송현119안전센터,인천송현119안전센터,Songhyeon 119 Safety Center,Professional and Other Places,Fire Station,126.65102441442485,37.486314563718174,대한민국,KOR,KOR,인천광역시,동구,,송현동,,방축로,39,129-2,2020-01-14 23:37:20,"공공,행정,사회||소방||소방서||119안전센터",False
48001,48002,5897869,미래119안전센터,,Mirae 119 Safety Center,Professional and Other Places,Fire Station,126.6515350444189,37.36720858650004,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,첨단대로60번길,15,208-1,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
50994,50995,615631,남동소방서만수119안전센터,남동만수119안전센터,Namdong Fire Station Mansu 119 Safety Center,Professional and Other Places,Fire Station,126.72587688483492,37.45964049763348,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로,207,897,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
54907,54908,1252437,인천중부소방서대청119지역대,인천광역시중부소방서대청119지역대,Incheon Central Fire Station 119 Regional Unit,Professional and Other Places,Fire Station,124.69939059983946,37.833604200926445,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,대청리,대청로244번길,45,583-1,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119지역대",False
55281,55282,905420,강화소방서하점119지역대,강화하점119지역대,Ganghwa Fire Station Seoha Branch 119 Regional Unit,Professional and Other Places,Fire Station,126.40796379995454,37.77513960141519,대한민국,KOR,KOR,인천광역시,강화군,,하점면,신봉리,강화대로1247번길,12,290,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119지역대",False
55619,55620,2830838,인천강화소방서,강화소방서,Incheon Ganghwa Fire Station,Professional and Other Places,Fire Station,126.458506185429,37.71217393753072,대한민국,KOR,KOR,인천광역시,강화군,,불은면,삼성리,중앙로,505,274-1,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||소방서-일반",False
58491,58492,363335,영종소방서 북도119지역대,인천광역시영종소방서북도119지역대,Yeongjong Fire Station Bukdo 119 Area Unit,Professional and Other Places,Fire Station,126.4336951772116,37.52305803524411,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,신도리,신도로,164,953,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119지역대",False
60378,60379,298885,남동소방서담방119안전센터,인천남동소방서담방119안전센터,Namdong Fire Station Seodambang 119 Safety Center,Professional and Other Places,Fire Station,126.73903858369796,37.439385687770574,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,매소홀로,1044,1049-2,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
60756,60757,343734,강화소방서 119구조대,강화 119구조대,Ganghwa Fire Department 119 Rescue Team,Professional and Other Places,Fire Station,126.4477999994338,37.768108001304405,대한민국,KOR,KOR,인천광역시,강화군,,송해면,하도리,강화대로,879,218-2,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119구조대",False
63581,63582,17658,인천중부소방서연평119지역대,인천광역시중부소방서연평119지역대,Incheon Jungbu Fire Station Yeonpyeong 119 Area,Professional and Other Places,Fire Station,125.6982900468229,37.65907469882999,대한민국,KOR,KOR,인천광역시,옹진군,,연평면,연평리,연평로821번길,37,493-5,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119지역대",False
64113,64114,2830808,인천중부소방서119구조대,인천광역시중부소방서119구조대,Incheon Central Fire Station 119 Rescue Team,Professional and Other Places,Fire Station,126.62231354588182,37.47014150083776,대한민국,KOR,KOR,인천광역시,중구,,항동6가,,인중로,204,2,2020-01-14 23:39:29,"공공,행정,사회||소방||소방서||119구조대",False
65645,65646,836466,인천서부소방서석남119안전센터,인천광역시서부소방서석남119안전센터,Incheon West Fire Station Seoseok Nam 119 Safety Center,Professional and Other Places,Fire Station,126.67298489999992,37.50059999999981,대한민국,KOR,KOR,인천광역시,서구,,석남동,,석남로,102,579-11,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
65868,65869,299354,인천미추홀소방서,인천남부소방서,Incheon Michuhol Fire Station,Professional and Other Places,Fire Station,126.6692426929269,37.44855002766037,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,190,747,2022-08-26 9:52:19,"공공,행정,사회||소방||소방서||소방서-일반",False
66162,66163,450544,인천중부소방서,인천광역시중부소방서,Incheon Jungbu Fire Department,Professional and Other Places,Fire Station,126.62225904575583,37.470142599430574,대한민국,KOR,KOR,인천광역시,중구,,항동6가,,인중로,204,2,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||소방서-일반",False
66947,66948,452199,강화소방서내가119안전센터교동지역대,인천강화소방서교동119지역대,Ganghwa Fire Station Nae 119 Safety Center Gyodong Regional University,Professional and Other Places,Fire Station,126.2801130998292,37.78064500089141,대한민국,KOR,KOR,인천광역시,강화군,,교동면,대룡리,교동남로,28,450-4,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119지역대",False
67846,67847,5210644,가좌119안전센터,인천서부가좌119안전센터,Gajwa 119 Safety Center,Professional and Other Places,Fire Station,126.6826510983539,37.48231353821939,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,백범로678번길,17,295-7,2020-01-14 23:41:58,"공공,행정,사회||소방||소방서||119안전센터",False
69486,69487,3251352,덕적119지역대,인천광역시중부소방서덕적119지역대,Deokjeok 119 Regional University,Professional and Other Places,Fire Station,126.1456847686086,37.22656630345024,대한민국,KOR,KOR,인천광역시,옹진군,,덕적면,진리,덕적북로,113,131,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119지역대",False
75470,75471,5880880,인천강화소방서 119산악구조대,,Incheon Ganghwa Fire Station 119 Mountain Rescue Team,Professional and Other Places,Fire Station,126.4108623448476,37.63215156133617,대한민국,KOR,KOR,인천광역시,강화군,,화도면,상방리,마니산로,785-2,1275,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119구조대",False
75777,75778,1115806,인천중부소방서 송림119안전센터,인천광역시중부소방서송림119안전센터,Incheon Jungbu Fire Station Songnim 119 Safety Center,Professional and Other Places,Fire Station,126.64411878743428,37.47435743853345,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로,133,58-10,2022-08-16 16:52:33,"공공,행정,사회||소방||소방서||119안전센터",False
76333,76334,2618134,운남119안전센터,인천광역시중부소방서운남119안전센터,Yunnan 119 Safety Center,Professional and Other Places,Fire Station,126.53328444046812,37.48810491606071,대한민국,KOR,KOR,인천광역시,중구,,운남동,,운남로,116,1571,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
79184,79185,981352,미추홀소방서주안119안전센터,미추홀주안119안전센터,Michuhol Fire West Juan 119 Safety Center,Professional and Other Places,Fire Station,126.67233418052524,37.46050412713717,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,한나루로,607,421-18,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
79425,79426,403926,계양소방서 장기119안전센터,인천계양소방서장기119안전센터,Gyeyang Fire Station Long-Term 119 Safety Center,Professional and Other Places,Fire Station,126.73377880183996,37.57635840426951,대한민국,KOR,KOR,인천광역시,계양구,,장기동,,장기서로,14,128-4,2019-11-14 23:27:28,"공공,행정,사회||소방||소방서||119안전센터",False
79877,79878,2830832,인천계양소방서작전119안전센터,인천계양작전119안전센터,Incheon Gyeyang Fire Station Operation 119 Safety Center,Professional and Other Places,Fire Station,126.73471339968792,37.536925200535606,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,장제로,774,1078-4,2019-04-12 23:07:47,"공공,행정,사회||소방||소방서||119안전센터",False
81752,81753,902407,강화소방서내가119안전센터,강화내가119안전센터,Ganghwa Fire Station Nae 119 Safety Center,Professional and Other Places,Fire Station,126.39015199988776,37.71748370123839,대한민국,KOR,KOR,인천광역시,강화군,,내가면,고천리,강화서로,235-1,786,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
86813,86814,2830633,부평소방서119구조대,부평소방서119구조대,Bupyeong Fire Station 119 Rescue Team,Professional and Other Places,Fire Station,126.72217434296792,37.52044350572271,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,부평대로,324,437-3,2019-11-14 23:29:08,"공공,행정,사회||소방||소방서||119구조대",False
87216,87217,3260782,서부소방서정서진119구조대,서부정서진119구조대,West Fire Department Seojeong Seojin 119 Rescue Team,Professional and Other Places,Fire Station,126.67047265539792,37.571121660430016,대한민국,KOR,KOR,인천광역시,서구,,시천동,,정서진로,623,162-242,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119구조대",False
89103,89104,553276,인천중부소방서자월119지역대,인천광역시중부소방서자월119지역대,Incheon Jungbu Fire Department Jawol 119 Regional Unit,Professional and Other Places,Fire Station,126.31430668332132,37.25023155755064,대한민국,KOR,KOR,인천광역시,옹진군,,자월면,자월리,자월서로,86,1065-11,2020-01-14 23:36:46,"공공,행정,사회||소방||소방서||119지역대",False
89873,89874,20778638,인천소방본부119화학대응센터,,Incheon Fire Department 119 Chemical Response Center,Professional and Other Places,Fire Station,126.64464269960688,37.51055539977487,대한민국,KOR,KOR,인천광역시,서구,,원창동,,북항로32번길,47-5,381-123,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
92938,92939,6060239,미추홀소방서 도화119안전센터,미추홀 도화119안전센터,Michuhol Fire Department Dohwa 119 Safety Center,Professional and Other Places,Fire Station,126.6692923197835,37.47546337530564,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,장고개로,85,53-12,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
98829,98830,6261239,인천서부소방서오류119안전센터,,Incheon West Fire Station Error 119 Safety Center,Professional and Other Places,Fire Station,126.63252019432984,37.5945112474553,대한민국,KOR,KOR,인천광역시,서구,,오류동,,대촌로,6,1735-3,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
104782,104783,20762325,강화소방서 소방행정과,,Ganghwa Fire Station Fire Administration Division,Professional and Other Places,Fire Station,126.4583376999998,37.71206779999988,대한민국,KOR,KOR,인천광역시,강화군,,불은면,삼성리,중앙로,505,274-1,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119구조대",False
107443,107444,297414,인천부평소방서 부평119안전센터,부평소방서 부평119안전센터,Incheon Bupyeong Fire Station Bupyeong 119 Safety Center,Professional and Other Places,Fire Station,126.72346260109292,37.4922013503854,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,8,194-5,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
109706,109707,817544,계양소방서계산119안전센터,인천계양소방서계산119안전센터,Gyeyang Fire Station Gyesan 119 Safety Center,Professional and Other Places,Fire Station,126.72824895947892,37.544031999996704,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,주부토로,557,920-14,2019-11-14 23:29:26,"공공,행정,사회||소방||소방서||119안전센터",False
112399,112400,181516,서부소방서청라119안전센터,서부청라119안전센터,Seobu Fire Station Cheongna 119 Safety Center,Professional and Other Places,Fire Station,126.62701486186586,37.532277419762686,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라한내로,77,92-12,2020-01-14 23:42:11,"공공,행정,사회||소방||소방서||119안전센터",False
115155,115156,274733,인천서부소방서검단119안전센터,인천광역시서부소방서검단119안전센터,Incheon West Fire Station Geomdan 119 Safety Center,Professional and Other Places,Fire Station,126.65518233754187,37.60262994094251,대한민국,KOR,KOR,인천광역시,서구,,왕길동,,완정로,191,635-4,2020-01-14 23:41:02,"공공,행정,사회||소방||소방서||119안전센터",False
116898,116899,482815,인천광역시소방본부,인천시소방본부,Incheon Metropolitan City Fire Department,Professional and Other Places,Fire Station,126.6692426926139,37.44851662724647,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,190,747,2021-12-23 15:49:18,"공공,행정,사회||소방||소방본부||소방본부-일반",False
118608,118609,1119327,강화소방서 내가119안전센터 양사지역대,인천강화소방서양사119지역대,Ganghwa Fire Station Na 119 Safety Center Yangsa Regional University,Professional and Other Places,Fire Station,126.40554090047854,37.80340670106452,대한민국,KOR,KOR,인천광역시,강화군,,양사면,교산리,전망대로,1319,715-1,2019-04-12 23:06:54,"공공,행정,사회||소방||소방서||119지역대",False
121349,121350,254432,인천중부소방서만석119안전센터,인천광역시중부소방서만석119안전센터,Incheon Jungbu Fire Station Seomanseok 119 Safety Center,Professional and Other Places,Fire Station,126.62576910756884,37.48344092701706,대한민국,KOR,KOR,인천광역시,동구,,만석동,,제물량로,396,19-4,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
125484,125485,1855535,공단소방서논현119안전센터,공단논현119안전센터,Industrial Fire Station Nonhyeon 119 Safety Center,Professional and Other Places,Fire Station,126.72971586368392,37.40529560867194,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,소래역로,109,603-6,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
125812,125813,1871223,인천서부소방서원당119안전센터,인천광역시서부소방서원당119안전센터,Incheon West Fire Seowondang 119 Safety Center,Professional and Other Places,Fire Station,126.69972540031388,37.593796400959434,대한민국,KOR,KOR,인천광역시,서구,,원당동,,원당대로,881,854-2,2019-04-12 23:07:47,"공공,행정,사회||소방||소방서||119안전센터",False
127067,127068,378622,인천계양소방서,계양소방서,Incheon Gyeyang Fire Station,Professional and Other Places,Fire Station,126.73492100045992,37.5370098007501,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,장제로,774,1078-4,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||소방서-일반",False
129107,129108,177054,강화소방서 길상119안전센터 화도지역대,인천강화소방서화도119지역대,Ganghwa Fire Station Gilsang 119 Safety Center Hwado Regional University,Professional and Other Places,Fire Station,126.42030310026357,37.631708300737536,대한민국,KOR,KOR,인천광역시,강화군,,화도면,상방리,마니산로,703-14,839-1,2019-04-12 23:06:56,"공공,행정,사회||소방||소방서||119안전센터",False
129127,129128,5900548,남동소방서서창119안전센터,남동서창119안전센터,Namdong Fire Station Seochang 119 Safety Center,Professional and Other Places,Fire Station,126.751570878411,37.4226759726832,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창방산로,61,670,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119안전센터",False
129162,129163,380080,고잔119안전센터,인천공단소방서고잔119안전센터,Gozan 119 Safety Center,Professional and Other Places,Fire Station,126.69302859946592,37.40813460054556,대한민국,KOR,KOR,인천광역시,남동구,,고잔동,,남동서로,208,633,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
129840,129841,309225,인천미추홀소방서119구조대,인천광역시남부소방서119구조대,Incheon Michuhol Fire Station 119 Rescue Team,Professional and Other Places,Fire Station,126.6728746748751,37.43931079152128,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,226-1,673-6,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119구조대",False
130890,130891,583388,인천중부소방서소방정대,인천중부소방정대,Incheon Jungbu Fire Station Fire Department,Professional and Other Places,Fire Station,126.59562969749884,37.44898184317096,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,연안부두로128번길,16,82-5,2022-05-01 12:37:48,"공공,행정,사회||소방||소방서||119구조대",False
131469,131470,120163,인천서부소방서검암119안전센터,인천광역시서부소방서검암119안전센터,Incheon West Fire Station Geomam 119 Safety Center,Professional and Other Places,Fire Station,126.6735324222449,37.56405067005981,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,474,606-9,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
132081,132082,3965841,인천영종소방서공항119안전센터,인천공항공항119안전센터,Incheon Yeongjong Fire Station Airport 119 Safety Center,Professional and Other Places,Fire Station,126.41573470044855,37.4867976005694,대한민국,KOR,KOR,인천광역시,중구,,운서동,,제2터미널대로,268,3234,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
133265,133266,106171,강화소방서길상119안전센터,인천강화소방서길상119안전센터,Ganghwa Fire Station Gilsang 119 Safety Center,Professional and Other Places,Fire Station,126.48266470024568,37.6383246009625,대한민국,KOR,KOR,인천광역시,강화군,,길상면,온수리,마니산로,93,414-4,2021-12-23 15:49:18,"공공,행정,사회||소방||소방서||119안전센터",False
