,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
23948,23949,4345942,SK텔레콤 에스알대리점 경인교대역점,T월드 에스알대리점 경인교대역점,SK Telecom SR Agency Gyeongin Gyodae Station,Professional and Other Places,Telecom,126.72286577079856,37.53796823556902,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,158-1,968-33,2022-08-08 10:29:42,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
24694,24695,2601923,KT 반야정보통신 당하점,케이티 반야정보통신 당하점,KT Banya Information & Communication Dangha Branch,Professional and Other Places,Telecom,126.67540997777085,37.587422784204016,대한민국,KOR,KOR,인천광역시,서구,,당하동,,서곶로,782,1115-4,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
25253,25254,27053435,KT플라자 용현점,케이티플라자 용현점,KT Plaza Yonghyeon,Professional and Other Places,Telecom,126.63716433185384,37.45138462085668,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로35번길,1,621-178,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT플라자",False
26750,26751,1268348,TWORLD 갈산직영점,T월드 갈산직영점,TWORLD Galsan directly managed store,Professional and Other Places,Telecom,126.72663986813956,37.51776132109036,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,평천로,328,170-16,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
27180,27181,1016249,SK텔레콤 MD대리점 계산점,T월드신도베스텔,SK Telecom  Daedae Agency Headquarters,Professional and Other Places,Telecom,126.72236489999992,37.54318919999981,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,215,941,2022-07-13 13:54:25,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
27594,27595,5720661,LG유플러스 구월동 남인천세무서점,PhoneMonster3호점,Phone Monster 3,Professional and Other Places,Telecom,126.70902431638893,37.44299795856329,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,559,1499-1,2022-08-26 9:52:19,"쇼핑,편의||전자,가전||휴대폰||LG유플러스||LG유플러스 대리점",False
33632,33633,27173406,SK텔레콤 초아대리점 간석직영점,,SK Telecom Choa agency Ganseok store,Professional and Other Places,Telecom,126.7106901509329,37.46069762693427,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석산로,167,194-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
34100,34101,6349961,SK텔레콤 피앤씨홀딩스 부평직영점,,SK Telecom PNC Holdings Bupyeong Directly Managed Store,Professional and Other Places,Telecom,126.72445133553134,37.49196037159681,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1395,159-15,2022-05-13 10:36:55,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
34666,34667,20037274,KT 반야정보통신 당하2호점,올레반야정보통신검단2호점,KT Banya Information & Communication Dangha 2nd Branch,Professional and Other Places,Telecom,126.67464424102964,37.59408423938466,대한민국,KOR,KOR,인천광역시,서구,,마전동,,서곶로,866,1056-6,2022-05-02 21:16:34,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
37502,37503,27449155,SK텔레콤 태산대리점 라임직영점,T월드 태산대리점 라임직영점,SK Telecom Taesan agency Lime direct management store,Professional and Other Places,Telecom,126.65311936240413,37.533293877581535,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라라임로,65,162-9,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
38318,38319,4349087,SK텔레콤 서울대리점 병방사거리점,T월드병방사거리점,SK Telecom Seoul Agency Byeongbang Intersection Store,Professional and Other Places,Telecom,126.74029925365396,37.54737312255871,대한민국,KOR,KOR,인천광역시,계양구,,임학동,,장제로,903,6-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
39039,39040,27182770,SK텔레콤 UNI대리점 학익직영점,T월드 인천중구대리점,SK Telecom UNI agency Hakik directly managed store,Professional and Other Places,Telecom,126.6646501072927,37.44298679986252,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,한나루로,400,264-6,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
39927,39928,659369,SK텔레콤 PS&M 동인천직영점,T월드동인천직영점,SK Telecom PS&M Dongincheon direct management store,Professional and Other Places,Telecom,126.6308714758403,37.47504941328172,대한민국,KOR,KOR,인천광역시,중구,,인현동,,우현로,93,21-4,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SK텔레콤 PS&M",False
41752,41753,20071260,TWORLD ACT대리점 검단본점,T월드 ACT대리점,SK Telecom ACT Agency Geomdan Headquarters,Professional and Other Places,Telecom,126.63712840000017,37.597303199999935,대한민국,KOR,KOR,인천광역시,서구,,오류동,,단봉로139번길,3-5,1726-5,2022-06-07 17:23:36,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
42025,42026,27123852,SK텔레콤 S&S대리점 본점,T월드 S&S대리점 본점,SK Telecom S&S agency head office,Professional and Other Places,Telecom,126.62934669999886,37.47255889999848,대한민국,KOR,KOR,인천광역시,중구,,용동,,우현로,62,239-3,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
42628,42629,4362030,Olleh 계양대리점,,Oleh Gyeyang Agency,Professional and Other Places,Telecom,126.72222340828696,37.529239576592474,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,계양대로,61,865-31,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
49216,49217,27142152,SK텔레콤 UNI대리점 송도직영점,,SK Telecom UNI agency Songdo branch,Professional and Other Places,Telecom,126.64095907608984,37.39505887371856,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,센트럴로,194,23-4,2022-08-18 12:00:50,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
50114,50115,2597392,TWORLD 송도역점,T월드송도역점,TWORLD Songdo Station Branch,Professional and Other Places,Telecom,126.65681996815673,37.42614069657784,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,한나루로,190,336-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
50344,50345,408497,KT 송도지점,,KT Songdo Branch,Professional and Other Places,Telecom,126.64465628146387,37.420976964485845,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,능허대로,136,468-13,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
50995,50996,212961,SK텔레콤 피앤씨홀딩스 부평본점,T월드피앤씨홀딩스,SK Telecom PNC Holdings Bupyeong Head Office,Professional and Other Places,Telecom,126.72887734306232,37.49838915677334,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로,331,397-24,2022-06-07 17:23:36,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
51960,51961,27196360,LG유플러스 가좌동 건지공원점,,LG U+ Gajwa-dong Geonji Park Branch,Professional and Other Places,Telecom,126.6830846153556,37.4953426584519,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,건지로,402,7,2022-07-12 15:05:22,"쇼핑,편의||전자,가전||휴대폰||LG유플러스||LG유플러스 대리점",False
52372,52373,2149231,KT 송림 검단점,케이티송림정보통신검단점,KT Songrim Geomdanjeom,Professional and Other Places,Telecom,126.65782177528388,37.60233558566392,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로,483,910-4,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
52852,52853,27069527,SK텔레콤 MD대리점 갈산동직영점,,SK Telecom MD agency Galsan-dong direct management,Professional and Other Places,Telecom,126.73206319999994,37.5083725999998,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,길주로,623,465-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
53028,53029,27173583,SK텔레콤 선린대리점,,SK Telecom Sunlin Agency,Professional and Other Places,Telecom,126.72436342175791,37.39895271238967,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,앵고개로847번길,72,743-2,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
53661,53662,5931486,KT플라자 영종점,OllehKT인천공항지점,KT Plaza Youngjong,Professional and Other Places,Telecom,126.49016270326923,37.4930654615624,대한민국,KOR,KOR,인천광역시,중구,,운서동,,신도시남로,131,2795-3,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT플라자",False
53705,53706,6426812,SK텔레콤 피앤씨홀딩스 제물포역점,,SK Telecom PNC Holdings Jemulpo Station Branch,Professional and Other Places,Telecom,126.65752908130152,37.46647437141041,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,경인로,133,649-14,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
54308,54309,5929570,LG유플러스 십정동 동암점,LG유플러스스퀘어 동암점,LG Uplus Dongam branch in Sipjeong-dong,Professional and Other Places,Telecom,126.70099149999994,37.4773732999998,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,,,436-6,2022-08-02 16:47:12,"쇼핑,편의||전자,가전||휴대폰||LG유플러스||LG유플러스 대리점",False
54523,54524,1274341,TWORLD알미골대리점,T월드알미골대리점,TWORLD Almigol Agency,Professional and Other Places,Telecom,126.49200908534952,37.74307010975525,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,갑곳리,강화대로,342,199-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
55752,55753,5686678,KT 송림정보통신 하늘도시점,올레송림정보통신중산점,KT Songlim Information and Communication Sky City Branch,Professional and Other Places,Telecom,126.56392159999989,37.4891753999998,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘별빛로65번길,7-3,1886-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
56843,56844,5657470,TWORLD 인천논현점,T월드인천논현점,TWORLD Incheon Nonhyeon Branch,Professional and Other Places,Telecom,126.72452771168892,37.398924865372265,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,앵고개로847번길,72,743-2,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
57275,57276,27425281,SK텔레콤 부개대리점 청라지젤엠점,,SK Telecom Bugae Agency Cheongna Jigel M Branch,Professional and Other Places,Telecom,126.6562942808604,37.53390907164764,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라에메랄드로,99,165-12,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
58172,58173,27189233,SKT 지은대리점,,SKT Jieun Agency,Professional and Other Places,Telecom,126.72581306007092,37.5151315405852,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,주부토로,223,171-11,2022-08-08 10:29:42,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
58315,58316,1266005,QOOK&SHOW인천맴버스프라자,,QOOK&SHOWIncheon Members Plaza,Professional and Other Places,Telecom,126.70393682705885,37.45071393228008,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,미래로,7,1128-10,2019-11-14 23:28:06,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
59427,59428,27184798,SK텔레콤 백마장대리점 청천직영점,,SK Telecom Baekmajang Agency Cheongcheon Branch,Professional and Other Places,Telecom,126.70372059999985,37.52136369999981,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,489,386,2022-05-09 18:01:21,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
59691,59692,27143168,LG유플러스 왕길동 롯데시네마점,,LG U+ Lotte Cinema in Wanggil-dong,Professional and Other Places,Telecom,126.65837229999995,37.60155619999985,대한민국,KOR,KOR,인천광역시,서구,,왕길동,,완정로,159,662-6,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||LG유플러스||LG유플러스 대리점",False
63064,63065,6215700,SK텔레콤 백마장대리점 검단점,T월드 백마장대리점 검단점,SK Telecom Baekmajang Agency Geomdan Branch,Professional and Other Places,Telecom,126.67481088053988,37.59392053960001,대한민국,KOR,KOR,인천광역시,서구,,마전동,,원당대로,663,1057-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
70529,70530,4351567,SK텔레콤 PS&M 동암역점,T월드인천블루골드,SK Telecom PS&M Dongam Nambu Station Branch,Professional and Other Places,Telecom,126.70350762524988,37.47077021941007,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,아트센터로,32,475-6,2022-08-26 9:52:19,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SK텔레콤 PS&M",False
71020,71021,27069189,KT MKS 송도점,,KT MKS Songdo Branch,Professional and Other Places,Telecom,126.65427327153952,37.37550256733111,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도문화로28번길,28,190-2,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
71957,71958,2595861,KT 지성정보통신 부평시장점,케이티 지성정보통신 부평시장역점,KT Jisung Information & Communication Bupyeong Market Branch,Professional and Other Places,Telecom,126.72248750000495,37.498892900004314,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,84,442-27,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
71968,71969,5933810,KT플라자 백령점,,KT Plaza Baengnyeong Branch,Professional and Other Places,Telecom,124.7171562999696,37.953217099999286,대한민국,KOR,KOR,인천광역시,옹진군,,백령면,진촌리,사곶로122번길,59,489-1,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT플라자",False
82062,82063,1254527,KT 휴먼정보통신 중구점,,KT Human Information & Communication Jung-gu Branch,Professional and Other Places,Telecom,126.63438437440983,37.47237879584727,대한민국,KOR,KOR,인천광역시,중구,,경동,,개항로,108,112,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
82639,82640,5515,SK텔레콤 PS&M 부평역점,T월드인천부평직영점,SK Telecom PS&M Bupyeong Station Branch,Professional and Other Places,Telecom,126.7245972544599,37.4926080213834,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,시장로,15,193-24,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SK텔레콤 PS&M",False
85310,85311,6092868,KT 송림서경점,KT송림서경점,KT Songrim Seogyeong Branch,Professional and Other Places,Telecom,126.67271833554788,37.51808313737648,대한민국,KOR,KOR,인천광역시,서구,,신현동,,가정로,369,272-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
87181,87182,5721857,TWORLD PS&M 인천논현직영점,T월드PS&M인천논현직영점,TWORLD PS&M Incheon Nonhyeon Branch,Professional and Other Places,Telecom,126.72393109590716,37.40179295026,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,117,631-10,2022-08-18 12:00:50,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SK텔레콤 PS&M",False
87986,87987,27493990,삼성모바일스토어 홈플러스인천숭의점,,Samsung Mobile Store Homeplus Incheon Soongui Branch,Professional and Other Places,Telecom,126.64388084007406,37.4651284756735,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,,,461,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||프랜차이즈||삼성모바일스토어",False
89721,89722,27118685,KT 반야정보통신 청라점,케이티 반야정보통신 청라점,KT Banya Information & Communication Cheongna Branch,Professional and Other Places,Telecom,126.65171459999993,37.53511079999982,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라라임로,85,160-1,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
94273,94274,4335833,KT 송림정보통신 청천점,올레송림청천점,KT Songlim Information & Communication Cheongcheon Branch,Professional and Other Places,Telecom,126.70382737464888,37.508826862932985,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,344,107-3,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
97214,97215,171530,TWORLD 알미골대리점 강화군청점,T월드알미골대리점강화군청점,TWORLD Almigol Agency Ganghwa-guncheong Branch,Professional and Other Places,Telecom,126.48716419999968,37.745315999999725,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,신문리,강화대로,393,726,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
98595,98596,27184615,KT 힘텔레콤 백운역점,,KT Him Telecom Baegun Station,Professional and Other Places,Telecom,126.70829968294302,37.487081945141,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1236,310-96,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
100527,100528,27119401,LG유플러스 송도동 밀레니엄점,,LG Uplus Songdo-dong Millennium Branch,Professional and Other Places,Telecom,126.65094179999994,37.39568629999977,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로,69,3-1,2022-05-13 10:36:55,"쇼핑,편의||전자,가전||휴대폰||LG유플러스||LG유플러스 직영점",False
101157,101158,5694562,TWORLD 정광통신 검암점,,TWORLD Jungkwang Communication Geo-Am,Professional and Other Places,Telecom,126.67457898590844,37.56525635516034,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,494,606-1,2022-08-16 16:52:33,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
101359,101360,27173395,KT 누리정보통신올리브점,,KT Nuri Information Communication Olive Branch,Professional and Other Places,Telecom,126.7088824941549,37.460962518973865,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,880,205-1,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT대리점-일반",False
102113,102114,27163035,LG유플러스 홈플러스간석점,,LG U+ Homeplus Ganseok,Professional and Other Places,Telecom,126.68910139999988,37.46957039999977,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경원대로,971,616-3,2022-05-01 12:37:48,"쇼핑,편의||전자,가전||휴대폰||LG유플러스||LG유플러스-일반",False
103225,103226,27184728,SK텔레콤 UNI대리점 백운역점,,SK Telecom UNI agency Baekwoon Station,Professional and Other Places,Telecom,126.70899465954392,37.48787613552438,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1246,310-107,2022-06-29 11:25:35,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
103947,103948,27182576,SK텔레콤 참스타대리점 부개점,T월드 참스타대리점 부개점,SK Telecom Charm Star Agency Branch,Professional and Other Places,Telecom,126.73972330004491,37.5035816122,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,길주남로,158,498-7,2022-08-12 13:15:03,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
105999,106000,27135285,SK텔레콤 연수청학대리점 본점,,SK Telecom Yeonsu Cheonghak Agency Headquarters,Professional and Other Places,Telecom,126.67567559999993,37.41432939999979,대한민국,KOR,KOR,인천광역시,연수구,,청학동,,청능대로,93,503-4,2022-07-13 13:54:25,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
106142,106143,5931731,KT플라자 서인천점,OllehKT서인천지점,KT Plaza Seoincheon Branch,Professional and Other Places,Telecom,126.6734733393444,37.54329003076044,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,탁옥로34번길,9,252,2022-09-06 15:18:26,"쇼핑,편의||전자,가전||휴대폰||KT대리점||KT플라자",False
109164,109165,6426804,SK텔레콤 피앤씨홀딩스 부평역점,,SK Telecom PNC Holdings Bupyeong Station Branch,Professional and Other Places,Telecom,126.72443453837391,37.4911836025798,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1400,185-23,2022-08-24 14:41:06,"쇼핑,편의||전자,가전||휴대폰||SK텔레콤||SKT대리점",False
