,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
10411,10412,4346540,파스텔LC동물병원,파스텔엘씨동물병원,Pastel LC Animal Hospital,Professional and Other Places,Veterinarian,126.7083692434099,37.457115031699374,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,구월로,159,292-4,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
11522,11523,866694,작전동물병원,작전동물병원,Operation Animal Hospital,Professional and Other Places,Veterinarian,126.73406761938293,37.52977186926151,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,장제로694번길,3,925-1,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
12321,12322,1256786,노성남 동물병원,,Noh Seongnam Animal Hospital,Professional and Other Places,Veterinarian,126.64441980937688,37.42573990704306,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로,55,196,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
12377,12378,622521,청천종합동물병원,청천동물병원,Cheongcheon General Animal Hospital,Professional and Other Places,Veterinarian,126.7044393657589,37.5166662672987,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로432번길,3,174-7,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
12739,12740,4331753,시드니종합동물병원,시드니동물병원,Sydney General Animal Hospital,Professional and Other Places,Veterinarian,126.6801053027849,37.45038826230147,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,594,1467,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
13278,13279,5545881,닥터파파동물병원,,Dr. Papa Animal Hospital,Professional and Other Places,Veterinarian,126.67856928896488,37.44503590472868,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,533,1309,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
15151,15152,4328500,송림동물병원,,Songlim Animal Hospital,Professional and Other Places,Veterinarian,126.64716934689488,37.47688782086069,대한민국,KOR,KOR,인천광역시,동구,,송림동,,송림로,113,49-13,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
15542,15543,5654751,부개종합동물병원,부개동물병원,Bugae General Animal Hospital,Professional and Other Places,Veterinarian,126.73965670894977,37.50338666813848,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,부개로,61-6,498-11,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
16762,16763,965796,세우리동물병원,,Sewoori Animal Hospital,Professional and Other Places,Veterinarian,126.7205333249329,37.46114637939549,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,백범로,260,921-15,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
19132,19133,5700904,송도건국동물병원,건국동물병원,Songdo Konkuk Animal Hospital,Professional and Other Places,Veterinarian,126.653805660036,37.37489457399181,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도문화로28번길,28,190-2,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
20467,20468,27120423,루원하이동물병원,,Luwon High Animal Hospital,Professional and Other Places,Veterinarian,126.6696077283529,37.52652747198089,대한민국,KOR,KOR,인천광역시,서구,,가정동,,염곡로,468,619-4,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
20541,20542,5654837,한솔동물병원,,Hansol Animal Hospital,Professional and Other Places,Veterinarian,126.73023736854992,37.543449842508714,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1109,918-2,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
20943,20944,758113,도그앤캣동물병원,도그&캣동물병원,Dog and Cat Animal Hospital,Professional and Other Places,Veterinarian,126.71943818589052,37.4913743476248,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1355,341-160,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
22177,22178,199780,아프리카 동물의료센터,,African Animal Hospital,Professional and Other Places,Veterinarian,126.73255149999989,37.5161627999998,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,장제로340번길,5,427-5,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
22944,22945,27161984,포시즌 송도동물병원,,Four Seasons Songdo Animal Hospital,Professional and Other Places,Veterinarian,126.63099499999984,37.39606699999975,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,아트센터대로,198,30-18,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
23929,23930,26964722,연수동물메디컬센터,동물메디컬센터,Yeonsu Animal Medical Center,Professional and Other Places,Veterinarian,126.67746802055288,37.412092864808365,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,샘말로7번길,5,600-5,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
24025,24026,4347513,위드펫동물병원,,With Pet Animal Hospital,Professional and Other Places,Veterinarian,126.56014680077574,37.48643570903824,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘달빛로,90-27,1876-8,2022-08-08 10:29:42,의료시설||동물병원||동물병원-일반,False
25411,25412,5666570,리치동물병원,,Rich Animal Hospital,Professional and Other Places,Veterinarian,126.74306209999996,37.52178689999983,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,부평북로,446,389-1,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
25555,25556,3124237,한국동물병원,,Korea Animal Hospital,Professional and Other Places,Veterinarian,126.63666675707584,37.45073903569197,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,25,627-399,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
26877,26878,212827,검단종합동물병원,검단동물병원,Geomdan General Animal Hospital,Professional and Other Places,Veterinarian,126.67239886157984,37.59399779473564,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로7번길,1,1020-14,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
26894,26895,5663414,사랑동물병원,,Sarang Animal Hospital,Professional and Other Places,Veterinarian,126.73713125953299,37.49666763277055,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,동수천로,124,86-1,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
27614,27615,3937351,한마음동물병원,,Hanmaeum Animal Hospital,Professional and Other Places,Veterinarian,126.4892665997297,37.74335690029964,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,남산리,,,572-3,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
28746,28747,27121246,신통방통동물병원,,Sintongbangtong Animal Hospital,Professional and Other Places,Veterinarian,126.72283564593792,37.53232886436291,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,계양대로,96,863,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
29287,29288,4336997,검암동물병원,,Geomam Animal Hospital,Professional and Other Places,Veterinarian,126.6765872657089,37.56533148292961,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,512,613-1,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
33501,33502,1872888,조재진동물병원,,Jo Jaejin Animal Hospital,Professional and Other Places,Veterinarian,126.71304795607423,37.50389082111676,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로,419,411-23,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
33503,33504,1871386,서울종합동물병원,,Seoul General Animal Hospital,Professional and Other Places,Veterinarian,126.72571502644692,37.51164843793679,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,굴포로,42,364,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
33705,33706,1049509,계양종합동물병원,계양동물병원,Gyeyang General Animal Hospital,Professional and Other Places,Veterinarian,126.7108434954649,37.5275792370938,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,안남로,499,320-1,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
35341,35342,135809,동수동물병원,,Dongsu Animal Hospital,Professional and Other Places,Veterinarian,126.72714680202492,37.49092673960738,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1422,182-10,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
35615,35616,5663331,페트로동물병원용현분원,,Hyun Branch for Petro Animal Hospital,Professional and Other Places,Veterinarian,126.63717430051484,37.45277635554586,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,토금중로,36,621-68,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
36669,36670,27120973,바른동물병원,,Barun Animal Hospital,Professional and Other Places,Veterinarian,126.66371078930187,37.442937878833646,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,136,260-22,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
36793,36794,930024,중앙동물약품병원,중앙동물약품,Central Animal Medicine Hospital,Professional and Other Places,Veterinarian,126.6866277413879,37.45827010075767,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,417-1,72-11,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
36949,36950,27069131,디오동물병원,,Dio Animal Hospital,Professional and Other Places,Veterinarian,126.66495302726425,37.387172627253136,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도과학로27번길,55,149,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
37854,37855,770010,쥬라기 동물종합병원,쥬라기동물병원,Jurassic Animal Hospital,Professional and Other Places,Veterinarian,126.73292865693294,37.498281703811294,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로,367,115-18,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
38145,38146,3610593,웰니스클리닉동물병원연수점,,Wellness Clinic Animal Hospital Training Branch,Professional and Other Places,Veterinarian,126.68135432459792,37.40424753059449,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,경원대로,184,926-9,2022-06-13 10:44:13,의료시설||동물병원||동물병원-일반,False
39092,39093,27223569,도희동물병원,,Dohee Animal Hospital,Professional and Other Places,Veterinarian,126.67246542063891,37.544436537145685,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,승학로,245,333-7,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
39843,39844,4327689,브라운동물병원,,Brown Animal Hospital,Professional and Other Places,Veterinarian,126.64937615367187,37.45820503386247,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,독배로432번길,3,293-19,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
40504,40505,177543,동물의왕국동물병원,동물의왕국병원,animal kingdom animal hospital,Professional and Other Places,Veterinarian,126.6987624645139,37.44492034773337,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화로,65,1406-9,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
40728,40729,27327961,24시더원동물병원,,24 Cedar One Animal Hospital,Professional and Other Places,Veterinarian,126.71199671508388,37.59315950691883,대한민국,KOR,KOR,인천광역시,서구,,원당동,,발산로,41,475-2,2022-08-30 9:43:30,의료시설||동물병원||동물병원-일반,False
41114,41115,723964,가정종합동물병원,,Family General Animal Hospital,Professional and Other Places,Veterinarian,126.67303511361185,37.51572372174446,대한민국,KOR,KOR,인천광역시,서구,,가정동,,가정로,346,517-32,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
41750,41751,4351003,하나동물병원,,Hana Animal Hospital,Professional and Other Places,Veterinarian,126.72008719999992,37.527541399999805,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,아나지로247번길,22,949,2022-06-29 11:25:35,의료시설||동물병원||동물병원-일반,False
43921,43922,141973,연희동물병원,,Yeonhui Animal Hospital,Professional and Other Places,Veterinarian,126.6774142390909,37.5421782673772,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,탁옥로74번길,16,303-6,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
44376,44377,1852217,이광수동물병원,,Lee Kwang-soo Animal Hospital,Professional and Other Places,Veterinarian,126.67244213658988,37.407689108791466,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로,260,936-6,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
44377,44378,5717404,미라클 동물병원,,Miracle Animal Hospital,Professional and Other Places,Veterinarian,126.64720119999996,37.39386929999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로,100,21-65,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
46002,46003,988557,삼성종합동물병원,삼성동물병원,Samsung General Animal Hospital,Professional and Other Places,Veterinarian,126.6673769783799,37.45249611472156,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인주대로,277,678-6,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
46375,46376,161728,경동동물병원,,Kyungdong Animal Hospital,Professional and Other Places,Veterinarian,126.62995127590496,37.471979304804144,대한민국,KOR,KOR,인천광역시,중구,,경동,,개항로,68-1,240-59,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
46791,46792,3847731,정서동물병원,,Jeongseo Animal Hospital,Professional and Other Places,Veterinarian,126.69600653616166,37.46312202340162,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,주안로,234,935,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
46923,46924,1252408,송도종합동물병원,송도동물병원,Songdo General Animal Hospital,Professional and Other Places,Veterinarian,126.65625539999994,37.426074599999765,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,한나루로,187-3,336-8,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
47326,47327,3121173,재영동물병원,,Jaeyeong Animal Hospital,Professional and Other Places,Veterinarian,126.73432960000008,37.530846899999645,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,장제로,708,901-4,2022-08-19 9:48:28,의료시설||동물병원||동물병원-일반,False
47334,47335,1271828,메이플동물병원,,Maple Animal Hospital,Professional and Other Places,Veterinarian,126.69643771293975,37.59394032623095,대한민국,KOR,KOR,인천광역시,서구,,원당동,,원당대로,853,824-6,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
47492,47493,27093669,리라동물병원,,Lira Animal Hospital,Professional and Other Places,Veterinarian,126.5614718695338,37.48915785564848,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘중앙로195번길,20,1884-2,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
48623,48624,733199,우리동물병원,,Woori Animal Hospital,Professional and Other Places,Veterinarian,126.6767457703289,37.548875649383525,대한민국,KOR,KOR,인천광역시,서구,,연희동,,서곶로,349,687-2,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
48699,48700,4342775,따뜻한동물병원,,warm animal hospital,Professional and Other Places,Veterinarian,126.68033614422788,37.41320283509396,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,용담로,145,624-7,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
49084,49085,27138321,동물사랑동물병원,,Animal Love Animal Hospital,Professional and Other Places,Veterinarian,126.6979001287119,37.42448125100937,대한민국,KOR,KOR,인천광역시,연수구,,선학동,,학나래로6번길,34,407-9,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
51640,51641,5715308,J동물병원,,J Animal Hospital,Professional and Other Places,Veterinarian,126.64484575754288,37.532598108654575,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라커낼로,270,157-15,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
51928,51929,135840,보비동물병원,,bovi animal hospital,Professional and Other Places,Veterinarian,126.71168347073989,37.5039691468694,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로,407,411-5,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
51929,51930,27178040,펫홈종합동물병원,,Pet Home General Animal Hospital,Professional and Other Places,Veterinarian,126.6801275060219,37.45258756206207,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,620,1471-11,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
52924,52925,887213,온누리동물병원,,Onnuri Animal Hospital,Professional and Other Places,Veterinarian,126.65557654107492,37.45582341315826,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인주대로,168,146-275,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
52943,52944,2013458,토비동물병원,,Toby Animal Hospital,Professional and Other Places,Veterinarian,126.63736357279257,37.399730824096885,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,아트센터대로,131,19-1,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
53699,53700,962482,바울동물병원,,Paul Animal Hospital,Professional and Other Places,Veterinarian,126.48857499999984,37.74063499999989,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,남산리,남문로,30,43-3,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
53976,53977,906309,아프리카동물병원,아프리카병원,African Animal Hospital,Professional and Other Places,Veterinarian,126.6564081745379,37.42775290022836,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,비류대로,194,304-12,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
56097,56098,4336224,백마동물병원,,Baekma Animal Hospital,Professional and Other Places,Veterinarian,126.72189121501243,37.5032868478735,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,132,431-15,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
56206,56207,4338719,청라루비동물병원,루비동물병원,Cheongna Ruby Animal Hospital,Professional and Other Places,Veterinarian,126.64094241495084,37.5367326229868,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라루비로134번길,6-4,144-3,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
56360,56361,1270586,계산동물병원,,Gyesan Animal Hospital,Professional and Other Places,Veterinarian,126.72288904648391,37.535829832383115,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,계양대로,134,855-14,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
58863,58864,27156163,닥터정동물병원,,Dr. Jung Animal Hospital,Professional and Other Places,Veterinarian,126.63484241960283,37.387992728854925,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로230번길,42,98-2,2022-09-06 15:18:26,의료시설||동물병원||동물병원-일반,False
59510,59511,3803652,보듬동물병원,,Bodeum Animal Hospital,Professional and Other Places,Veterinarian,126.75025242832096,37.42447379229107,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로,2,663-1,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
60556,60557,4326132,메이 동물병원,,May Animal Hospital,Professional and Other Places,Veterinarian,126.73270310791396,37.46158213451216,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수서로,60,1118-1,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
61536,61537,3465803,신영재동물병원,,Shin Youngjae Animal Hospital,Professional and Other Places,Veterinarian,126.74142649855769,37.548835133514665,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,장제로,923,426,2022-08-30 9:43:30,의료시설||동물병원||동물병원-일반,False
62314,62315,1871501,강아지와고양이나라동물병원,강아지고양이나라동물병원,Dogs and Cats Nara Animal Hospital,Professional and Other Places,Veterinarian,126.7257049753399,37.40446337924795,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,은봉로312번길,29-14,605-11,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
63286,63287,4328183,학익동물병원,,Hakik Animal Hospital,Professional and Other Places,Veterinarian,126.66308249999996,37.441970999999775,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,한나루로,379,214-4,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
65201,65202,4328234,애니힐동물병원,,Anyhill Animal Hospital,Professional and Other Places,Veterinarian,126.71432498069288,37.44275238398088,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,608,1526-1,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
65207,65208,27093400,쪼꼬동물메디컬센터,,Jjoko Animal Medical Center,Professional and Other Places,Veterinarian,126.66501025098492,37.52933925892109,대한민국,KOR,KOR,인천광역시,서구,,가정동,,청중로478번안길,4,606-2,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
65733,65734,3114291,강화종합가축병원,가축병원,Ganghwa General Livestock Hospital,Professional and Other Places,Veterinarian,126.48883589999984,37.74458669999991,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,관청리,강화대로,378,119-9,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
66218,66219,1066697,참동물병원,,Cham Animal Hospital,Professional and Other Places,Veterinarian,126.62838277514086,37.47189962048587,대한민국,KOR,KOR,인천광역시,중구,,내동,,우현로,51,209-42,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
70418,70419,3716438,24시 소래동물병원,,24 hours Sorae Animal Hospital,Professional and Other Places,Veterinarian,126.73338741483894,37.40002802292345,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,소래역남로16번길,75,751-1,2022-08-08 10:29:42,의료시설||동물병원||동물병원-일반,False
74195,74196,4356687,24시 청라공감동물의료센터,,24 hours Cheongna Sympathy Animal Medical Center,Professional and Other Places,Veterinarian,126.65239622894586,37.530239800246285,대한민국,KOR,KOR,인천광역시,서구,,청라동,,중봉대로586번길,22,164-1,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
74478,74479,922737,온누리동물병원,,Onnuri Animal Hospital,Professional and Other Places,Veterinarian,126.6562750398679,37.602857833090106,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,182,909-9,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
74537,74538,4343976,예동물병원,,Ye Animal Hospital,Professional and Other Places,Veterinarian,126.72909846036092,37.508350915603096,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,갈월동로,13,385-10,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
74674,74675,27067117,해와달동물병원,,Sun and Moon Animal Hospital,Professional and Other Places,Veterinarian,126.72646637264492,37.39925280713064,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,80,733-5,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
74722,74723,58106,마이펫동물종합병원,마이펫동물병원,My Pet General Hospital,Professional and Other Places,Veterinarian,126.70688022001389,37.46750837122768,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,백범로,400,216-4,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
75718,75719,4356699,짱구네동물병원,,Jjanggune Animal Hospital,Professional and Other Places,Veterinarian,126.72973188111791,37.517658384917496,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,평천로,356,59-5,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
77297,77298,1058837,삼성 동물병원,,Samsung Animal Hospital,Professional and Other Places,Veterinarian,126.67210421705788,37.4994196580368,대한민국,KOR,KOR,인천광역시,서구,,석남동,,건지로,269,579-3,2022-08-18 12:00:50,의료시설||동물병원||동물병원-일반,False
77704,77705,4343987,프라자동물병원,,Plaza Animal Hospital,Professional and Other Places,Veterinarian,126.65212829999996,37.39588429999976,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,신송로,122,2-6,2022-08-16 16:52:33,의료시설||동물병원||동물병원-일반,False
78004,78005,763898,신세계동물병원,,Shinsegae Animal Hospital,Professional and Other Places,Veterinarian,126.72638582902891,37.45938576471908,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로,203,897-2,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
78423,78424,1274056,서울동물병원,,Seoul Animal Hospital,Professional and Other Places,Veterinarian,126.48778039999986,37.737594399999885,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,남산리,충렬사로,6,576-1,2022-05-01 12:37:48,의료시설||동물병원||동물병원-일반,False
80834,80835,3934161,센트럴동물병원,central동물병원,Central Animal Hospital,Professional and Other Places,Veterinarian,126.64099469999996,37.39499699999977,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,센트럴로,194,23-4,2022-08-12 13:15:03,의료시설||동물병원||동물병원-일반,False
81050,81051,2594603,늘푸른동물병원,,Evergreen Animal Hospital,Professional and Other Places,Veterinarian,126.73849985082492,37.522618352815485,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,후정동로,60,54-2,2022-08-24 14:41:06,의료시설||동물병원||동물병원-일반,False
81969,81970,27017875,이기쁨동물병원,,Lee Gi Bum Animal Hospital,Professional and Other Places,Veterinarian,126.6702050999999,37.5226952999998,대한민국,KOR,KOR,인천광역시,서구,,가정동,,,,478-2,2022-08-30 9:43:30,의료시설||동물병원||동물병원-일반,False
84086,84087,27191146,화이트동물병원,,White Animal Hospital,Professional and Other Places,Veterinarian,126.67450628441388,37.59415877391852,대한민국,KOR,KOR,인천광역시,서구,,마전동,,서곶로,866,1056-6,2022-08-30 9:43:30,의료시설||동물병원||동물병원-일반,False
