,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
4122,4123,3136337,갈보리장로교회,대한예수교장로회갈보리교회,Calvary Presbyterian Church,Professional and Other Places,Church,126.65649079999996,37.42350309999977,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,청룡로30번길,13,348-92,2022-05-02 21:16:34,"종교,문화||종교||개신교||교회",False
4214,4215,118542,동산교회,,Dongsan Church,Professional and Other Places,Church,126.48319999999984,37.73033499999989,대한민국,KOR,KOR,인천광역시,강화군,,선원면,창리,충렬사로73번길,47-9,525,2018-09-18 15:00:00,"종교,문화||종교||개신교||교회",False
4299,4300,582170,한국장로교회,대한예수교장로회한국장로교회,Korean Presbyterian Church,Professional and Other Places,Church,126.73754026555093,37.50413421360828,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,길주남로,139,496-10,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
4936,4937,27086092,예수안에하나교회,,Hana Church in Jesus,Professional and Other Places,Church,126.6554886381139,37.53968663356932,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라에메랄드로163번길,9,122-2,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
4942,4943,20028122,인천아름다운교회,아름다운교회,Incheon beautiful church,Professional and Other Places,Church,126.73678150216796,37.49267947549928,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,동수천로,82,125-8,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
4976,4977,5702431,석남감리교회,기독교대한감리회석남교회,Seoknam Methodist Church,Professional and Other Places,Church,126.67400919226488,37.506123025655874,대한민국,KOR,KOR,인천광역시,서구,,석남동,,길주로,108-1,544-35,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
5366,5367,4328531,인천임마누엘교회,임마누엘교회,Incheon Immanuel Church,Professional and Other Places,Church,126.73942410000188,37.53352849999778,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,도두리로,46,912-3,2020-05-27 0:00:00,"종교,문화||종교||개신교||교회",False
5981,5982,120692,화덕감리교회,화덕교회,Hwadeok Methodist Church,Professional and Other Places,Church,126.45885890005464,37.62454430010889,대한민국,KOR,KOR,인천광역시,강화군,,화도면,덕포리,덕포길56번길,45,435-3,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
6470,6471,374823,새영교회,대한예수교장로회새영교회,Saeyoung Church,Professional and Other Places,Church,126.6715450176099,37.541956770409215,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,심곡로8번길,3-33,339-23,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
6623,6624,1252421,행복한교회,,happy church,Professional and Other Places,Church,126.66353449128088,37.44020279067758,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,374,689-6,2019-11-14 0:00:00,"종교,문화||종교||개신교||교회",False
6754,6755,2155931,십정중앙순복음교회,기독교대한하나님의성회십정중앙순복음교회,Sipjeong Central Full Gospel Church,Professional and Other Places,Church,126.69838065358188,37.47374911808617,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,배곶북로,5-5,297-6,2019-12-09 10:50:24,"종교,문화||종교||개신교||교회",False
7115,7116,4690079,징검다리교회,,stepping stone church,Professional and Other Places,Church,126.68631246157094,37.61517626756546,대한민국,KOR,KOR,인천광역시,서구,,불로동,,검단로,783-1,778-4,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
7174,7175,1871140,석남침례교회,기독교한국침례회석남교회,Seoknam Baptist Church,Professional and Other Places,Church,126.6775248664659,37.50016739794999,대한민국,KOR,KOR,인천광역시,서구,,석남동,,길주로142번길,65,565-23,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
7586,7587,27286885,만수꽃동산교회,,Mansu Flower Garden Church,Professional and Other Places,Church,126.73779513001996,37.44519989456268,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승로,46,1024-1,2022-06-07 17:23:36,"종교,문화||종교||개신교||교회",False
7878,7879,3120733,그리스도의 보혈교회,, Church of the Blood of Christ,Professional and Other Places,Church,126.65520699999996,37.427991999999776,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,비류대로,184,284-3,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
7971,7972,6223490,다민족비전교회,,multiethnic Vision Church,Professional and Other Places,Church,126.6973850467469,37.44770548260608,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화서로28번길,21,1363-8,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
7982,7983,27078279,프라미스교회,,Promise Church,Professional and Other Places,Church,126.6763003749359,37.58467368333582,대한민국,KOR,KOR,인천광역시,서구,,당하동,,서곶로,750-1,1066-1,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
8504,8505,27195412,어진내교회,,Einnae Church,Professional and Other Places,Church,126.72481333265692,37.40222570609856,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,청능대로595번길,17,617-1,2022-08-08 10:29:42,"종교,문화||종교||개신교||교회",False
8700,8701,4331009,새힘장로교회,대한예수교장로회새힘교회,Saehim Presbyterian Church,Professional and Other Places,Church,126.66464383909292,37.407916308203454,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,봉재산로44번길,25,1139,2020-01-14 23:21:05,"종교,문화||종교||개신교||교회",False
8723,8724,3125581,여의도순복음영종도교회,영종도교회,Yoido Full Gospel Yeongjongdo Church,Professional and Other Places,Church,126.53840865136372,37.48635482901516,대한민국,KOR,KOR,인천광역시,중구,,운남동,,운중로48번길,84,170-106,2020-01-14 23:36:49,"종교,문화||종교||개신교||교회",False
8823,8824,3553250,새일꾼교회,,New Worker Church,Professional and Other Places,Church,126.6740133315519,37.555940439865616,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로382번길,6,671-9,2020-01-14 23:43:25,"종교,문화||종교||개신교||교회",False
9374,9375,1271206,부평소망교회,대한예수교장로회부평소망교회,Bupyeong Hope Church,Professional and Other Places,Church,126.70442392689888,37.500729614054514,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,부흥로111번길,58,254-4,2019-11-14 23:28:28,"종교,문화||종교||개신교||교회",False
9458,9459,3139936,주님의교회,,Lord's Church,Professional and Other Places,Church,126.66923589120891,37.5094599070854,대한민국,KOR,KOR,인천광역시,서구,,석남동,,칠천왕로33번길,22,523-18,2020-01-14 0:00:00,"종교,문화||종교||개신교||교회",False
10342,10343,960156,강화교산교회,교산교회,Ganghwa Gyosan Church,Professional and Other Places,Church,126.39758599999976,37.80242519999992,대한민국,KOR,KOR,인천광역시,강화군,,양사면,교산리,서사길,296,504-2,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
10531,10532,389746,경성교회,,Kyungsung Church,Professional and Other Places,Church,126.72297856921892,37.43037324538248,대한민국,KOR,KOR,인천광역시,남동구,,수산동,,덕골로,117,529-1,2019-11-14 23:19:19,"종교,문화||종교||개신교||교회",False
10586,10587,171147,옥동장로교회,대한예수교장로회옥동교회,Okdong Presbyterian Church,Professional and Other Places,Church,126.64848825173588,37.43386136291296,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로172번길,43,63-17,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
10650,10651,5720675,인천은혜교회,대한예수교장로회인천은혜교회,Incheon Grace Church,Professional and Other Places,Church,126.74401280300496,37.484619420610585,대한민국,KOR,KOR,인천광역시,부평구,,일신동,,일신로8번길,29,108-18,2019-11-14 23:05:38,"종교,문화||종교||개신교||교회",False
10925,10926,5708715,인천제일교회,대한예수교장로회인천제일교회,Incheon Jeil Church,Professional and Other Places,Church,126.66901182454288,37.475843183124965,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,송림로,324,53-73,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
11044,11045,27234853,송도커뮤니티교회,,Songdo Community Church,Professional and Other Places,Church,126.64484639999988,37.39290049999975,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로130번길,14,22-19,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
11190,11191,586638,화도감리교회,기독교대한감리회화도교회,Hwado Methodist Church,Professional and Other Places,Church,126.63075409999992,37.48087719999982,대한민국,KOR,KOR,인천광역시,동구,,화수동,,화도안로,12,281-36,2020-01-14 23:42:17,"종교,문화||종교||개신교||교회",False
11336,11337,2599936,인천영광교회,영광교회,Incheon Youngkwang Church,Professional and Other Places,Church,126.6779341083329,37.50447948020671,대한민국,KOR,KOR,인천광역시,서구,,석남동,,서달로67번길,3,554-5,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
11441,11442,2157038,신성교회,,Holy Church,Professional and Other Places,Church,126.69173772213188,37.50725806796719,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로269번길,55-20,산139-5,2019-12-09 10:50:24,"종교,문화||종교||개신교||교회",False
11668,11669,2148785,강화예수중심교회,예수중심교회,Ganghwa Jesus Centered Church,Professional and Other Places,Church,126.48901839999984,37.72973239999979,대한민국,KOR,KOR,인천광역시,강화군,,선원면,창리,중앙로,154,396-5,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
12435,12436,142321,은석교회,대한예수교장로회은석교회,Eunseok Church,Professional and Other Places,Church,126.69301488592592,37.46119498755007,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로864번길,68,913-2,2019-11-14 23:19:12,"종교,문화||종교||개신교||교회",False
12607,12608,4356865,선일교회,대한예수교장로회선일교회,Sunil Church,Professional and Other Places,Church,126.70612709999996,37.51083059999981,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,세월천로25번길,44,190-75,2022-06-13 10:44:13,"종교,문화||종교||개신교||교회",False
12612,12613,4680510,인천성원교회,,Incheon Sungwon Church,Professional and Other Places,Church,126.64348485126372,37.4546222216128,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬동로,104,649,2020-03-26 14:24:27,"종교,문화||종교||개신교||교회",False
13072,13073,236948,검단중앙교회,대한예수교장로회검단중앙교회,Geomdan Central Church,Professional and Other Places,Church,126.67456679999992,37.596561200000245,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로10번길,30,1012-1,2022-08-19 9:48:28,"종교,문화||종교||개신교||교회",False
13074,13075,597720,양도중앙교회,양도교회,Yangyang Central Church,Professional and Other Places,Church,126.4230936999998,37.663328599999865,대한민국,KOR,KOR,인천광역시,강화군,,양도면,하일리,강화남로,722-21,167,2017-03-07 12:00:00,"종교,문화||종교||개신교||교회",False
13102,13103,5712150,하점순복음교회,기독교대한하나님의성회순복음교회,Hajeom Full Gospel Church,Professional and Other Places,Church,126.39592599999976,37.78086399999992,대한민국,KOR,KOR,인천광역시,강화군,,하점면,이강리,강화서로,1011-11,22-2,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
13501,13502,660462,을왕교회,,Eulwang Church,Professional and Other Places,Church,126.39456561352353,37.45354824719077,대한민국,KOR,KOR,인천광역시,중구,,을왕동,,늘목로39번길,11,505-1,2020-01-14 23:39:50,"종교,문화||종교||개신교||교회",False
13576,13577,27208373,땅끝교회,,earth end church,Professional and Other Places,Church,126.69748227740888,37.50452814938091,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로,282,180-388,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
13929,13930,3134539,생명수교회,,Water of Life Church,Professional and Other Places,Church,126.73925712082796,37.49845888248928,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,부개로,9,500-6,2019-11-14 23:28:28,"종교,문화||종교||개신교||교회",False
13953,13954,1270057,인천교회,인천교회공촌동집회장소,Incheon Church,Professional and Other Places,Church,126.68641250007487,37.55038330093942,대한민국,KOR,KOR,인천광역시,서구,,공촌동,,,,315-2,2022-08-04 10:04:43,"종교,문화||종교||개신교||교회",False
14229,14230,27053233,주님교회,,Lord Church,Professional and Other Places,Church,126.65572845737591,37.46706849509168,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,석정로92번길,171,80-119,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
14319,14320,1270848,세광장로교회,대한예수교장로회세광교회,Sekwang Presbyterian Church,Professional and Other Places,Church,126.70435180561688,37.5268342858238,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,마장로543번길,4,511-5,2019-11-14 23:19:12,"종교,문화||종교||개신교||교회",False
14652,14653,1269147,부활생명교회,대한예수교장로회부활생명교회,Resurrection Life Church,Professional and Other Places,Church,126.67945809999988,37.41241109999976,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,샘말로30번길,17,627-7,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
14851,14852,27036982,반석교회,,rock church,Professional and Other Places,Church,126.68852309481396,37.457460881097994,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로438번길,8,300-16,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
15134,15135,677870,대한예수교 오순절성회 인천만수교회,,Korea Jesuit Church  Pentecost Crusade  Incheon Bay Church,Professional and Other Places,Church,126.73850354854093,37.465961186747776,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만부로3번길,8,1-118,2019-11-14 23:27:28,"종교,문화||종교||개신교||교회",False
15271,15272,27183361,로고스교회,,logos church,Professional and Other Places,Church,126.63947699999984,37.39534429999974,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,센트럴로,194,23-4,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
15433,15434,5710718,한동순복음교회,기독교대한하나님의성회한동교회,Handong Full Gospel Church,Professional and Other Places,Church,126.70542308349388,37.5132599868034,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,세월천로,34,180-4,2019-11-14 23:29:27,"종교,문화||종교||개신교||교회",False
15579,15580,27190324,한마음성결교회,,One Heart Holiness Church,Professional and Other Places,Church,126.68075708707688,37.56654155918742,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,551,506-1,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
15593,15594,608494,교동교회,,Gyodong Church,Professional and Other Places,Church,126.31445539999967,37.77726299999991,대한민국,KOR,KOR,인천광역시,강화군,,교동면,상용리,교동남로,432,628-2,2022-08-08 10:29:42,"종교,문화||종교||개신교||교회",False
16174,16175,5723928,청라21세기교회,대한예수교장로회청라21세기교회,Cheongna 21st century church,Professional and Other Places,Church,126.64312122014888,37.5273657941956,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라커낼로,199,178-7,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
16884,16885,27163170,대한예수교장로회엘림교회,,Korean Presbyterian Church Elim Church,Professional and Other Places,Church,126.69860839999988,37.46291529999978,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,주안로,258,530-1,2022-07-13 13:54:25,"종교,문화||종교||개신교||교회",False
17056,17057,1261637,창대감리교회,기독교대한감리회창대교회,Changdae Methodist Church,Professional and Other Places,Church,126.65382249173793,37.61440990889634,대한민국,KOR,KOR,인천광역시,서구,,마전동,,가현로,6-26,1144-1,2022-06-07 17:23:36,"종교,문화||종교||개신교||교회",False
17292,17293,4317418,더사랑청라교회,,The Sarang Cheongna Church,Professional and Other Places,Church,126.66035421517492,37.53039196122021,대한민국,KOR,KOR,인천광역시,서구,,청라동,,담지로8번길,6,171-19,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
17480,17481,6204272,주님영광교회,,Lord Glory Church,Professional and Other Places,Church,126.70374178811592,37.464834444025975,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경인로,593-1,270-4,2019-11-14 23:30:27,"종교,문화||종교||개신교||교회",False
17501,17502,3021653,드림교회,기독교대한감리회드림교회,Dream Church,Professional and Other Places,Church,126.72277100662092,37.392720213456535,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,앵고개로,787,738-6,2022-08-12 13:15:03,"종교,문화||종교||개신교||교회",False
18147,18148,5715146,행복한교회,대한예수교장로회행복한교회,happy church,Professional and Other Places,Church,126.68372992970691,37.49447142807398,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로100번길,12-1,30-111,2020-01-14 0:00:00,"종교,문화||종교||개신교||교회",False
18348,18349,27213621,세향교회,,Sehyang Church,Professional and Other Places,Church,126.67741600004793,37.50331834396239,대한민국,KOR,KOR,인천광역시,서구,,석남동,,길주로142번길,32,555-16,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
18993,18994,27189937,주님의숲교회,,Lord's Forest Church,Professional and Other Places,Church,126.68065527219387,37.46800091379908,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,길파로28번길,18,15-21,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
19128,19129,3133535,소망교회,예수교대한성결교회소망교회,Hope Church,Professional and Other Places,Church,126.66210641961888,37.60459133832372,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로529번길,8,927-5,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
19502,19503,1264293,부흥교회,,Revival Church,Professional and Other Places,Church,126.73214900861792,37.45296915788467,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,하촌로51번길,14-7,973-2,2019-11-14 23:06:52,"종교,문화||종교||개신교||교회",False
19650,19651,1253962,소망교회,,Hope Church,Professional and Other Places,Church,126.333052579707,37.530145987668334,대한민국,KOR,KOR,인천광역시,옹진군,,북도면,장봉리,장봉로541번길,104-27,산144,2020-01-10 11:20:36,"종교,문화||종교||개신교||교회",False
19680,19681,2149903,안디바교회,,Antiba Church,Professional and Other Places,Church,126.47449079999984,37.7485276999999,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,국화리,강화대로511번길,7-1,163-14,2017-03-07 12:00:00,"종교,문화||종교||개신교||교회",False
19758,19759,714814,대한예수교장로회인천제일교회,대한예수교장로회인천제일교회,Presbyterian Church of Korea Incheon Jeil Church,Professional and Other Places,Church,126.62390818057082,37.47397658437268,대한민국,KOR,KOR,인천광역시,중구,,송학동2가,,신포로39번길,54,13-6,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
19949,19950,586501,왕길교회,,Wanggil Church,Professional and Other Places,Church,126.65350405183688,37.58624607197623,대한민국,KOR,KOR,인천광역시,서구,,왕길동,,사월로37번안길,23,75-16,2020-01-14 23:37:47,"종교,문화||종교||개신교||교회",False
19972,19973,5694665,아름교회,대한예수교장로회아름교회,Arum Church,Professional and Other Places,Church,126.69810881192988,37.45329788326958,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화서로90번길,23,1096-19,2019-11-14 23:24:43,"종교,문화||종교||개신교||교회",False
19995,19996,27184659,산돌중앙교회,,Sandoll Central Church,Professional and Other Places,Church,126.67030779999986,37.50309349999976,대한민국,KOR,KOR,인천광역시,서구,,석남동,,거북로,78,586,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
20143,20144,27236877,예수사랑교회,,Jesus Love Church,Professional and Other Places,Church,126.72447709999987,37.5411267999998,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계산시장길,30,954-6,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
20869,20870,2597039,기쁨의교회,대한예수교장로회기쁨의교회,Church of Joy,Professional and Other Places,Church,126.71917522677488,37.52563089417621,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,아나지로,245,200-5,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
21052,21053,899171,인성교회,,Inseong Church,Professional and Other Places,Church,126.65361054270888,37.45452816021236,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,비룡길56번길,14-14,450-254,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
21070,21071,23016,충신교회,,Chungshin Church,Professional and Other Places,Church,126.68291894385789,37.46700631076308,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,석정로423번길,6,18-21,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
21120,21121,2156483,인천교회,,Incheon Church,Professional and Other Places,Church,126.66593774736388,37.51571472499609,대한민국,KOR,KOR,인천광역시,서구,,신현동,,새오개로54번안길,5-11,157-1,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
21887,21888,5695359,늘사랑교회,기독교대한성결교회늘사랑교회,Always Love Church,Professional and Other Places,Church,126.74479355935192,37.53728385620191,대한민국,KOR,KOR,인천광역시,계양구,,서운동,,살라리로1번길,2,179,2022-08-12 13:15:03,"종교,문화||종교||개신교||교회",False
22111,22112,1039069,신광교회,,Shinkwang Church,Professional and Other Places,Church,126.39910009999976,37.634808299999854,대한민국,KOR,KOR,인천광역시,강화군,,화도면,내리,안골길131번길,29-10,1423,2018-09-18 15:00:00,"종교,문화||종교||개신교||교회",False
22564,22565,27085852,부평세림병원교회,,Bupyeong Serim Hospital Church,Professional and Other Places,Church,126.7199857999999,37.5068719999998,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,부평대로,175,302-31,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
23182,23183,4335416,하늘영광교회,기독교한국침례회하늘영광교회,Sky Glory Church,Professional and Other Places,Church,126.68572049982092,37.49222739956558,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,장고개로,319,30-102,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
23323,23324,6230557,글로벌하모니교회,하모니교회,global Harmony Church,Professional and Other Places,Church,126.6561599515909,37.425916646267055,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,한나루로,183,336-9,2022-08-18 12:00:50,"종교,문화||종교||개신교||교회",False
23550,23551,27049510,라이프스프링국제교회,,Lifespring International Church,Professional and Other Places,Church,126.6349147204088,37.38808562884304,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로230번길,42,98-2,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
24429,24430,1273943,필운교회,,Philwoon Church,Professional and Other Places,Church,126.37589399999975,37.76315709999989,대한민국,KOR,KOR,인천광역시,강화군,,하점면,창후리,창후로,70,261-1,2017-03-07 12:00:00,"종교,문화||종교||개신교||교회",False
24596,24597,468669,신정감리교회,기독교대한감리회신정교회,New Methodist Church,Professional and Other Places,Church,126.50273789930507,37.72491735273204,대한민국,KOR,KOR,인천광역시,강화군,,선원면,신정리,선원사지로110번길,12,485,2019-03-25 18:19:40,"종교,문화||종교||개신교||교회",False
25087,25088,3358386,부흥장로교회,대한예수교장로회부흥교회,Revival Presbyterian Church,Professional and Other Places,Church,126.72776719356192,37.5341423594217,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,주부토로,447,859-4,2019-11-14 23:24:43,"종교,문화||종교||개신교||교회",False
25323,25324,6259535,행복한교회,,happy church,Professional and Other Places,Church,126.73292298832592,37.51732102573931,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,평천로,384,426-2,2019-11-14 23:29:38,"종교,문화||종교||개신교||교회",False
25432,25433,4352431,푸른소망감리교회,기독교대한감리회푸른소망교회,blue hope Methodist Church,Professional and Other Places,Church,126.66832969999994,37.59737629999985,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로64번길,10,1000-2,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
25588,25589,3686954,온누리소망장로교회,대한예수교장로회온누리소망교회,Onnuri Hope Presbyterian Church,Professional and Other Places,Church,126.64344706240387,37.528757053021394,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라커낼로,229-15,181-2,2021-12-23 15:49:18,"종교,문화||종교||개신교||교회",False
25634,25635,1252453,옥죽포교회,,Okjukpo Church,Professional and Other Places,Church,124.70789999985855,37.84326540000708,대한민국,KOR,KOR,인천광역시,옹진군,,대청면,대청리,대청북로,96,산16-23,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
25714,25715,27047997,길튼교회,,Gilton Church,Professional and Other Places,Church,126.70592819485276,37.452860592703786,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월남로,148,1142-20,2022-05-01 12:37:48,"종교,문화||종교||개신교||교회",False
